travelCode,User_ID,Departure,Arrival,flightType,Flight_price,Flight_duration,Flight_Distance,Flight_agency,Departure_date,Hotel_Name,Arrival_place,Hotel_stay,Hotel_per_day_price,Check_in,Hotel_TotalPrice,pickupLocation,dropoffLocation,carType,rentalAgency,rentalDuration,Car_total_distance,fuelPolicy,Car_bookingStatus,total_rent_price,car_rental_status
68790,666,Natal (RN),Rio de Janeiro (RJ),firstClass,1391.6,1.55,595.03,CloudFy,2020-05-21,Hotel CB,Rio de Janeiro (RJ),3,165.99,2020-05-21,497.97,South Joshuaton,Daniellechester,Sedan,Sixt,4.0,461.0,Full-to-Full,Confirmed,5240.0,1
4027,40,Aracaju (SE),Sao Paulo (SP),firstClass,730.43,1.02,392.76,CloudFy,2022-03-02,Hotel AF,Sao Paulo (SP),1,139.1,2022-02-03,139.1,New Thomas,Maciasfort,Sedan,Sixt,3.0,89.0,Full-to-Full,Pending,1435.0,1
76127,742,Natal (RN),Florianopolis (SC),firstClass,1570.02,1.84,709.37,CloudFy,2020-02-27,Hotel A,Florianopolis (SC),3,313.02,2020-02-27,939.06,North Alexanderside,Jessicafort,Luxury,Sixt,2.0,130.0,Prepaid,Confirmed,3726.0,1
26912,259,Recife (PE),Salvador (BH),premium,1249.83,2.05,788.55,Rainbow,2020-12-17,Hotel K,Salvador (BH),2,263.41,2020-12-17,526.82,,,,,,,,,,0
44038,431,Recife (PE),Natal (RN),firstClass,628.96,0.58,222.67,Rainbow,2020-05-11,Hotel BD,Natal (RN),2,242.88,2020-11-05,485.76,,,,,,,,,,0
12945,126,Brasilia (DF),Campo Grande (MS),firstClass,1009.71,0.72,277.7,FlyingDrops,2022-10-20,Hotel BW,Campo Grande (MS),2,60.39,2022-10-20,120.78,,,,,,,,,,0
17016,169,Aracaju (SE),Brasilia (DF),economic,548.62,1.11,425.98,Rainbow,2021-10-21,Hotel BP,Brasilia (DF),1,247.62,2021-10-21,247.62,,,,,,,,,,0
18678,184,Recife (PE),Campo Grande (MS),firstClass,1038.95,1.39,535.4,FlyingDrops,2019-10-10,Hotel BW,Campo Grande (MS),2,60.39,2019-10-10,120.78,Bethborough,Jamesfurt,SUV,Avis,2.0,115.0,Partial,Pending,1997.0,1
57202,557,Campo Grande (MS),Salvador (BH),economic,615.26,1.36,522.34,Rainbow,2021-07-01,Hotel K,Salvador (BH),1,263.41,2021-01-07,263.41,,,,,,,,,,0
46274,450,Brasilia (DF),Sao Paulo (SP),economic,533.8,0.67,257.81,Rainbow,2021-09-09,Hotel AF,Sao Paulo (SP),3,139.1,2021-09-09,417.3,Nguyentown,Connieburgh,Hatchback,Hertz,1.0,388.0,Full-to-Full,Cancelled,3401.0,1
20758,204,Aracaju (SE),Sao Paulo (SP),economic,410.79,1.02,392.76,CloudFy,2020-05-28,Hotel AF,Sao Paulo (SP),4,139.1,2020-05-28,556.4,,,,,,,,,,0
54536,532,Campo Grande (MS),Brasilia (DF),economic,517.82,0.72,277.7,Rainbow,2021-07-10,Hotel BP,Brasilia (DF),2,247.62,2021-10-07,495.24,Marthachester,East Rebeccamouth,Sedan,Budget,3.0,370.0,Partial,Pending,4237.0,1
130445,1283,Florianopolis (SC),Natal (RN),firstClass,1385.49,1.84,709.37,Rainbow,2020-04-23,Hotel BD,Natal (RN),3,242.88,2020-04-23,728.64,New Jeffrey,Port Danamouth,Hatchback,Hertz,1.0,68.0,Partial,Confirmed,826.0,1
83182,813,Aracaju (SE),Sao Paulo (SP),firstClass,752.27,1.02,392.76,Rainbow,2020-02-27,Hotel AF,Sao Paulo (SP),4,139.1,2020-02-27,556.4,,,,,,,,,,0
6682,64,Brasilia (DF),Rio de Janeiro (RJ),firstClass,649.64,0.48,183.37,CloudFy,2022-10-11,Hotel CB,Rio de Janeiro (RJ),2,165.99,2022-11-10,331.98,,,,,,,,,,0
25538,246,Brasilia (DF),Aracaju (SE),firstClass,1214.82,1.11,425.98,Rainbow,2021-01-21,Hotel Z,Aracaju (SE),3,208.04,2021-01-21,624.12,,,,,,,,,,0
99637,989,Florianopolis (SC),Sao Paulo (SP),premium,577.76,1.46,562.14,Rainbow,2021-08-26,Hotel AF,Sao Paulo (SP),4,139.1,2021-08-26,556.4,Melissahaven,South Nicoleview,Hatchback,Sixt,2.0,400.0,Partial,Pending,3521.0,1
35912,342,Brasilia (DF),Natal (RN),economic,726.19,1.43,550.69,Rainbow,2022-01-12,Hotel BD,Natal (RN),2,242.88,2022-12-01,485.76,Lake Melanieton,Phammouth,Luxury,Enterprise,4.0,192.0,Prepaid,Confirmed,5261.0,1
54086,523,Campo Grande (MS),Recife (PE),firstClass,1244.73,1.39,535.4,CloudFy,2021-02-25,Hotel AU,Recife (PE),3,312.83,2021-02-25,938.49,West Dana,Cantuchester,SUV,Sixt,3.0,421.0,Partial,Pending,5761.0,1
131178,1290,Florianopolis (SC),Natal (RN),firstClass,1315.27,1.84,709.37,CloudFy,2021-08-04,Hotel BD,Natal (RN),2,242.88,2021-04-08,485.76,,,,,,,,,,0
80121,779,Aracaju (SE),Sao Paulo (SP),premium,630.34,1.02,392.76,CloudFy,2022-06-10,Hotel AF,Sao Paulo (SP),3,139.1,2022-10-06,417.3,Lake Jamiemouth,Daviesmouth,Sedan,Avis,3.0,166.0,Prepaid,Pending,2206.0,1
29435,281,Aracaju (SE),Recife (PE),premium,875.41,1.44,555.74,Rainbow,2021-01-28,Hotel AU,Recife (PE),3,312.83,2021-01-28,938.49,Port Michaelbury,New Julie,Hatchback,Avis,2.0,431.0,Partial,Confirmed,3761.0,1
4225,41,Brasilia (DF),Recife (PE),economic,421.2,0.63,242.21,Rainbow,2022-09-06,Hotel AU,Recife (PE),1,312.83,2022-06-09,312.83,South Kristopher,Carneychester,Sedan,Hertz,2.0,406.0,Partial,Confirmed,4512.0,1
84994,835,Aracaju (SE),Recife (PE),economic,604.14,1.44,555.74,CloudFy,2022-05-19,Hotel AU,Recife (PE),4,312.83,2022-05-19,1251.32,,,,,,,,,,0
101360,1005,Florianopolis (SC),Brasilia (DF),premium,885.37,1.66,637.56,CloudFy,2021-01-21,Hotel BP,Brasilia (DF),3,247.62,2021-01-21,742.86,,,,,,,,,,0
8394,82,Aracaju (SE),Natal (RN),premium,535.95,0.46,176.33,CloudFy,2021-06-17,Hotel BD,Natal (RN),2,242.88,2021-06-17,485.76,,,,,,,,,,0
10073,101,Aracaju (SE),Sao Paulo (SP),economic,446.73,1.02,392.76,Rainbow,2020-07-23,Hotel AF,Sao Paulo (SP),3,139.1,2020-07-23,417.3,Port Josephhaven,North Juliefort,Hatchback,Enterprise,3.0,107.0,Prepaid,Pending,1240.0,1
32815,316,Aracaju (SE),Salvador (BH),premium,1289.05,2.16,830.86,Rainbow,2020-01-10,Hotel K,Salvador (BH),4,263.41,2020-10-01,1053.64,,,,,,,,,,0
62953,613,Campo Grande (MS),Aracaju (SE),firstClass,1473.41,1.69,650.1,FlyingDrops,2020-07-30,Hotel Z,Aracaju (SE),3,208.04,2020-07-30,624.12,Lake Paulaville,Bradleyview,Sedan,Budget,1.0,191.0,Partial,Cancelled,2313.0,1
55762,544,Campo Grande (MS),Recife (PE),economic,674.16,1.39,535.4,Rainbow,2020-02-13,Hotel AU,Recife (PE),2,312.83,2020-02-13,625.66,,,,,,,,,,0
105213,1043,Florianopolis (SC),Recife (PE),economic,674.52,1.76,676.53,CloudFy,2019-10-10,Hotel AU,Recife (PE),2,312.83,2019-10-10,625.66,,,,,,,,,,0
107812,1070,Florianopolis (SC),Sao Paulo (SP),firstClass,762.89,1.46,562.14,FlyingDrops,2020-01-16,Hotel AF,Sao Paulo (SP),1,139.1,2020-01-16,139.1,,,,,,,,,,0
42475,414,Recife (PE),Rio de Janeiro (RJ),firstClass,1611.14,2.3,885.57,Rainbow,2020-06-08,Hotel CB,Rio de Janeiro (RJ),2,165.99,2020-08-06,331.98,,,,,,,,,,0
103221,1024,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,2022-07-14,Hotel K,Salvador (BH),3,263.41,2022-07-14,790.23,,,,,,,,,,0
61184,597,Campo Grande (MS),Natal (RN),economic,411.05,0.65,250.68,Rainbow,2019-03-10,Hotel BD,Natal (RN),4,242.88,2019-10-03,971.52,Morrisville,Greerview,Hatchback,Enterprise,1.0,304.0,Partial,Confirmed,2694.0,1
22872,223,Recife (PE),Campo Grande (MS),firstClass,1110.76,1.39,535.4,CloudFy,2021-06-17,Hotel BW,Campo Grande (MS),2,60.39,2021-06-17,120.78,,,,,,,,,,0
87151,859,Natal (RN),Campo Grande (MS),premium,660.25,0.65,250.68,Rainbow,2022-06-16,Hotel BW,Campo Grande (MS),3,60.39,2022-06-16,181.17,New Maria,Port Mariahaven,Luxury,Sixt,1.0,180.0,Partial,Cancelled,4575.0,1
101201,1004,Florianopolis (SC),Salvador (BH),economic,915.02,2.44,937.77,Rainbow,2021-10-21,Hotel K,Salvador (BH),4,263.41,2021-10-21,1053.64,West Jessicamouth,Lyonsbury,Sedan,Budget,2.0,291.0,Full-to-Full,Confirmed,3378.0,1
120959,1199,Florianopolis (SC),Recife (PE),premium,918.66,1.76,676.53,CloudFy,2019-12-26,Hotel AU,Recife (PE),2,312.83,2019-12-26,625.66,,,,,,,,,,0
128356,1265,Florianopolis (SC),Recife (PE),premium,1013.4,1.76,676.53,Rainbow,2020-06-02,Hotel AU,Recife (PE),1,312.83,2020-02-06,312.83,,,,,,,,,,0
35283,338,Recife (PE),Sao Paulo (SP),economic,513.06,1.26,486.52,CloudFy,2020-02-01,Hotel AF,Sao Paulo (SP),1,139.1,2020-01-02,139.1,,,,,,,,,,0
5413,54,Aracaju (SE),Brasilia (DF),firstClass,898.04,1.11,425.98,FlyingDrops,2020-11-26,Hotel BP,Brasilia (DF),1,247.62,2020-11-26,247.62,Chloechester,Port Daniel,Hatchback,Avis,3.0,384.0,Prepaid,Pending,3433.0,1
24163,236,Recife (PE),Campo Grande (MS),premium,793.15,1.39,535.4,CloudFy,2022-04-28,Hotel BW,Campo Grande (MS),4,60.39,2022-04-28,241.56,Natashachester,North Scott,Hatchback,Hertz,4.0,201.0,Prepaid,Cancelled,2026.0,1
17333,174,Aracaju (SE),Florianopolis (SC),economic,852.18,2.1,808.85,Rainbow,2020-02-27,Hotel A,Florianopolis (SC),4,313.02,2020-02-27,1252.08,Sanderstown,Williamsview,Hatchback,Budget,4.0,326.0,Prepaid,Cancelled,3048.0,1
9244,93,Recife (PE),Campo Grande (MS),firstClass,1038.95,1.39,535.4,FlyingDrops,2022-10-02,Hotel BW,Campo Grande (MS),3,60.39,2022-02-10,181.17,West Tony,Port Katie,Sedan,Hertz,1.0,373.0,Full-to-Full,Cancelled,4135.0,1
52475,509,Campo Grande (MS),Recife (PE),premium,991.22,1.39,535.4,Rainbow,2021-05-13,Hotel AU,Recife (PE),3,312.83,2021-05-13,938.49,Sarahstad,Myersmouth,Sedan,Sixt,4.0,111.0,Prepaid,Pending,1721.0,1
107197,1064,Florianopolis (SC),Natal (RN),economic,726.95,1.84,709.37,CloudFy,2020-06-18,Hotel BD,Natal (RN),3,242.88,2020-06-18,728.64,,,,,,,,,,0
39775,384,Recife (PE),Florianopolis (SC),premium,1074.75,1.76,676.53,CloudFy,2021-12-08,Hotel A,Florianopolis (SC),1,313.02,2021-08-12,313.02,,,,,,,,,,0
83532,816,Sao Paulo (SP),Brasilia (DF),premium,602.12,0.67,257.81,CloudFy,2020-07-23,Hotel BP,Brasilia (DF),2,247.62,2020-07-23,495.24,,,,,,,,,,0
50358,490,Campo Grande (MS),Sao Paulo (SP),economic,381.83,0.44,168.22,Rainbow,2022-01-09,Hotel AF,Sao Paulo (SP),2,139.1,2022-09-01,278.2,,,,,,,,,,0
28755,274,Recife (PE),Salvador (BH),firstClass,1470.41,2.05,788.55,Rainbow,2022-04-21,Hotel K,Salvador (BH),2,263.41,2022-04-21,526.82,,,,,,,,,,0
15941,158,Brasilia (DF),Salvador (BH),firstClass,1724.49,1.76,676.56,FlyingDrops,2019-07-11,Hotel K,Salvador (BH),4,263.41,2019-11-07,1053.64,North Shawn,Lake Olivia,Hatchback,Hertz,5.0,425.0,Partial,Pending,3879.0,1
129623,1278,Florianopolis (SC),Brasilia (DF),firstClass,1097.17,1.66,637.56,FlyingDrops,2020-02-01,Hotel BP,Brasilia (DF),2,247.62,2020-01-02,495.24,Brownshire,West Ashley,SUV,Sixt,5.0,371.0,Partial,Confirmed,5331.0,1
119338,1184,Florianopolis (SC),Rio de Janeiro (RJ),economic,313.62,1.21,466.3,CloudFy,2021-05-20,Hotel CB,Rio de Janeiro (RJ),4,165.99,2021-05-20,663.96,Thomasmouth,West Jenniferville,SUV,Enterprise,5.0,97.0,Prepaid,Cancelled,2040.0,1
49662,485,Campo Grande (MS),Natal (RN),premium,541.59,0.65,250.68,Rainbow,2022-01-09,Hotel BD,Natal (RN),3,242.88,2022-09-01,728.64,,,,,,,,,,0
16290,161,Recife (PE),Salvador (BH),premium,1242.65,2.05,788.55,CloudFy,2021-02-18,Hotel K,Salvador (BH),4,263.41,2021-02-18,1053.64,,,,,,,,,,0
60259,583,Campo Grande (MS),Brasilia (DF),firstClass,870.91,0.72,277.7,Rainbow,2021-10-21,Hotel BP,Brasilia (DF),1,247.62,2021-10-21,247.62,,,,,,,,,,0
20726,204,Aracaju (SE),Salvador (BH),premium,1288.79,2.16,830.86,CloudFy,2019-10-17,Hotel K,Salvador (BH),3,263.41,2019-10-17,790.23,,,,,,,,,,0
72176,702,Aracaju (SE),Campo Grande (MS),firstClass,1387.89,1.69,650.1,Rainbow,2019-11-14,Hotel BW,Campo Grande (MS),2,60.39,2019-11-14,120.78,Wernershire,Sanchezberg,Luxury,Avis,3.0,106.0,Prepaid,Pending,3403.0,1
63091,614,Campo Grande (MS),Sao Paulo (SP),firstClass,620.16,0.44,168.22,CloudFy,2021-07-01,Hotel AF,Sao Paulo (SP),2,139.1,2021-01-07,278.2,Lake Ashley,East Dawn,Luxury,Avis,5.0,249.0,Prepaid,Confirmed,6575.0,1
62737,612,Campo Grande (MS),Sao Paulo (SP),firstClass,620.16,0.44,168.22,CloudFy,2019-10-17,Hotel AF,Sao Paulo (SP),4,139.1,2019-10-17,556.4,Lauramouth,Sandershaven,Sedan,Sixt,3.0,229.0,Prepaid,Confirmed,2845.0,1
88980,879,Natal (RN),Campo Grande (MS),economic,546.04,0.65,250.68,CloudFy,2020-04-30,Hotel BW,Campo Grande (MS),4,60.39,2020-04-30,241.56,Lake Craigbury,Lake Sabrinamouth,SUV,Hertz,5.0,251.0,Partial,Confirmed,3910.0,1
49720,486,Campo Grande (MS),Salvador (BH),firstClass,1114.75,1.36,522.34,Rainbow,2020-10-22,Hotel K,Salvador (BH),1,263.41,2020-10-22,263.41,,,,,,,,,,0
2450,21,Aracaju (SE),Rio de Janeiro (RJ),economic,712.64,1.55,597.61,Rainbow,2022-09-29,Hotel CB,Rio de Janeiro (RJ),3,165.99,2022-09-29,497.97,Patrickton,Nicholasside,Luxury,Avis,4.0,139.0,Prepaid,Cancelled,4199.0,1
59093,574,Campo Grande (MS),Aracaju (SE),economic,886.9,1.69,650.1,CloudFy,2020-11-26,Hotel Z,Aracaju (SE),3,208.04,2020-11-26,624.12,Alvarezberg,Mooreport,Sedan,Hertz,3.0,341.0,Full-to-Full,Cancelled,3963.0,1
27291,262,Recife (PE),Florianopolis (SC),firstClass,1434.38,1.76,676.53,FlyingDrops,2021-11-03,Hotel A,Florianopolis (SC),1,313.02,2021-03-11,313.02,,,,,,,,,,0
50644,492,Campo Grande (MS),Rio de Janeiro (RJ),economic,946.55,2.09,806.48,Rainbow,2021-10-14,Hotel CB,Rio de Janeiro (RJ),1,165.99,2021-10-14,165.99,New Williamburgh,West Kennethborough,SUV,Hertz,3.0,87.0,Partial,Pending,1763.0,1
117461,1164,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,2020-07-23,Hotel K,Salvador (BH),1,263.41,2020-07-23,263.41,Christopherside,Mooremouth,Luxury,Enterprise,3.0,99.0,Partial,Confirmed,3257.0,1
81392,793,Sao Paulo (SP),Recife (PE),economic,829.91,1.26,486.52,CloudFy,2020-10-09,Hotel AU,Recife (PE),4,312.83,2020-09-10,1251.32,Port Ricardoland,Jonesside,Sedan,Hertz,2.0,204.0,Full-to-Full,Pending,2499.0,1
126259,1249,Florianopolis (SC),Campo Grande (MS),firstClass,949.58,1.49,573.81,CloudFy,2021-02-25,Hotel BW,Campo Grande (MS),3,60.39,2021-02-25,181.17,Dominicchester,Alexandraberg,Sedan,Hertz,5.0,310.0,Prepaid,Confirmed,3775.0,1
20170,195,Recife (PE),Salvador (BH),premium,1242.65,2.05,788.55,CloudFy,2022-01-27,Hotel K,Salvador (BH),1,263.41,2022-01-27,263.41,Maynardmouth,Marychester,Luxury,Avis,5.0,109.0,Partial,Cancelled,3751.0,1
24196,237,Brasilia (DF),Rio de Janeiro (RJ),premium,440.69,0.48,183.37,Rainbow,2020-03-19,Hotel CB,Rio de Janeiro (RJ),1,165.99,2020-03-19,165.99,Shepherdburgh,Cohenborough,Sedan,Sixt,2.0,412.0,Prepaid,Confirmed,4584.0,1
45225,441,Aracaju (SE),Natal (RN),economic,380.32,0.46,176.33,Rainbow,2021-03-25,Hotel BD,Natal (RN),3,242.88,2021-03-25,728.64,,,,,,,,,,0
100022,993,Florianopolis (SC),Sao Paulo (SP),economic,426.91,1.46,562.14,CloudFy,2020-06-02,Hotel AF,Sao Paulo (SP),2,139.1,2020-02-06,278.2,,,,,,,,,,0
131213,1290,Florianopolis (SC),Aracaju (SE),economic,879.1,2.1,808.85,CloudFy,2021-09-12,Hotel Z,Aracaju (SE),4,208.04,2021-12-09,832.16,Brownchester,Lake Michaelmouth,Sedan,Enterprise,4.0,50.0,Full-to-Full,Pending,1092.0,1
118087,1170,Florianopolis (SC),Sao Paulo (SP),firstClass,762.89,1.46,562.14,FlyingDrops,2020-06-08,Hotel AF,Sao Paulo (SP),1,139.1,2020-08-06,139.1,,,,,,,,,,0
41056,396,Aracaju (SE),Salvador (BH),economic,943.36,2.16,830.86,Rainbow,2021-12-23,Hotel K,Salvador (BH),2,263.41,2021-12-23,526.82,,,,,,,,,,0
2784,24,Recife (PE),Aracaju (SE),firstClass,1181.19,1.44,555.74,Rainbow,2019-07-11,Hotel Z,Aracaju (SE),2,208.04,2019-11-07,416.08,Brandonchester,Johnsonbury,Luxury,Budget,5.0,246.0,Full-to-Full,Cancelled,6518.0,1
127188,1256,Florianopolis (SC),Recife (PE),economic,674.52,1.76,676.53,CloudFy,2020-06-02,Hotel AU,Recife (PE),4,312.83,2020-02-06,1251.32,Christopherfort,Rosefurt,SUV,Enterprise,5.0,388.0,Full-to-Full,Cancelled,5542.0,1
67106,651,Aracaju (SE),Natal (RN),economic,380.32,0.46,176.33,Rainbow,2020-10-22,Hotel BD,Natal (RN),4,242.88,2020-10-22,971.52,,,,,,,,,,0
16109,158,Aracaju (SE),Florianopolis (SC),firstClass,1582.41,2.1,808.85,Rainbow,2023-01-26,Hotel A,Florianopolis (SC),2,313.02,2023-01-26,626.04,,,,,,,,,,0
107495,1066,Florianopolis (SC),Sao Paulo (SP),economic,426.91,1.46,562.14,CloudFy,2021-11-25,Hotel AF,Sao Paulo (SP),2,139.1,2021-11-25,278.2,Lake Mike,Yateschester,Hatchback,Avis,1.0,252.0,Prepaid,Confirmed,2293.0,1
35847,342,Brasilia (DF),Aracaju (SE),firstClass,1260.1,1.11,425.98,CloudFy,2021-02-09,Hotel Z,Aracaju (SE),3,208.04,2021-09-02,624.12,,,,,,,,,,0
96877,958,Florianopolis (SC),Rio de Janeiro (RJ),premium,469.92,1.21,466.3,CloudFy,2020-04-16,Hotel CB,Rio de Janeiro (RJ),3,165.99,2020-04-16,497.97,Howardburgh,West Kimberlyhaven,Sedan,Enterprise,1.0,458.0,Partial,Pending,4966.0,1
71410,693,Natal (RN),Recife (PE),firstClass,806.91,0.58,222.67,Rainbow,2020-11-26,Hotel AU,Recife (PE),2,312.83,2020-11-26,625.66,Nicholashaven,South Carolyn,SUV,Budget,3.0,421.0,Prepaid,Pending,5752.0,1
51999,504,Campo Grande (MS),Rio de Janeiro (RJ),firstClass,1754.17,2.09,806.48,Rainbow,2022-05-26,Hotel CB,Rio de Janeiro (RJ),2,165.99,2022-05-26,331.98,Perezland,Billland,Sedan,Avis,4.0,70.0,Full-to-Full,Pending,1323.0,1
81998,798,Natal (RN),Recife (PE),firstClass,744.11,0.58,222.67,CloudFy,2020-02-20,Hotel AU,Recife (PE),1,312.83,2020-02-20,312.83,Phillipsview,Nathanland,Hatchback,Sixt,5.0,59.0,Prepaid,Cancelled,936.0,1
126846,1254,Florianopolis (SC),Natal (RN),economic,780.68,1.84,709.37,Rainbow,2019-10-24,Hotel BD,Natal (RN),1,242.88,2019-10-24,242.88,,,,,,,,,,0
39247,378,Aracaju (SE),Brasilia (DF),premium,755.62,1.11,425.98,CloudFy,2021-09-16,Hotel BP,Brasilia (DF),2,247.62,2021-09-16,495.24,Victorland,Floreshaven,Sedan,Sixt,5.0,416.0,Partial,Confirmed,4858.0,1
13906,137,Recife (PE),Florianopolis (SC),premium,1070.54,1.76,676.53,Rainbow,2021-11-25,Hotel A,Florianopolis (SC),3,313.02,2021-11-25,939.06,,,,,,,,,,0
43580,426,Brasilia (DF),Rio de Janeiro (RJ),premium,457.95,0.48,183.37,CloudFy,2020-05-03,Hotel CB,Rio de Janeiro (RJ),2,165.99,2020-03-05,331.98,,,,,,,,,,0
45001,440,Aracaju (SE),Salvador (BH),firstClass,1723.71,2.16,830.86,Rainbow,2019-11-28,Hotel K,Salvador (BH),4,263.41,2019-11-28,1053.64,,,,,,,,,,0
68307,662,Aracaju (SE),Florianopolis (SC),firstClass,1515.79,2.1,808.85,CloudFy,2020-06-18,Hotel A,Florianopolis (SC),2,313.02,2020-06-18,626.04,North Mary,Duaneville,SUV,Avis,3.0,357.0,Partial,Confirmed,4985.0,1
84180,826,Sao Paulo (SP),Brasilia (DF),premium,586.06,0.67,257.81,Rainbow,2019-10-31,Hotel BP,Brasilia (DF),2,247.62,2019-10-31,495.24,,,,,,,,,,0
3390,34,Brasilia (DF),Natal (RN),firstClass,1313.76,1.43,550.69,CloudFy,2020-04-23,Hotel BD,Natal (RN),4,242.88,2020-04-23,971.52,Lisaside,Lake Kristin,Luxury,Hertz,3.0,360.0,Partial,Cancelled,8473.0,1
30219,288,Brasilia (DF),Florianopolis (SC),premium,1189.32,1.66,637.56,CloudFy,2020-12-24,Hotel A,Florianopolis (SC),1,313.02,2020-12-24,313.02,Robertland,West Becky,Luxury,Hertz,5.0,153.0,Partial,Cancelled,4637.0,1
119777,1188,Florianopolis (SC),Natal (RN),economic,726.95,1.84,709.37,CloudFy,2021-02-09,Hotel BD,Natal (RN),2,242.88,2021-09-02,485.76,,,,,,,,,,0
84498,830,Natal (RN),Aracaju (SE),premium,479.37,0.46,176.33,Rainbow,2021-01-21,Hotel Z,Aracaju (SE),3,208.04,2021-01-21,624.12,Lambfurt,West Jeffrey,Sedan,Avis,1.0,407.0,Prepaid,Cancelled,4463.0,1
788,7,Recife (PE),Campo Grande (MS),firstClass,1038.95,1.39,535.4,FlyingDrops,2020-01-30,Hotel BW,Campo Grande (MS),2,60.39,2020-01-30,120.78,,,,,,,,,,0
123461,1222,Florianopolis (SC),Sao Paulo (SP),firstClass,762.89,1.46,562.14,FlyingDrops,2021-06-17,Hotel AF,Sao Paulo (SP),1,139.1,2021-06-17,139.1,Lake Maryport,West Wendy,Hatchback,Avis,1.0,314.0,Prepaid,Confirmed,2791.0,1
10946,109,Recife (PE),Rio de Janeiro (RJ),firstClass,1706.89,2.3,885.57,FlyingDrops,2021-08-26,Hotel CB,Rio de Janeiro (RJ),3,165.99,2021-08-26,497.97,Madelinemouth,Weaverhaven,Hatchback,Hertz,3.0,347.0,Partial,Cancelled,3172.0,1
51120,498,Campo Grande (MS),Rio de Janeiro (RJ),economic,946.55,2.09,806.48,Rainbow,2019-11-14,Hotel CB,Rio de Janeiro (RJ),2,165.99,2019-11-14,331.98,,,,,,,,,,0
67992,659,Sao Paulo (SP),Florianopolis (SC),firstClass,1666.23,1.46,562.14,FlyingDrops,2021-05-13,Hotel A,Florianopolis (SC),3,313.02,2021-05-13,939.06,Lake Aliciashire,Port Amberberg,Sedan,Enterprise,3.0,157.0,Full-to-Full,Cancelled,2119.0,1
75162,730,Aracaju (SE),Sao Paulo (SP),premium,630.34,1.02,392.76,CloudFy,2021-03-25,Hotel AF,Sao Paulo (SP),3,139.1,2021-03-25,417.3,,,,,,,,,,0
116818,1157,Florianopolis (SC),Aracaju (SE),firstClass,1582.1,2.1,808.85,Rainbow,2021-01-21,Hotel Z,Aracaju (SE),1,208.04,2021-01-21,208.04,,,,,,,,,,0
119912,1189,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,624.89,1.21,466.3,FlyingDrops,2020-12-17,Hotel CB,Rio de Janeiro (RJ),4,165.99,2020-12-17,663.96,New Lisa,West Stephanie,Luxury,Enterprise,5.0,134.0,Partial,Cancelled,4276.0,1
90099,889,Florianopolis (SC),Rio de Janeiro (RJ),economic,313.62,1.21,466.3,CloudFy,2020-09-01,Hotel CB,Rio de Janeiro (RJ),1,165.99,2020-01-09,165.99,,,,,,,,,,0
5103,50,Aracaju (SE),Recife (PE),economic,602.49,1.44,555.74,Rainbow,2021-04-02,Hotel AU,Recife (PE),3,312.83,2021-02-04,938.49,New Kristenburgh,Lake Marymouth,Hatchback,Budget,5.0,359.0,Partial,Cancelled,3359.0,1
104358,1035,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,2020-05-28,Hotel Z,Aracaju (SE),2,208.04,2020-05-28,416.08,Lake April,North Marisaberg,SUV,Enterprise,1.0,328.0,Prepaid,Confirmed,4470.0,1
111673,1105,Florianopolis (SC),Recife (PE),firstClass,1300.6,1.76,676.53,CloudFy,2021-10-21,Hotel AU,Recife (PE),2,312.83,2021-10-21,625.66,Jennifershire,Stevensburgh,Hatchback,Avis,2.0,265.0,Partial,Pending,2438.0,1
94419,933,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,1.49,573.81,Rainbow,2020-01-10,Hotel BW,Campo Grande (MS),4,60.39,2020-10-01,241.56,Port Joshua,Crosston,Hatchback,Hertz,3.0,111.0,Prepaid,Pending,1256.0,1
68082,660,Aracaju (SE),Brasilia (DF),premium,706.36,1.11,425.98,Rainbow,2019-10-10,Hotel BP,Brasilia (DF),4,247.62,2019-10-10,990.48,,,,,,,,,,0
26242,251,Recife (PE),Salvador (BH),firstClass,1470.41,2.05,788.55,Rainbow,2022-04-14,Hotel K,Salvador (BH),1,263.41,2022-04-14,263.41,South Davidborough,South Cassandra,Sedan,Budget,5.0,214.0,Full-to-Full,Confirmed,2809.0,1
20295,196,Recife (PE),Campo Grande (MS),firstClass,1069.12,1.39,535.4,Rainbow,2020-08-27,Hotel BW,Campo Grande (MS),4,60.39,2020-08-27,241.56,,,,,,,,,,0
22306,219,Aracaju (SE),Sao Paulo (SP),firstClass,730.43,1.02,392.76,CloudFy,2020-04-16,Hotel AF,Sao Paulo (SP),3,139.1,2020-04-16,417.3,,,,,,,,,,0
79050,766,Natal (RN),Florianopolis (SC),premium,1212.58,1.84,709.37,Rainbow,2023-07-13,Hotel A,Florianopolis (SC),3,313.02,2023-07-13,939.06,,,,,,,,,,0
124496,1230,Florianopolis (SC),Brasilia (DF),premium,885.37,1.66,637.56,CloudFy,2019-03-10,Hotel BP,Brasilia (DF),4,247.62,2019-10-03,990.48,,,,,,,,,,0
