Departure,Arrival,flightType,Flight_price,Flight_duration,Flight_Distance,Flight_agency,Departure_date,Hotel_Name,Arrival_place,Hotel_stay,Hotel_per_day_price,Check_in,Hotel_TotalPrice,pickupLocation,dropoffLocation,carType,rentalAgency,rentalDuration,Car_total_distance,fuelPolicy,Car_bookingStatus,total_rent_price
2,0,1,1581.8,1.69,650.1,0,23,8,0,1,208.04,22,208.04,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,8,1,762.89,1.46,562.14,1,61,1,8,2,139.1,61,278.2,3114,1362,3,1,2.0,355.0,1,0,4018.0
0,2,1,1376.09,1.69,650.1,1,51,5,2,2,60.39,41,120.78,1818,1011,2,0,4.0,200.0,2,2,3198.0
2,7,1,1149.38,1.36,522.34,0,43,7,7,2,263.41,43,526.82,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,5,1,1175.62,1.76,676.53,2,28,2,5,3,312.83,36,938.49,1633,800,3,3,3.0,51.0,1,1,1068.0
3,1,2,814.55,1.66,637.56,2,19,4,1,3,247.62,27,742.86,1797,2927,0,1,4.0,76.0,1,0,1058.0
3,6,0,317.08,1.21,466.3,2,21,6,6,1,165.99,20,165.99,798,2157,1,1,4.0,271.0,2,2,6860.0
1,0,2,965.62,1.11,425.98,2,90,8,0,3,208.04,90,624.12,1531,3167,0,2,5.0,103.0,1,2,1287.0
3,8,0,426.91,1.46,562.14,0,43,1,8,1,139.1,43,139.1,2700,601,2,0,2.0,485.0,1,2,6426.0
3,7,1,1630.75,2.44,937.77,2,31,7,7,4,263.41,31,1053.64,457,3137,0,2,4.0,234.0,0,0,2316.0
4,2,1,979.56,0.65,250.68,1,96,5,2,2,60.39,96,120.78,3274,3234,0,2,2.0,108.0,1,0,1180.0
1,7,0,921.08,1.76,676.56,2,114,7,7,3,263.41,113,790.23,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,1,0,555.01,1.66,637.56,2,1,4,1,3,247.62,10,742.86,1274,2637,1,2,4.0,128.0,0,2,4010.0
0,3,1,1515.79,2.1,808.85,0,39,0,3,2,313.02,38,626.04,2039,454,2,0,3.0,357.0,1,1,4985.0
5,3,2,1070.54,1.76,676.53,2,0,0,3,1,313.02,1,313.02,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,3,0,764.53,1.49,573.81,2,97,0,3,3,313.02,80,939.06,2515,2959,1,4,2.0,289.0,2,1,6910.0
1,0,0,721.2,1.11,425.98,2,141,8,0,4,208.04,158,832.16,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,4,2,541.59,0.65,250.68,2,59,3,4,3,242.88,37,728.64,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,3,2,1174.97,2.1,808.85,0,164,0,3,3,313.02,150,939.06,3276,1423,0,3,3.0,216.0,0,1,2093.0
5,3,2,1070.54,1.76,676.53,2,81,0,3,4,313.02,110,1252.08,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,5,2,1013.4,1.76,676.53,2,71,2,5,1,312.83,70,312.83,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,4,1,732.89,0.65,250.68,0,105,3,4,1,242.88,105,242.88,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,5,0,421.2,0.63,242.21,2,8,2,5,3,312.83,7,938.49,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,4,0,780.68,1.84,709.37,2,52,3,4,2,242.88,51,485.76,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,0,2,1248.7,2.1,808.85,2,28,8,0,2,208.04,36,416.08,2531,1044,0,2,3.0,462.0,2,2,4089.0
0,7,1,1723.71,2.16,830.86,2,132,7,7,2,263.41,131,526.82,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,7,1,1684.05,2.16,830.86,0,182,7,7,2,263.41,185,526.82,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,5,1,1175.62,1.76,676.53,2,89,2,5,2,312.83,84,625.66,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,5,1,804.24,0.63,242.21,0,38,2,5,4,312.83,45,1251.32,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,6,1,624.89,1.21,466.3,1,99,6,6,4,165.99,99,663.96,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,0,0,819.41,2.1,808.85,2,143,8,0,1,208.04,143,208.04,3062,1849,3,1,2.0,459.0,2,1,5061.0
6,3,0,947.95,1.46,562.14,0,23,0,3,4,313.02,22,1252.08,3347,3335,4,5,3.0,277.0,3,3,3713.0
4,5,1,806.91,0.58,222.67,2,19,2,5,4,312.83,27,1251.32,2290,2205,3,0,5.0,420.0,1,1,4900.0
4,7,0,922.87,1.85,710.57,0,1,7,7,2,263.41,10,526.82,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,8,2,588.14,1.02,392.76,2,114,1,8,2,139.1,113,278.2,3347,3335,4,5,3.0,277.0,3,3,3713.0
6,7,2,1118.61,1.04,401.66,0,45,7,7,1,263.41,54,263.41,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,7,0,898.67,2.44,937.77,0,58,7,7,1,263.41,57,263.41,3030,631,1,2,2.0,57.0,0,1,2267.0
3,1,2,885.37,1.66,637.56,0,78,4,1,2,247.62,78,495.24,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,8,1,693.51,1.46,562.14,0,114,1,8,2,139.1,113,278.2,3347,3335,4,5,3.0,277.0,3,3,3713.0
4,2,1,979.56,0.65,250.68,1,26,5,2,2,60.39,25,120.78,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,8,2,588.14,1.02,392.76,2,48,1,8,1,139.1,48,139.1,786,867,3,3,5.0,418.0,0,1,4868.0
5,3,0,803.39,1.76,676.53,2,156,0,3,1,313.02,156,313.02,2353,2943,2,3,1.0,340.0,2,1,4588.0
3,1,1,1087.18,1.66,637.56,2,136,4,1,4,247.62,135,990.48,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,5,1,1185.95,1.39,535.4,2,136,2,5,3,312.83,135,938.49,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,6,0,344.26,0.48,183.37,0,101,6,6,4,165.99,102,663.96,3347,3335,4,5,3.0,277.0,3,3,3713.0
6,7,0,793.27,1.04,401.66,0,1,7,7,4,263.41,10,1053.64,1447,540,1,4,5.0,288.0,0,1,7344.0
5,2,1,1038.95,1.39,535.4,1,16,5,2,1,60.39,17,60.39,1833,40,2,1,2.0,138.0,2,1,2250.0
2,3,1,1446.34,1.49,573.81,0,4,0,3,1,313.02,2,313.02,769,1724,3,3,1.0,486.0,0,0,5280.0
3,8,0,426.91,1.46,562.14,0,21,1,8,2,139.1,20,278.2,3008,249,2,2,3.0,375.0,0,2,5199.0
2,3,2,1030.13,1.49,573.81,2,94,0,3,4,313.02,94,1252.08,3347,3335,4,5,3.0,277.0,3,3,3713.0
4,1,2,898.46,1.43,550.69,0,109,4,1,3,247.62,109,742.86,2413,1450,0,3,4.0,259.0,0,0,2504.0
0,7,0,964.83,2.16,830.86,0,78,7,7,3,263.41,78,790.23,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,8,2,577.76,1.46,562.14,2,57,1,8,4,139.1,56,556.4,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,8,1,954.78,1.26,486.52,1,86,1,8,4,139.1,85,556.4,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,3,0,808.63,1.49,573.81,0,71,0,3,1,313.02,70,313.02,1223,3139,2,0,4.0,145.0,1,1,2538.0
3,4,1,1348.79,1.84,709.37,1,5,3,4,4,242.88,3,971.52,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,2,1,1376.09,1.69,650.1,1,7,5,2,1,60.39,5,60.39,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,8,2,577.76,1.46,562.14,2,42,1,8,1,139.1,42,139.1,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,6,1,1706.89,2.3,885.57,1,81,6,6,2,165.99,110,331.98,3347,3335,4,5,3.0,277.0,3,3,3713.0
6,5,0,829.91,1.26,486.52,0,9,2,5,2,312.83,8,625.66,3272,647,0,2,4.0,189.0,0,0,1954.0
4,1,1,1300.53,1.43,550.69,0,2,4,1,3,247.62,6,742.86,2806,699,3,4,1.0,468.0,0,0,5070.0
2,5,1,1185.95,1.39,535.4,2,69,2,5,1,312.83,68,312.83,1229,2828,0,1,3.0,304.0,2,1,2828.0
4,6,0,774.57,1.55,595.03,0,32,6,6,2,165.99,23,331.98,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,4,0,332.1,0.46,176.33,0,58,3,4,4,242.88,57,971.52,364,3246,0,1,1.0,413.0,2,0,3599.0
0,1,0,548.62,1.11,425.98,2,14,4,1,4,247.62,53,990.48,3347,3335,4,5,3.0,277.0,3,3,3713.0
6,4,0,488.57,0.85,327.55,0,31,3,4,3,242.88,31,728.64,1228,1159,0,3,5.0,167.0,1,0,1823.0
1,8,2,698.1,0.67,257.81,0,153,1,8,1,139.1,152,139.1,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,4,1,1313.76,1.43,550.69,0,100,3,4,1,242.88,100,242.88,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,6,0,908.93,2.3,885.57,2,18,6,6,3,165.99,14,497.97,3159,2608,2,3,2.0,420.0,1,0,5659.0
1,8,2,698.1,0.67,257.81,0,17,1,8,2,139.1,18,278.2,1085,2580,3,4,2.0,367.0,1,2,4134.0
2,4,0,411.05,0.65,250.68,2,17,3,4,3,242.88,18,728.64,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,5,2,959.91,1.39,535.4,0,153,2,5,3,312.83,152,938.49,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,7,2,826.72,1.36,522.34,0,74,7,7,4,263.41,73,1053.64,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,3,0,808.63,1.49,573.81,0,48,0,3,3,313.02,48,939.06,656,1609,2,4,5.0,74.0,0,1,1753.0
2,1,0,506.56,0.72,277.7,0,86,4,1,1,247.62,85,247.62,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,3,0,764.53,1.49,573.81,2,69,0,3,4,313.02,68,1252.08,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,4,1,1348.79,1.84,709.37,1,21,3,4,1,242.88,20,242.88,2124,1783,1,1,5.0,273.0,2,0,7035.0
2,5,0,659.43,1.39,535.4,0,121,2,5,4,312.83,120,1251.32,3347,3335,4,5,3.0,277.0,3,3,3713.0
6,1,2,586.06,0.67,257.81,2,6,4,1,2,247.62,4,495.24,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,0,2,965.62,1.11,425.98,2,9,8,0,1,208.04,8,208.04,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,8,2,750.0,0.67,257.81,2,11,1,8,2,139.1,11,278.2,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,6,1,1190.94,1.55,597.61,1,21,6,6,3,165.99,20,497.97,1981,2904,3,4,2.0,434.0,0,0,4818.0
2,6,0,972.12,2.09,806.48,0,98,6,6,3,165.99,93,497.97,887,379,3,1,5.0,71.0,0,2,1406.0
3,2,1,930.34,1.49,573.81,1,156,5,2,1,60.39,156,60.39,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,6,2,1351.89,2.3,885.57,2,8,6,6,4,165.99,7,663.96,660,2016,2,3,1.0,179.0,0,1,2664.0
3,0,1,1574.28,2.1,808.85,1,67,8,0,3,208.04,79,624.12,3179,1392,1,2,1.0,204.0,2,0,5079.0
0,6,2,930.12,1.55,597.61,2,19,6,6,1,165.99,27,165.99,2652,3284,2,4,2.0,291.0,1,1,4085.0
0,4,1,598.61,0.46,176.33,0,106,3,4,4,242.88,89,971.52,2079,1845,1,0,1.0,326.0,0,1,7497.0
1,0,0,721.2,1.11,425.98,2,84,8,0,2,208.04,83,416.08,1406,1091,3,0,3.0,224.0,0,2,2782.0
3,5,1,1175.62,1.76,676.53,2,125,2,5,1,312.83,125,312.83,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,8,2,441.34,0.44,168.22,2,70,1,8,1,139.1,69,139.1,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,3,2,1222.24,1.66,637.56,2,112,0,3,3,313.02,111,939.06,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,0,2,932.84,1.44,555.74,0,1,8,0,3,208.04,10,624.12,2801,58,2,1,3.0,422.0,2,0,5761.0
0,2,2,1021.53,1.69,650.1,0,22,5,2,1,60.39,21,60.39,694,2989,3,1,2.0,127.0,2,2,1731.0
2,1,0,506.56,0.72,277.7,0,79,4,1,3,247.62,71,742.86,516,403,3,0,4.0,422.0,1,0,4832.0
3,0,1,1574.28,2.1,808.85,1,9,8,0,4,208.04,8,832.16,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,4,0,380.32,0.46,176.33,2,185,3,4,1,242.88,171,242.88,1668,48,1,1,1.0,89.0,2,0,2762.0
6,5,0,827.12,1.26,486.52,2,153,2,5,3,312.83,152,938.49,1699,1312,2,1,5.0,112.0,0,2,2215.0
3,5,1,1300.6,1.76,676.53,0,103,2,5,1,312.83,103,312.83,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,4,1,628.96,0.58,222.67,2,26,3,4,1,242.88,25,242.88,2750,1302,0,1,5.0,206.0,2,1,2147.0
4,3,2,1212.58,1.84,709.37,2,2,0,3,1,313.02,6,313.02,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,3,0,761.2,1.76,676.53,0,42,0,3,1,313.02,42,313.02,2493,781,3,1,1.0,281.0,2,1,3217.0
3,1,0,555.01,1.66,637.56,2,2,4,1,4,247.62,6,990.48,3290,2910,0,0,4.0,337.0,1,0,3124.0
5,6,0,908.93,2.3,885.57,2,87,6,6,1,165.99,86,165.99,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,1,2,661.32,0.72,277.7,0,25,4,1,3,247.62,62,742.86,451,2788,3,2,3.0,311.0,0,0,3635.0
3,4,0,726.95,1.84,709.37,0,94,3,4,4,242.88,94,971.52,2420,2370,2,4,5.0,449.0,1,0,6287.0
0,2,0,750.92,1.69,650.1,0,68,5,2,2,60.39,92,120.78,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,4,0,780.68,1.84,709.37,2,50,3,4,1,242.88,28,242.88,3347,3335,4,5,3.0,277.0,3,3,3713.0
6,7,1,1427.22,1.04,401.66,1,10,7,7,3,263.41,9,790.23,3347,3335,4,5,3.0,277.0,3,3,3713.0
6,0,1,1269.73,1.02,392.76,1,51,8,0,2,208.04,41,416.08,3347,3335,4,5,3.0,277.0,3,3,3713.0
4,8,0,623.33,0.85,327.55,0,17,1,8,2,139.1,18,278.2,3347,3335,4,5,3.0,277.0,3,3,3713.0
4,5,2,579.62,0.58,222.67,2,34,2,5,4,312.83,33,1251.32,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,6,1,585.77,1.21,466.3,0,60,6,6,3,165.99,60,497.97,404,723,0,4,3.0,264.0,2,1,2476.0
0,7,0,943.36,2.16,830.86,2,115,7,7,1,263.41,98,263.41,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,1,1,847.83,0.72,277.7,1,44,4,1,1,247.62,44,247.62,2636,3245,1,4,2.0,89.0,0,2,2916.0
3,5,1,1292.29,1.76,676.53,1,120,2,5,1,312.83,166,312.83,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,6,2,1270.03,2.3,885.57,0,137,6,6,1,165.99,136,165.99,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,0,1,1166.1,1.44,555.74,0,59,8,0,1,208.04,37,208.04,1551,556,1,2,2.0,310.0,2,2,7321.0
6,3,2,1370.17,1.46,562.14,0,14,0,3,1,313.02,53,313.02,1559,2487,2,3,3.0,318.0,2,1,4527.0
3,0,2,1149.53,2.1,808.85,0,68,8,0,4,208.04,92,832.16,489,154,1,1,2.0,363.0,2,0,8374.0
3,7,1,1630.75,2.44,937.77,2,112,7,7,2,263.41,111,526.82,1249,1309,2,3,4.0,445.0,1,1,6110.0
3,4,1,1385.49,1.84,709.37,2,83,3,4,4,242.88,82,971.52,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,2,2,1116.83,1.69,650.1,2,115,5,2,3,60.39,98,181.17,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,6,0,317.08,1.21,466.3,2,39,6,6,4,165.99,38,663.96,2825,1516,0,2,4.0,354.0,1,1,3264.0
0,8,1,752.27,1.02,392.76,2,85,1,8,3,139.1,97,417.3,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,7,2,1346.6,1.76,676.56,0,115,7,7,1,263.41,98,263.41,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,2,2,1021.53,1.69,650.1,0,80,5,2,2,60.39,75,120.78,180,1034,2,3,4.0,117.0,0,0,2180.0
2,4,2,652.47,0.65,250.68,0,53,3,4,4,242.88,52,971.52,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,8,0,375.51,0.44,168.22,0,18,1,8,2,139.1,14,278.2,3347,3335,4,5,3.0,277.0,3,3,3713.0
4,7,1,1747.31,1.85,710.57,0,135,7,7,3,263.41,134,790.23,1720,3023,3,1,4.0,312.0,0,2,3722.0
5,0,1,1181.19,1.44,555.74,2,44,8,0,3,208.04,44,624.12,2744,2101,1,1,4.0,359.0,1,1,8602.0
3,5,1,1292.29,1.76,676.53,1,79,2,5,2,312.83,71,625.66,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,4,1,1315.27,1.84,709.37,0,87,3,4,2,242.88,86,485.76,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,3,1,1499.93,2.1,808.85,1,42,0,3,3,313.02,42,939.06,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,2,2,697.65,1.49,573.81,0,130,5,2,1,60.39,129,60.39,42,616,1,3,4.0,489.0,1,0,11215.0
0,7,2,1289.05,2.16,830.86,2,11,7,7,1,263.41,11,263.41,26,913,2,0,4.0,385.0,1,2,5425.0
3,1,1,1127.36,1.66,637.56,0,124,4,1,4,247.62,140,990.48,1482,259,2,4,5.0,208.0,1,0,3383.0
5,8,1,883.63,1.26,486.52,0,164,1,8,3,139.1,150,417.3,87,449,1,4,4.0,187.0,1,2,5164.0
3,7,0,915.02,2.44,937.77,2,65,7,7,1,263.41,65,263.41,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,0,1,1574.28,2.1,808.85,1,54,8,0,4,208.04,50,832.16,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,7,2,1311.38,2.44,937.77,0,169,7,7,1,263.41,169,263.41,3347,3335,4,5,3.0,277.0,3,3,3713.0
6,5,1,1533.42,1.26,486.52,0,92,2,5,2,312.83,67,625.66,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,3,2,1189.32,1.66,637.56,0,47,0,3,4,313.02,47,1252.08,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,6,1,1754.17,2.09,806.48,2,155,6,6,1,165.99,155,165.99,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,4,1,1385.49,1.84,709.37,2,51,3,4,4,242.88,41,971.52,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,6,1,1189.86,1.55,597.61,2,135,6,6,2,165.99,134,331.98,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,2,1,1038.95,1.39,535.4,1,102,5,2,3,60.39,115,181.17,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,4,2,474.6,0.58,222.67,0,58,3,4,1,242.88,57,242.88,765,539,0,4,4.0,181.0,2,0,1880.0
3,1,1,1097.17,1.66,637.56,1,0,4,1,3,247.62,1,742.86,1069,1317,0,0,2.0,173.0,0,2,1710.0
3,6,0,313.62,1.21,466.3,0,7,6,6,2,165.99,5,331.98,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,8,1,904.0,0.67,257.81,1,37,1,8,1,139.1,19,139.1,2685,2678,2,1,4.0,217.0,1,0,3402.0
5,8,1,980.83,1.26,486.52,2,116,1,8,1,139.1,116,139.1,435,3182,3,4,3.0,483.0,0,2,5373.0
3,1,1,1127.36,1.66,637.56,0,116,4,1,1,247.62,116,247.62,679,1047,0,1,3.0,268.0,1,2,2530.0
3,7,1,1630.75,2.44,937.77,2,14,7,7,1,263.41,53,263.41,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,4,0,467.6,0.65,250.68,0,29,3,4,3,242.88,29,728.64,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,6,1,549.55,1.21,466.3,2,96,6,6,2,165.99,96,331.98,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,2,2,1116.83,1.69,650.1,2,110,5,2,4,60.39,72,241.56,3347,3335,4,5,3.0,277.0,3,3,3713.0
6,3,1,1666.23,1.46,562.14,1,70,0,3,1,313.02,69,313.02,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,7,2,1346.6,1.76,676.56,0,27,7,7,3,263.41,26,790.23,1445,531,1,2,1.0,101.0,2,1,3013.0
0,7,1,1714.75,2.16,830.86,1,89,7,7,3,263.41,84,790.23,415,1960,1,2,3.0,174.0,2,1,4750.0
5,8,1,980.83,1.26,486.52,2,122,1,8,3,139.1,121,417.3,3239,2325,0,4,5.0,189.0,0,2,1978.0
3,1,0,636.51,1.66,637.56,0,30,4,1,1,247.62,30,247.62,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,5,1,1300.6,1.76,676.53,0,50,2,5,4,312.83,28,1251.32,3347,3335,4,5,3.0,277.0,3,3,3713.0
6,0,2,906.59,1.02,392.76,0,32,8,0,2,208.04,23,416.08,2344,301,1,0,1.0,437.0,1,0,9704.0
1,3,1,1569.65,1.66,637.56,1,56,0,3,2,313.02,55,626.04,1906,2483,3,3,2.0,450.0,1,0,4975.0
6,6,0,625.5,0.86,331.89,2,8,6,6,2,165.99,7,331.98,2559,2210,2,3,4.0,128.0,0,0,2313.0
5,4,1,669.83,0.58,222.67,0,63,3,4,3,242.88,59,728.64,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,4,1,1433.35,1.43,550.69,1,40,3,4,4,242.88,39,971.52,3347,3335,4,5,3.0,277.0,3,3,3713.0
4,3,1,1540.6,1.84,709.37,1,5,0,3,2,313.02,3,626.04,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,4,1,1315.27,1.84,709.37,0,124,3,4,1,242.88,140,242.88,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,3,0,808.63,1.49,573.81,0,32,0,3,1,313.02,23,313.02,2994,850,2,1,1.0,416.0,1,2,5518.0
0,6,1,1189.86,1.55,597.61,2,120,6,6,3,165.99,166,497.97,1493,2626,1,4,1.0,191.0,1,2,4791.0
0,5,2,835.21,1.44,555.74,0,71,2,5,2,312.83,70,625.66,265,3217,0,2,1.0,101.0,0,1,1070.0
3,2,0,478.02,1.49,573.81,0,24,5,2,2,60.39,49,120.78,2048,1248,3,3,1.0,266.0,0,1,3046.0
6,2,1,563.0,0.44,168.22,0,166,5,2,3,60.39,165,181.17,2947,2679,2,0,4.0,153.0,0,1,2632.0
3,1,2,814.55,1.66,637.56,2,23,4,1,3,247.62,22,742.86,1359,1966,2,3,2.0,86.0,0,2,1645.0
0,5,1,1124.11,1.44,555.74,0,10,2,5,2,312.83,9,625.66,958,99,1,4,3.0,128.0,0,1,3853.0
1,4,1,1433.35,1.43,550.69,1,176,3,4,4,242.88,177,971.52,1809,674,1,4,1.0,445.0,0,1,9889.0
0,4,0,332.1,0.46,176.33,0,27,3,4,4,242.88,26,971.52,846,635,0,2,5.0,205.0,2,2,2131.0
4,3,1,1540.6,1.84,709.37,1,113,0,3,2,313.02,112,626.04,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,1,1,870.91,0.72,277.7,2,83,4,1,2,247.62,82,495.24,3108,1578,0,0,5.0,257.0,1,0,2531.0
1,0,2,965.62,1.11,425.98,2,123,8,0,4,208.04,122,832.16,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,5,1,691.39,0.63,242.21,1,24,2,5,2,312.83,49,625.66,2143,1286,3,4,2.0,189.0,1,0,2371.0
3,5,2,918.66,1.76,676.53,0,57,2,5,1,312.83,56,312.83,2606,1668,2,4,3.0,79.0,1,1,1641.0
4,1,2,919.89,1.43,550.69,2,27,4,1,3,247.62,26,742.86,2486,1618,3,2,3.0,99.0,1,2,1536.0
5,8,0,513.06,1.26,486.52,0,136,1,8,2,139.1,135,278.2,480,1286,0,0,4.0,121.0,2,1,1410.0
0,5,1,1088.87,1.44,555.74,1,65,2,5,4,312.83,65,1251.32,1582,1327,0,2,3.0,208.0,2,0,2059.0
3,0,2,1149.53,2.1,808.85,0,3,8,0,4,208.04,0,832.16,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,7,1,1596.61,2.05,788.55,1,0,7,7,1,263.41,1,263.41,1520,1230,0,2,2.0,494.0,2,2,4288.0
2,3,0,764.53,1.49,573.81,2,155,0,3,1,313.02,155,313.02,1530,2607,1,4,3.0,163.0,2,2,4529.0
5,4,1,633.71,0.58,222.67,1,27,3,4,1,242.88,26,242.88,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,7,0,943.36,2.16,830.86,2,18,7,7,2,263.41,14,526.82,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,2,1,930.34,1.49,573.81,1,64,5,2,1,60.39,64,60.39,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,4,2,488.73,0.58,222.67,2,11,3,4,1,242.88,11,242.88,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,2,1,1389.37,1.69,650.1,0,178,5,2,1,60.39,181,60.39,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,1,2,691.99,0.72,277.7,2,94,4,1,3,247.62,94,742.86,442,2740,1,1,1.0,251.0,0,1,6018.0
2,0,2,1146.95,1.69,650.1,2,111,8,0,3,208.04,76,624.12,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,2,1,1038.95,1.39,535.4,1,4,5,2,2,60.39,2,120.78,138,935,2,0,2.0,115.0,1,2,1997.0
0,2,2,1116.83,1.69,650.1,2,87,5,2,2,60.39,86,120.78,1326,239,3,0,5.0,84.0,1,1,1532.0
3,4,0,726.95,1.84,709.37,0,64,3,4,4,242.88,64,971.52,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,8,0,426.91,1.46,562.14,0,65,1,8,4,139.1,65,556.4,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,0,1,1214.82,1.11,425.98,2,144,8,0,3,208.04,144,624.12,2983,2780,3,2,5.0,179.0,1,0,2466.0
2,0,1,1473.41,1.69,650.1,1,106,8,0,4,208.04,89,832.16,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,7,1,1630.75,2.44,937.77,2,89,7,7,4,263.41,84,1053.64,2644,612,1,0,1.0,421.0,0,2,9411.0
2,4,1,732.89,0.65,250.68,0,102,3,4,1,242.88,115,242.88,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,7,2,1311.38,2.44,937.77,0,55,7,7,4,263.41,63,1053.64,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,6,1,1611.14,2.3,885.57,2,100,6,6,1,165.99,100,165.99,2145,3099,2,3,4.0,112.0,2,2,2122.0
3,2,0,478.02,1.49,573.81,0,161,5,2,3,60.39,159,181.17,540,1808,1,3,5.0,466.0,0,0,10895.0
1,2,2,831.7,0.72,277.7,0,82,5,2,4,60.39,81,241.56,1725,1273,2,3,5.0,206.0,0,0,3344.0
5,2,1,1038.95,1.39,535.4,1,156,5,2,2,60.39,156,120.78,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,4,1,1385.49,1.84,709.37,2,30,3,4,3,242.88,30,728.64,1723,2231,0,3,1.0,68.0,1,1,826.0
3,8,2,554.87,1.46,562.14,0,45,1,8,3,139.1,54,417.3,3347,3335,4,5,3.0,277.0,3,3,3713.0
