travelCode,User_ID,Flight_price,Flight_duration,Flight_Distance,Departure_date,Hotel_stay,Check-in_x,Hotel_TotalPrice,Check-in_y,pickupLocation,dropoffLocation,carType,rentalAgency,rentalDuration,Car_total_distance,fuelPolicy,total_rent_price,Car_rented,review_car,review_hotel,review_flights,car_rating,overall_rating
19202,188,1499.93,2.1,808.85,88,3,76,939.06,194,3347,3335,4,5,,,3,,0,35,27,5,0,2.0
19203,188,638.63,0.63,242.21,133,1,80,247.62,194,3347,3335,4,5,,,3,,0,35,5,11,0,2.5
19207,188,1434.38,1.76,676.53,116,3,96,939.06,194,3347,3335,4,5,,,3,,0,35,1,17,0,1.5
19211,188,568.38,0.63,242.21,103,1,112,312.83,194,3347,3335,4,5,,,3,,0,35,7,34,0,3.5
19218,188,980.83,1.26,486.52,54,4,133,556.4,194,3347,3335,4,5,,,3,,0,35,21,11,0,1.5
19219,188,371.04,0.48,183.37,57,2,136,331.98,131,2301,1606,1,1,4.0,371.0,0,8837.0,2,22,19,15,2,2.0
19221,188,921.08,1.76,676.56,154,1,142,263.41,194,3347,3335,4,5,,,3,,0,35,6,39,0,2.0
19223,188,1268.97,1.76,676.56,62,1,150,263.41,194,3347,3335,4,5,,,3,,0,35,25,5,0,2.0
19224,188,1242.65,2.05,788.55,96,2,154,526.82,194,3347,3335,4,5,,,3,,0,35,31,5,0,2.0
19225,188,410.79,1.02,392.76,141,2,158,278.2,194,3347,3335,4,5,,,3,,0,35,20,32,0,3.5
19226,188,743.54,1.69,650.1,187,3,162,181.17,194,3347,3335,4,5,,,3,,0,35,7,12,0,2.0
19227,188,371.04,0.48,183.37,66,4,166,663.96,161,307,1107,0,0,4.0,375.0,1,3436.0,1,5,30,37,3,2.333333333333333
19229,188,1487.52,1.66,637.56,123,4,174,1252.08,194,3347,3335,4,5,,,3,,0,35,34,12,0,2.0
19233,188,1116.83,1.69,650.1,112,2,190,120.78,194,3347,3335,4,5,,,3,,0,35,20,22,0,2.5
19239,188,1346.6,1.76,676.56,177,3,15,790.23,194,3347,3335,4,5,,,3,,0,35,44,12,0,2.0
19240,188,1389.37,1.69,650.1,8,2,19,120.78,194,3347,3335,4,5,,,3,,0,35,10,8,0,5.0
19247,188,586.04,0.48,183.37,159,2,47,331.98,194,3347,3335,4,5,,,3,,0,35,9,2,0,3.5
19250,188,583.6,0.72,277.7,92,3,59,181.17,194,3347,3335,4,5,,,3,,0,35,13,28,0,2.0
19254,188,1260.1,1.11,425.98,82,4,75,832.16,194,3347,3335,4,5,,,3,,0,35,8,7,0,2.0
19255,188,726.19,1.43,550.69,128,1,79,242.88,194,3347,3335,4,5,,,3,,0,35,9,42,0,2.0
19256,188,568.38,0.63,242.21,174,3,83,938.49,194,3347,3335,4,5,,,3,,0,35,44,9,0,2.0
19261,188,628.96,0.58,222.67,41,1,103,242.88,194,3347,3335,4,5,,,3,,0,35,15,26,0,2.0
19266,188,1287.52,1.11,425.98,48,1,120,208.04,194,3347,3335,4,5,,,3,,0,35,39,1,0,3.5
19278,188,615.59,1.39,535.4,181,4,161,241.56,194,3347,3335,4,5,,,3,,0,35,30,4,0,2.0
19280,188,898.04,1.11,425.98,69,3,169,742.86,194,3347,3335,4,5,,,3,,0,35,25,28,0,2.0
19282,188,332.1,0.46,176.33,163,3,177,728.64,194,3347,3335,4,5,,,3,,0,35,36,6,0,2.0
19287,188,1181.19,1.44,555.74,195,4,197,832.16,194,3347,3335,4,5,,,3,,0,35,34,36,0,3.5
19293,189,752.27,1.02,392.76,197,3,163,417.3,194,3347,3335,4,5,,,3,,0,35,27,36,0,3.5
19297,189,1346.6,1.76,676.56,182,4,179,1053.64,194,3347,3335,4,5,,,3,,0,35,35,26,0,2.0
19298,189,1270.03,2.3,885.57,74,2,183,331.98,194,3347,3335,4,5,,,3,,0,35,37,19,0,2.0
19311,189,1260.1,1.11,425.98,16,2,36,416.08,194,3347,3335,4,5,,,3,,0,35,22,41,0,2.0
19324,189,803.39,1.76,676.53,36,2,88,626.04,194,3347,3335,4,5,,,3,,0,35,2,40,0,2.5
19326,189,539.39,0.48,183.37,116,4,96,663.96,194,3347,3335,4,5,,,3,,0,35,22,1,0,3.5
19331,189,884.94,1.66,637.56,148,2,115,626.04,194,3347,3335,4,5,,,3,,0,35,28,28,0,2.0
19339,189,712.64,1.55,597.61,109,2,139,331.98,194,3347,3335,4,5,,,3,,0,35,41,26,0,2.0
19344,189,669.83,0.58,222.67,141,2,158,485.76,194,3347,3335,4,5,,,3,,0,35,24,10,0,2.5
19345,189,1181.19,1.44,555.74,187,2,162,416.08,194,3347,3335,4,5,,,3,,0,35,3,28,0,2.5
19346,189,730.43,1.02,392.76,66,2,166,278.2,194,3347,3335,4,5,,,3,,0,35,26,15,0,3.5
19348,189,835.21,1.44,555.74,123,1,174,312.83,194,3347,3335,4,5,,,3,,0,35,14,5,0,2.0
19350,189,474.6,0.58,222.67,73,4,182,971.52,194,3347,3335,4,5,,,3,,0,35,17,36,0,4.0
19354,189,630.34,1.02,392.76,198,3,198,417.3,194,3347,3335,4,5,,,3,,0,35,19,17,0,1.5
19358,189,1069.61,0.72,277.7,177,4,15,241.56,194,3347,3335,4,5,,,3,,0,35,9,13,0,2.0
19362,189,604.14,1.44,555.74,158,4,31,1251.32,194,3347,3335,4,5,,,3,,0,35,10,2,0,5.0
19363,189,1189.86,1.55,597.61,15,2,35,331.98,194,3347,3335,4,5,,,3,,0,35,33,33,0,4.0
19372,189,1268.97,1.76,676.56,29,2,71,526.82,194,3347,3335,4,5,,,3,,0,35,19,28,0,2.0
19374,189,861.68,2.05,788.55,128,2,79,526.82,194,3347,3335,4,5,,,3,,0,35,44,10,0,2.0
19383,189,663.23,1.44,555.74,139,4,114,832.16,194,3347,3335,4,5,,,3,,0,35,13,37,0,2.0
19386,189,670.13,1.26,486.52,51,1,123,139.1,194,3347,3335,4,5,,,3,,0,35,13,25,0,2.0
19387,189,889.07,1.66,637.56,122,1,126,313.02,194,3347,3335,4,5,,,3,,0,35,2,39,0,2.0
19388,189,1289.05,2.16,830.86,167,1,129,263.41,194,3347,3335,4,5,,,3,,0,35,43,25,0,1.5
19392,189,1088.87,1.44,555.74,149,2,141,625.66,194,3347,3335,4,5,,,3,,0,35,3,33,0,3.0
19393,189,1351.89,2.3,885.57,194,2,145,331.98,194,3347,3335,4,5,,,3,,0,35,19,8,0,3.5
19399,189,965.62,1.11,425.98,69,2,169,416.08,194,3347,3335,4,5,,,3,,0,35,36,1,0,3.5
19407,189,904.0,0.67,257.81,2,3,2,417.3,194,3347,3335,4,5,,,3,,0,35,21,25,0,1.5
19408,189,1249.83,2.05,788.55,79,4,6,1053.64,194,3347,3335,4,5,,,3,,0,35,25,34,0,3.5
19410,189,549.96,0.46,176.33,171,1,14,242.88,194,3347,3335,4,5,,,3,,0,35,41,12,0,2.0
19414,189,457.95,0.48,183.37,151,4,30,663.96,194,3347,3335,4,5,,,3,,0,35,28,26,0,2.0
19420,189,649.64,0.48,183.37,24,1,54,165.99,194,3347,3335,4,5,,,3,,0,35,16,5,0,3.5
19421,189,1107.52,1.43,550.69,87,3,58,728.64,194,3347,3335,4,5,,,3,,0,35,8,36,0,3.5
19426,189,1260.1,1.11,425.98,121,4,78,832.16,194,3347,3335,4,5,,,3,,0,35,31,22,0,2.5
19428,189,573.61,0.63,242.21,34,2,86,495.24,194,3347,3335,4,5,,,3,,0,35,7,24,0,2.0
19430,189,432.1,0.63,242.21,102,4,94,1251.32,194,3347,3335,4,5,,,3,,0,35,5,17,0,2.0
19434,189,908.93,2.3,885.57,89,1,110,165.99,194,3347,3335,4,5,,,3,,0,35,15,24,0,2.0
19436,189,721.2,1.11,425.98,180,2,116,416.08,194,3347,3335,4,5,,,3,,0,35,43,11,0,1.5
19440,189,1174.97,2.1,808.85,162,1,128,313.02,123,215,2900,3,1,4.0,249.0,1,3093.0,1,0,7,20,2,3.0
19442,189,1107.52,1.43,550.69,55,1,134,242.88,194,3347,3335,4,5,,,3,,0,35,25,35,0,2.5
19443,189,1684.05,2.16,830.86,95,3,137,790.23,194,3347,3335,4,5,,,3,,0,35,17,16,0,2.5
19450,189,535.95,0.46,176.33,64,3,164,728.64,194,3347,3335,4,5,,,3,,0,35,42,3,0,3.5
19451,189,573.61,0.63,242.21,68,3,168,742.86,163,1325,2152,1,2,3.0,476.0,0,10783.0,1,6,35,15,2,2.0
19452,189,1487.52,1.66,637.56,111,4,172,1252.08,194,3347,3335,4,5,,,3,,0,35,29,31,0,2.0
19457,189,670.13,1.26,486.52,142,3,192,417.3,194,3347,3335,4,5,,,3,,0,35,40,33,0,2.5
19460,189,421.2,0.63,242.21,5,1,5,312.83,194,3347,3335,4,5,,,3,,0,35,41,22,0,2.5
19464,189,1268.97,1.76,676.56,10,1,21,263.41,194,3347,3335,4,5,,,3,,0,35,25,32,0,3.5
19471,189,440.69,0.48,183.37,190,2,49,331.98,194,3347,3335,4,5,,,3,,0,35,10,36,0,5.0
19472,189,1074.75,1.76,676.53,23,2,53,626.04,194,3347,3335,4,5,,,3,,0,35,31,27,0,2.0
19475,189,684.88,1.44,555.74,173,4,65,832.16,194,3347,3335,4,5,,,3,,0,35,43,10,0,1.5
19479,189,1038.95,1.39,535.4,160,4,81,241.56,194,3347,3335,4,5,,,3,,0,35,4,10,0,2.0
19480,190,750.0,0.67,257.81,168,3,143,417.3,138,1822,1588,0,3,1.0,313.0,0,2796.0,1,28,17,19,2,2.333333333333333
19485,190,904.0,0.67,257.81,197,4,163,556.4,194,3347,3335,4,5,,,3,,0,35,35,32,0,3.5
19494,190,1189.32,1.66,637.56,0,4,0,1252.08,194,3347,3335,4,5,,,3,,0,35,7,30,0,2.5
19496,190,1723.71,2.16,830.86,98,3,8,790.23,194,3347,3335,4,5,,,3,,0,35,31,20,0,3.5
19499,190,904.0,0.67,257.81,9,4,20,556.4,194,3347,3335,4,5,,,3,,0,35,41,26,0,2.0
19508,190,1074.75,1.76,676.53,26,3,56,939.06,194,3347,3335,4,5,,,3,,0,35,29,10,0,2.0
19512,190,1596.61,2.05,788.55,30,4,72,1053.64,194,3347,3335,4,5,,,3,,0,35,31,21,0,2.0
19516,190,344.26,0.48,183.37,36,1,88,165.99,194,3347,3335,4,5,,,3,,0,35,33,38,0,3.5
19518,190,1069.12,1.39,535.4,116,1,96,60.39,194,3347,3335,4,5,,,3,,0,35,18,34,0,5.0
19521,191,706.36,1.11,425.98,63,2,151,495.24,194,3347,3335,4,5,,,3,,0,35,34,32,0,3.5
19523,191,1371.83,1.76,676.53,155,1,159,313.02,194,3347,3335,4,5,,,3,,0,35,9,15,0,2.0
19527,191,691.39,0.63,242.21,136,2,175,625.66,194,3347,3335,4,5,,,3,,0,35,6,36,0,3.5
19531,191,440.69,0.48,183.37,124,3,191,497.97,194,3347,3335,4,5,,,3,,0,35,38,23,0,2.0
19532,191,457.95,0.48,183.37,170,2,195,331.98,194,3347,3335,4,5,,,3,,0,35,10,15,0,3.5
19534,191,721.2,1.11,425.98,4,4,4,832.16,194,3347,3335,4,5,,,3,,0,35,28,32,0,3.5
19540,191,663.23,1.44,555.74,126,1,28,208.04,194,3347,3335,4,5,,,3,,0,35,40,18,0,2.0
19543,191,371.04,0.48,183.37,20,1,40,165.99,194,3347,3335,4,5,,,3,,0,35,4,20,0,3.5
19547,191,380.32,0.46,176.33,26,4,56,971.52,194,3347,3335,4,5,,,3,,0,35,32,6,0,2.5
19548,191,1067.3,1.43,550.69,101,1,60,242.88,194,3347,3335,4,5,,,3,,0,35,7,18,0,2.0
19553,191,1684.05,2.16,830.86,133,1,80,263.41,194,3347,3335,4,5,,,3,,0,35,44,10,0,2.0
19556,191,1433.35,1.43,550.69,40,2,92,485.76,194,3347,3335,4,5,,,3,,0,35,20,3,0,3.5
19559,191,1067.3,1.43,550.69,42,4,104,971.52,100,2932,253,0,2,1.0,120.0,2,1231.0,1,6,35,2,2,3.0
19561,191,1260.1,1.11,425.98,103,4,112,832.16,194,3347,3335,4,5,,,3,,0,35,15,39,0,2.0
19566,191,1515.79,2.1,808.85,129,4,127,1252.08,194,3347,3335,4,5,,,3,,0,35,18,29,0,5.0
19569,191,875.41,1.44,555.74,57,2,136,625.66,194,3347,3335,4,5,,,3,,0,35,22,31,0,2.0
19570,191,959.29,1.11,425.98,109,2,139,495.24,194,3347,3335,4,5,,,3,,0,35,44,30,0,2.5
19579,191,709.25,0.63,242.21,123,2,174,495.24,194,3347,3335,4,5,,,3,,0,35,16,27,0,3.5
19580,191,1723.71,2.16,830.86,169,2,178,526.82,194,3347,3335,4,5,,,3,,0,35,15,34,0,3.5
19583,191,1515.79,2.1,808.85,112,2,190,626.04,194,3347,3335,4,5,,,3,,0,35,13,7,0,2.0
19585,191,1515.79,2.1,808.85,198,3,198,939.06,194,3347,3335,4,5,,,3,,0,35,18,0,0,3.5
19586,191,1714.75,2.16,830.86,3,1,3,263.41,194,3347,3335,4,5,,,3,,0,35,31,0,0,2.0
19587,191,1116.83,1.69,650.1,86,3,7,181.17,194,3347,3335,4,5,,,3,,0,35,35,37,0,2.0
19590,191,752.27,1.02,392.76,8,2,19,278.2,194,3347,3335,4,5,,,3,,0,35,13,2,0,3.5
19595,191,472.72,1.11,425.98,19,2,39,495.24,194,3347,3335,4,5,,,3,,0,35,30,41,0,2.0
19598,191,869.13,2.1,808.85,21,1,51,313.02,194,3347,3335,4,5,,,3,,0,35,14,23,0,2.0
19603,191,654.88,1.11,425.98,29,4,71,832.16,194,3347,3335,4,5,,,3,,0,35,33,11,0,3.5
19605,191,457.95,0.48,183.37,128,4,79,663.96,194,3347,3335,4,5,,,3,,0,35,19,39,0,2.0
19606,191,943.36,2.16,830.86,174,1,83,263.41,194,3347,3335,4,5,,,3,,0,35,35,26,0,2.0
19612,191,743.54,1.69,650.1,45,2,107,120.78,194,3347,3335,4,5,,,3,,0,35,16,35,0,4.0
19616,191,457.95,0.48,183.37,48,4,120,663.96,194,3347,3335,4,5,,,3,,0,35,38,1,0,3.5
19619,191,691.39,0.63,242.21,167,4,129,1251.32,194,3347,3335,4,5,,,3,,0,35,0,10,0,2.0
19620,191,1596.61,2.05,788.55,53,1,132,263.41,194,3347,3335,4,5,,,3,,0,35,44,4,0,2.0
19624,191,1189.32,1.66,637.56,194,4,145,1252.08,194,3347,3335,4,5,,,3,,0,35,18,40,0,4.0
19626,191,1189.86,1.55,597.61,90,2,153,331.98,194,3347,3335,4,5,,,3,,0,35,42,28,0,2.0
19628,191,1387.89,1.69,650.1,181,2,161,120.78,194,3347,3335,4,5,,,3,,0,35,14,18,0,2.0
19631,191,628.96,0.58,222.67,118,3,173,728.64,194,3347,3335,4,5,,,3,,0,35,23,23,0,2.0
19632,191,583.6,0.72,277.7,163,4,177,241.56,194,3347,3335,4,5,,,3,,0,35,19,32,0,3.5
19635,191,1096.58,0.72,277.7,105,4,189,241.56,184,2211,1208,2,0,3.0,273.0,0,3980.0,3,17,40,34,2,3.0
19636,191,332.1,0.46,176.33,150,3,193,728.64,194,3347,3335,4,5,,,3,,0,35,25,25,0,2.0
19639,191,1434.38,1.76,676.53,79,2,6,626.04,194,3347,3335,4,5,,,3,,0,35,10,28,0,3.5
19642,191,1007.72,1.55,597.61,7,3,18,497.97,194,3347,3335,4,5,,,3,,0,35,15,39,0,2.0
19645,191,943.36,2.16,830.86,151,2,30,526.82,194,3347,3335,4,5,,,3,,0,35,5,30,0,3.0
19647,191,1007.72,1.55,597.61,18,2,38,331.98,194,3347,3335,4,5,,,3,,0,35,13,20,0,3.5
19649,191,1189.86,1.55,597.61,152,3,46,497.97,194,3347,3335,4,5,,,3,,0,35,6,26,0,2.0
19651,191,1346.6,1.76,676.56,24,1,54,263.41,194,3347,3335,4,5,,,3,,0,35,34,21,0,2.0
19653,191,1242.65,2.05,788.55,132,1,62,263.41,194,3347,3335,4,5,,,3,,0,35,5,18,0,2.5
19655,191,410.79,1.02,392.76,28,2,70,278.2,194,3347,3335,4,5,,,3,,0,35,14,42,0,2.0
19668,192,638.63,0.63,242.21,182,1,179,247.62,194,3347,3335,4,5,,,3,,0,35,27,8,0,3.5
19675,192,1376.09,1.69,650.1,98,4,8,241.56,194,3347,3335,4,5,,,3,,0,35,16,21,0,3.5
19683,192,1611.14,2.3,885.57,20,3,40,497.97,194,3347,3335,4,5,,,3,,0,35,1,8,0,3.5
19691,192,1287.52,1.11,425.98,30,2,72,416.08,194,3347,3335,4,5,,,3,,0,35,36,23,0,2.0
19692,192,1300.81,1.44,555.74,88,2,76,416.08,194,3347,3335,4,5,,,3,,0,35,12,14,0,2.0
19694,192,488.73,0.58,222.67,179,3,84,728.64,194,3347,3335,4,5,,,3,,0,35,39,33,0,2.5
19699,192,730.43,1.02,392.76,42,1,104,139.1,194,3347,3335,4,5,,,3,,0,35,42,23,0,2.0
19701,192,752.27,1.02,392.76,103,3,112,417.3,107,2963,2933,2,0,2.0,437.0,0,5849.0,3,24,9,24,1,1.666666666666667
19703,192,1181.19,1.44,555.74,193,4,118,832.16,194,3347,3335,4,5,,,3,,0,35,17,23,0,2.5
19704,192,615.59,1.39,535.4,49,3,121,181.17,194,3347,3335,4,5,,,3,,0,35,27,31,0,2.0
19706,192,535.95,0.46,176.33,129,2,127,485.76,194,3347,3335,4,5,,,3,,0,35,41,35,0,2.5
19709,192,932.22,1.44,555.74,57,4,136,832.16,194,3347,3335,4,5,,,3,,0,35,1,35,0,2.5
19711,192,835.21,1.44,555.74,154,3,142,938.49,194,3347,3335,4,5,,,3,,0,35,31,23,0,2.0
19715,193,410.79,1.02,392.76,110,3,155,417.3,150,3177,783,1,1,2.0,328.0,1,7677.0,3,27,27,6,3,2.333333333333333
19716,193,750.92,1.69,650.1,155,1,159,60.39,194,3347,3335,4,5,,,3,,0,35,27,38,0,2.0
19721,193,1389.37,1.69,650.1,182,1,179,60.39,194,3347,3335,4,5,,,3,,0,35,25,35,0,2.5
19724,193,630.34,1.02,392.76,124,1,191,139.1,194,3347,3335,4,5,,,3,,0,35,26,17,0,3.0
19725,193,908.93,2.3,885.57,170,3,195,497.97,194,3347,3335,4,5,,,3,,0,35,28,10,0,2.0
19727,193,835.21,1.44,555.74,4,4,4,1251.32,4,944,2341,3,3,2.0,148.0,0,1940.0,3,16,8,19,2,2.0
19728,193,1116.83,1.69,650.1,98,3,8,181.17,8,1577,335,3,2,3.0,310.0,1,3634.0,2,31,24,1,2,3.333333333333333
19729,193,615.59,1.39,535.4,143,2,12,120.78,194,3347,3335,4,5,,,3,,0,35,13,32,0,3.5
19738,193,393.68,0.63,242.21,165,2,48,495.24,194,3347,3335,4,5,,,3,,0,35,18,29,0,5.0
19742,193,421.2,0.63,242.21,146,1,64,312.83,194,3347,3335,4,5,,,3,,0,35,41,15,0,2.0
19743,193,657.87,1.26,486.52,191,4,68,556.4,194,3347,3335,4,5,,,3,,0,35,16,13,0,3.5
19747,193,1434.38,1.76,676.53,179,2,84,626.04,194,3347,3335,4,5,,,3,,0,35,10,27,0,3.5
19752,193,1723.71,2.16,830.86,42,2,104,526.82,194,3347,3335,4,5,,,3,,0,35,12,12,0,2.0
19754,193,761.2,1.76,676.53,103,1,112,313.02,107,2493,781,3,1,1.0,281.0,2,3217.0,2,30,3,38,2,2.333333333333333
19761,193,535.95,0.46,176.33,54,3,133,728.64,194,3347,3335,4,5,,,3,,0,35,7,30,0,2.5
19767,193,958.15,1.76,676.56,96,4,154,1053.64,194,3347,3335,4,5,,,3,,0,35,4,25,0,2.0
19769,193,987.07,1.11,425.98,187,2,162,416.08,157,2235,232,3,1,4.0,207.0,2,2694.0,1,12,23,7,2,2.0
19771,193,629.54,0.72,277.7,70,2,170,120.78,194,3347,3335,4,5,,,3,,0,35,25,17,0,1.5
19772,193,577.71,0.46,176.33,123,2,174,485.76,194,3347,3335,4,5,,,3,,0,35,31,41,0,2.0
19775,193,548.62,1.11,425.98,77,1,186,247.62,194,3347,3335,4,5,,,3,,0,35,41,0,0,2.0
19776,193,1190.94,1.55,597.61,112,1,190,165.99,194,3347,3335,4,5,,,3,,0,35,20,18,0,2.0
19778,193,1222.24,1.66,637.56,198,4,198,1252.08,194,3347,3335,4,5,,,3,,0,35,8,34,0,3.5
19779,193,539.39,0.48,183.37,3,4,3,663.96,194,3347,3335,4,5,,,3,,0,35,33,10,0,3.5
19780,193,1166.1,1.44,555.74,86,1,7,208.04,194,3347,3335,4,5,,,3,,0,35,29,0,0,2.0
19783,193,649.64,0.48,183.37,8,3,19,497.97,194,3347,3335,4,5,,,3,,0,35,28,24,0,2.0
19787,193,1351.89,2.3,885.57,15,2,35,331.98,35,949,2335,1,3,5.0,363.0,2,8821.0,2,29,3,19,2,2.333333333333333
19790,193,488.73,0.58,222.67,159,3,47,728.64,46,261,102,3,4,3.0,72.0,0,1260.0,2,23,42,38,2,2.0
19794,193,393.68,0.63,242.21,137,3,63,742.86,61,224,224,2,4,1.0,313.0,2,4258.0,2,34,11,31,2,2.0
19805,193,1487.52,1.66,637.56,45,2,107,626.04,194,3347,3335,4,5,,,3,,0,35,24,15,0,2.5
19809,193,1021.53,1.69,650.1,48,2,120,120.78,115,2022,234,1,3,3.0,330.0,1,7887.0,2,17,16,7,2,3.0
19816,193,750.0,0.67,257.81,149,3,141,417.3,194,3347,3335,4,5,,,3,,0,35,19,22,0,2.5
19817,193,360.22,0.58,222.67,194,4,145,971.52,140,2578,2408,2,3,3.0,465.0,2,6280.0,3,21,26,26,5,4.0
19821,193,709.25,0.63,242.21,181,3,161,742.86,194,3347,3335,4,5,,,3,,0,35,32,13,0,2.5
19823,193,921.08,1.76,676.56,69,4,169,1053.64,194,3347,3335,4,5,,,3,,0,35,4,29,0,3.5
19825,193,861.68,2.05,788.55,163,4,177,1053.64,194,3347,3335,4,5,,,3,,0,35,9,33,0,2.5
19826,193,932.84,1.44,555.74,72,1,181,208.04,194,3347,3335,4,5,,,3,,0,35,15,18,0,2.0
19830,193,1576.97,1.66,637.56,195,3,197,939.06,194,3347,3335,4,5,,,3,,0,35,6,30,0,2.5
19833,193,1351.89,2.3,885.57,125,3,10,497.97,194,3347,3335,4,5,,,3,,0,35,0,17,0,1.5
19834,193,803.39,1.76,676.53,171,3,14,939.06,194,3347,3335,4,5,,,3,,0,35,3,42,0,2.5
19836,193,684.88,1.44,555.74,11,2,22,416.08,194,3347,3335,4,5,,,3,,0,35,27,37,0,2.0
19837,193,964.83,2.16,830.86,106,4,26,1053.64,194,3347,3335,4,5,,,3,,0,35,29,7,0,2.0
19839,193,910.7,2.3,885.57,14,1,34,165.99,194,3347,3335,4,5,,,3,,0,35,1,0,0,2.0
19841,193,1569.65,1.66,637.56,107,2,42,626.04,194,3347,3335,4,5,,,3,,0,35,6,27,0,2.0
19843,193,1665.24,1.76,676.56,196,4,50,1053.64,194,3347,3335,4,5,,,3,,0,35,21,21,0,1.5
19850,193,1351.89,2.3,885.57,121,2,78,331.98,194,3347,3335,4,5,,,3,,0,35,18,26,0,3.5
19852,193,883.63,1.26,486.52,34,4,86,556.4,194,3347,3335,4,5,,,3,,0,35,40,30,0,2.5
19853,193,697.22,0.63,242.21,38,2,90,495.24,194,3347,3335,4,5,,,3,,0,35,20,12,0,2.0
19854,193,875.41,1.44,555.74,102,4,94,1251.32,194,3347,3335,4,5,,,3,,0,35,31,2,0,3.5
19856,193,1371.83,1.76,676.53,192,2,102,626.04,98,957,1851,3,4,3.0,174.0,1,2274.0,3,19,44,12,2,2.0
19857,193,583.6,0.72,277.7,44,1,106,60.39,194,3347,3335,4,5,,,3,,0,35,34,5,0,2.0
19859,193,1484.94,2.05,788.55,134,2,113,526.82,194,3347,3335,4,5,,,3,,0,35,24,26,0,2.5
19861,193,568.38,0.63,242.21,47,3,119,938.49,194,3347,3335,4,5,,,3,,0,35,44,25,0,2.0
19862,193,1189.32,1.66,637.56,50,2,122,626.04,194,3347,3335,4,5,,,3,,0,35,40,11,0,2.0
19864,193,588.14,1.02,392.76,162,3,128,417.3,194,3347,3335,4,5,,,3,,0,35,43,30,0,2.0
19865,193,1300.81,1.44,555.74,52,2,131,416.08,194,3347,3335,4,5,,,3,,0,35,10,27,0,3.5
19870,193,1067.3,1.43,550.69,60,3,148,728.64,194,3347,3335,4,5,,,3,,0,35,4,24,0,2.0
19872,193,1371.83,1.76,676.53,130,4,156,1252.08,194,3347,3335,4,5,,,3,,0,35,34,21,0,2.0
19881,194,726.19,1.43,550.69,197,2,163,485.76,194,3347,3335,4,5,,,3,,0,35,42,19,0,2.0
19883,194,884.94,1.66,637.56,91,1,171,313.02,194,3347,3335,4,5,,,3,,0,35,43,8,0,3.0
19889,194,1351.89,2.3,885.57,170,2,195,331.98,194,3347,3335,4,5,,,3,,0,35,38,8,0,3.5
19894,194,756.3,1.02,392.76,189,3,16,417.3,194,3347,3335,4,5,,,3,,0,35,3,22,0,3.0
19897,194,1070.54,1.76,676.53,126,2,28,626.04,194,3347,3335,4,5,,,3,,0,35,35,7,0,2.0
19898,194,884.94,1.66,637.56,172,4,32,1252.08,194,3347,3335,4,5,,,3,,0,35,32,23,0,2.5
19903,194,1685.23,1.76,676.56,22,2,52,526.82,194,3347,3335,4,5,,,3,,0,35,36,14,0,2.0
19906,194,1132.81,2.1,808.85,146,2,64,626.04,194,3347,3335,4,5,,,3,,0,35,41,41,0,2.0
19915,194,908.93,2.3,885.57,161,4,100,663.96,194,3347,3335,4,5,,,3,,0,35,30,10,0,2.0
19922,194,1183.57,1.55,597.61,84,1,124,165.99,194,3347,3335,4,5,,,3,,0,35,29,37,0,2.0
19928,194,1346.6,1.76,676.56,154,1,142,263.41,194,3347,3335,4,5,,,3,,0,35,14,26,0,2.0
19929,194,709.25,0.63,242.21,58,3,146,742.86,194,3347,3335,4,5,,,3,,0,35,7,36,0,3.5
19934,194,875.41,1.44,555.74,66,4,166,1251.32,161,2909,1335,3,2,1.0,303.0,0,3417.0,1,17,10,4,2,3.0
19937,194,904.0,0.67,257.81,169,2,178,278.2,194,3347,3335,4,5,,,3,,0,35,28,31,0,2.0
19940,194,709.25,0.63,242.21,112,2,190,495.24,194,3347,3335,4,5,,,3,,0,35,25,9,0,2.0
19945,194,472.72,1.11,425.98,131,4,11,990.48,194,3347,3335,4,5,,,3,,0,35,16,24,0,3.5
19947,194,755.62,1.11,425.98,8,4,19,990.48,194,3347,3335,4,5,,,3,,0,35,0,24,0,2.0
19948,194,851.15,0.72,277.7,12,4,23,241.56,194,3347,3335,4,5,,,3,,0,35,5,10,0,2.5
19953,194,697.22,0.63,242.21,114,2,43,495.24,194,3347,3335,4,5,,,3,,0,35,21,1,0,3.0
19955,194,1214.82,1.11,425.98,21,1,51,208.04,194,3347,3335,4,5,,,3,,0,35,28,11,0,2.0
19958,194,1685.23,1.76,676.56,137,2,63,526.82,194,3347,3335,4,5,,,3,,0,35,13,22,0,2.5
19962,194,1499.93,2.1,808.85,128,3,79,939.06,194,3347,3335,4,5,,,3,,0,35,22,6,0,2.0
19963,194,1189.32,1.66,637.56,174,1,83,313.02,194,3347,3335,4,5,,,3,,0,35,35,18,0,2.0
19964,194,992.17,0.67,257.81,35,2,87,278.2,194,3347,3335,4,5,,,3,,0,35,18,1,0,5.0
19968,194,721.2,1.11,425.98,41,4,103,832.16,194,3347,3335,4,5,,,3,,0,35,37,16,0,2.0
19970,194,344.26,0.48,183.37,94,2,111,331.98,194,3347,3335,4,5,,,3,,0,35,26,12,0,3.5
19977,194,1124.11,1.44,555.74,53,2,132,625.66,127,929,809,3,0,3.0,391.0,1,4466.0,1,14,23,14,2,2.0
19978,194,421.2,0.63,242.21,56,3,135,938.49,130,743,629,0,3,3.0,221.0,2,2157.0,3,24,44,21,1,1.666666666666667
