Airline,Departure,Arrival,Flight_Number
Air India,Shillong,Raipur,AI101
Air India,Shillong,Bilaspur,AI514
Air India,Shillong,Raigarh,AI349
Air India,Shillong,Mopa,AI151
Air India,Shillong,Dabolim,AI797
Air India,Shillong,Ahmedabad,AI328
Air India,Shillong,Surat,AI454
Air India,Shillong,Vadodara,AI781
Air India,Shillong,Hisar,AI911
Air India,Shillong,Shimla,AI494
Air India,Shillong,Jamshedpur,AI181
Air India,Shillong,Ranchi,AI500
Air India,Shillong,Bengaluru,AI678
Air India,Shillong,Mysuru,AI457
Air India,Shillong,Thiruvananthapuram,AI836
Air India,Shillong,Gwalior,AI224
Air India,Shillong,Indore,AI852
Air India,Shillong,Bhopal,AI487
Air India,Shillong,Navi Mumbai,AI664
Air India,Shillong,Nashik,AI704
Air India,Shillong,Pune,AI754
Air India,Shillong,Imphal,AI176
Air India,Shillong,Puri,AI489
Air India,Shillong,Bhubaneswar,AI561
Air India,Shillong,Ludhiana,AI553
Air India,Shillong,Amritsar,AI404
Air India,Shillong,Jaipur,AI980
Air India,Shillong,Udaipur,AI702
Air India,Shillong,Kota,AI539
Air India,Shillong,Gangtok,AI412
Air India,Shillong,Coimbatore,AI682
Air India,Shillong,Chennai,AI735
Air India,Shillong,Hyderabad,AI161
Air India,Shillong,Khowai,AI724
Air India,Shillong,Ayodhya,AI857
Air India,Shillong,Varanasi,AI201
Air India,Shillong,Prayagraj,AI881
Air India,Shillong,Dehradun,AI312
Air India,Shillong,Kolkata,AI740
Air India,Shillong,Delhi NCR,AI316
Air India,Shillong,Chandigarh,AI370
Air India,Shillong,Puducherry,AI776
Air India,Shillong,Diu,AI183
Air India,Shillong,Srinagar,AI260
Air India,Puri,Tirupati,AI326
Air India,Puri,Visakhapatnam,AI976
Air India,Puri,Vijayawada,AI836
Air India,Puri,Itanagar,AI218
Air India,Puri,Dhubri,AI346
Air India,Puri,Guwahati,AI336
Air India,Puri,Patna,AI161
Air India,Puri,Raipur,AI500
Air India,Puri,Bilaspur,AI221
Air India,Puri,Raigarh,AI477
Air India,Puri,Mopa,AI193
Air India,Puri,Dabolim,AI356
Air India,Puri,Ahmedabad,AI303
Air India,Puri,Surat,AI845
Air India,Puri,Vadodara,AI517
Air India,Puri,Hisar,AI916
Air India,Puri,Shimla,AI605
Air India,Puri,Kullu-Manali,AI933
Air India,Puri,Jamshedpur,AI242
Air India,Puri,Ranchi,AI974
Air India,Puri,Bengaluru,AI777
Air India,Puri,Mysuru,AI330
Air India,Puri,Thiruvananthapuram,AI218
Air India,Puri,Gwalior,AI916
Air India,Puri,Indore,AI633
Air India,Puri,Bhopal,AI443
Air India,Puri,Mumbai,AI345
Air India,Puri,Navi Mumbai,AI437
Air India,Puri,Nashik,AI877
Air India,Puri,Pune,AI990
Air India,Puri,Imphal,AI689
Air India,Puri,Shillong,AI490
Air India,Puri,Bhubaneswar,AI345
Air India,Puri,Ludhiana,AI277
Air India,Puri,Amritsar,AI665
Air India,Puri,Jaipur,AI176
Air India,Puri,Udaipur,AI260
Air India,Puri,Kota,AI102
Air India,Puri,Gangtok,AI518
Air India,Puri,Coimbatore,AI561
Air India,Puri,Chennai,AI805
Air India,Puri,Hyderabad,AI708
Air India,Puri,Khowai,AI581
Air India,Puri,Ayodhya,AI398
Air India,Puri,Prayagraj,AI337
Air India,Puri,Dehradun,AI395
Air India,Puri,Kolkata,AI823
Air India,Puri,Delhi NCR,AI389
Air India,Puri,Chandigarh,AI819
Air India,Puri,Puducherry,AI980
Air India,Puri,Diu,AI564
Air India,Puri,Srinagar,AI172
Air India,Bhubaneswar,Tirupati,AI560
Air India,Bhubaneswar,Visakhapatnam,AI337
Air India,Bhubaneswar,Vijayawada,AI421
Air India,Bhubaneswar,Itanagar,AI797
Air India,Bhubaneswar,Dhubri,AI160
Air India,Bhubaneswar,Guwahati,AI701
Air India,Bhubaneswar,Patna,AI511
Air India,Bhubaneswar,Raipur,AI372
Air India,Bhubaneswar,Bilaspur,AI684
Air India,Bhubaneswar,Raigarh,AI392
Air India,Bhubaneswar,Mopa,AI750
Air India,Bhubaneswar,Dabolim,AI781
Air India,Bhubaneswar,Ahmedabad,AI935
Air India,Bhubaneswar,Surat,AI906
Air India,Bhubaneswar,Vadodara,AI433
Air India,Bhubaneswar,Hisar,AI854
Air India,Bhubaneswar,Shimla,AI510
Air India,Bhubaneswar,Kullu-Manali,AI835
Air India,Bhubaneswar,Ranchi,AI956
Air India,Bhubaneswar,Bengaluru,AI128
Air India,Bhubaneswar,Mysuru,AI766
Air India,Bhubaneswar,Thiruvananthapuram,AI895
Air India,Bhubaneswar,Gwalior,AI680
Air India,Bhubaneswar,Indore,AI765
Air India,Bhubaneswar,Bhopal,AI130
Air India,Bhubaneswar,Mumbai,AI808
Air India,Bhubaneswar,Navi Mumbai,AI459
Air India,Bhubaneswar,Pune,AI869
Air India,Bhubaneswar,Imphal,AI743
Air India,Bhubaneswar,Shillong,AI562
Air India,Bhubaneswar,Puri,AI346
Air India,Bhubaneswar,Ludhiana,AI803
Air India,Bhubaneswar,Amritsar,AI339
Air India,Bhubaneswar,Jaipur,AI370
Air India,Bhubaneswar,Udaipur,AI906
Air India,Bhubaneswar,Kota,AI910
Air India,Bhubaneswar,Gangtok,AI740
Air India,Bhubaneswar,Coimbatore,AI703
Air India,Bhubaneswar,Chennai,AI777
Air India,Bhubaneswar,Hyderabad,AI923
Air India,Bhubaneswar,Khowai,AI302
Air India,Bhubaneswar,Ayodhya,AI535
Air India,Bhubaneswar,Varanasi,AI217
Air India,Bhubaneswar,Prayagraj,AI657
Air India,Bhubaneswar,Dehradun,AI330
Air India,Bhubaneswar,Kolkata,AI763
Air India,Bhubaneswar,Delhi NCR,AI252
Air India,Bhubaneswar,Chandigarh,AI372
Air India,Bhubaneswar,Puducherry,AI946
Air India,Bhubaneswar,Diu,AI245
Air India,Bhubaneswar,Srinagar,AI173
Air India,Ludhiana,Tirupati,AI704
Air India,Ludhiana,Visakhapatnam,AI988
Air India,Ludhiana,Vijayawada,AI318
Air India,Ludhiana,Itanagar,AI650
Air India,Ludhiana,Dhubri,AI345
Air India,Ludhiana,Guwahati,AI326
Air India,Ludhiana,Patna,AI846
Air India,Ludhiana,Raipur,AI901
Air India,Ludhiana,Bilaspur,AI351
Air India,Ludhiana,Raigarh,AI262
Air India,Ludhiana,Mopa,AI534
Air India,Ludhiana,Dabolim,AI206
Air India,Ludhiana,Ahmedabad,AI572
Air India,Ludhiana,Surat,AI422
Air India,Ludhiana,Vadodara,AI511
Air India,Ludhiana,Shimla,AI350
Air India,Ludhiana,Jamshedpur,AI335
Air India,Ludhiana,Ranchi,AI530
Air India,Ludhiana,Bengaluru,AI186
Air India,Ludhiana,Mysuru,AI169
Air India,Ludhiana,Thiruvananthapuram,AI937
Air India,Ludhiana,Gwalior,AI902
Air India,Ludhiana,Indore,AI375
Air India,Ludhiana,Bhopal,AI605
Air India,Ludhiana,Mumbai,AI588
Air India,Ludhiana,Navi Mumbai,AI820
Air India,Ludhiana,Nashik,AI712
Air India,Ludhiana,Pune,AI601
Air India,Ludhiana,Imphal,AI801
Air India,Ludhiana,Shillong,AI554
Air India,Ludhiana,Puri,AI278
Air India,Ludhiana,Bhubaneswar,AI804
Air India,Ludhiana,Amritsar,AI161
Air India,Ludhiana,Jaipur,AI269
Air India,Ludhiana,Udaipur,AI911
Air India,Ludhiana,Kota,AI414
Air India,Ludhiana,Gangtok,AI709
Air India,Ludhiana,Coimbatore,AI866
Air India,Ludhiana,Chennai,AI944
Air India,Ludhiana,Hyderabad,AI682
Air India,Ludhiana,Khowai,AI395
Air India,Ludhiana,Ayodhya,AI549
Air India,Ludhiana,Varanasi,AI227
Air India,Ludhiana,Prayagraj,AI579
Air India,Ludhiana,Dehradun,AI805
Air India,Ludhiana,Kolkata,AI411
Air India,Ludhiana,Delhi NCR,AI816
Air India,Ludhiana,Chandigarh,AI512
Air India,Ludhiana,Puducherry,AI378
Air India,Ludhiana,Diu,AI612
Air India,Ludhiana,Srinagar,AI652
Air India,Amritsar,Tirupati,AI383
Air India,Amritsar,Visakhapatnam,AI204
Air India,Amritsar,Vijayawada,AI772
Air India,Amritsar,Itanagar,AI867
Air India,Amritsar,Dhubri,AI1000
Air India,Amritsar,Guwahati,AI108
Air India,Amritsar,Patna,AI448
Air India,Amritsar,Raipur,AI904
Air India,Amritsar,Bilaspur,AI691
Air India,Amritsar,Raigarh,AI547
Air India,Amritsar,Mopa,AI950
Air India,Amritsar,Dabolim,AI461
Air India,Amritsar,Ahmedabad,AI457
Air India,Amritsar,Surat,AI545
Air India,Amritsar,Vadodara,AI814
Air India,Amritsar,Hisar,AI773
Air India,Amritsar,Shimla,AI252
Air India,Amritsar,Kullu-Manali,AI535
Air India,Amritsar,Jamshedpur,AI491
Air India,Amritsar,Ranchi,AI652
Air India,Amritsar,Bengaluru,AI757
Air India,Amritsar,Thiruvananthapuram,AI268
Air India,Amritsar,Gwalior,AI141
Air India,Amritsar,Indore,AI729
Air India,Amritsar,Bhopal,AI972
Air India,Amritsar,Mumbai,AI762
Air India,Amritsar,Navi Mumbai,AI563
Air India,Amritsar,Nashik,AI390
Air India,Amritsar,Pune,AI206
Air India,Amritsar,Imphal,AI153
Air India,Amritsar,Shillong,AI403
Air India,Amritsar,Puri,AI666
Air India,Amritsar,Bhubaneswar,AI340
Air India,Amritsar,Ludhiana,AI162
Air India,Amritsar,Jaipur,AI605
Air India,Amritsar,Udaipur,AI548
Air India,Amritsar,Kota,AI182
Air India,Amritsar,Gangtok,AI712
Air India,Amritsar,Coimbatore,AI140
Air India,Amritsar,Chennai,AI542
Air India,Amritsar,Hyderabad,AI852
Air India,Amritsar,Khowai,AI430
Air India,Amritsar,Ayodhya,AI718
Air India,Amritsar,Varanasi,AI356
Air India,Amritsar,Prayagraj,AI126
Air India,Amritsar,Dehradun,AI193
Air India,Amritsar,Kolkata,AI334
Air India,Amritsar,Delhi NCR,AI790
Air India,Amritsar,Chandigarh,AI956
Air India,Amritsar,Puducherry,AI981
Air India,Amritsar,Diu,AI689
Air India,Amritsar,Srinagar,AI701
Air India,Jaipur,Tirupati,AI927
Air India,Jaipur,Visakhapatnam,AI490
Air India,Jaipur,Vijayawada,AI612
Air India,Jaipur,Itanagar,AI374
Air India,Jaipur,Dhubri,AI679
Air India,Jaipur,Guwahati,AI171
Air India,Jaipur,Patna,AI920
Air India,Jaipur,Raipur,AI566
Air India,Jaipur,Bilaspur,AI707
Air India,Jaipur,Raigarh,AI954
Air India,Jaipur,Mopa,AI384
Air India,Jaipur,Dabolim,AI897
Air India,Jaipur,Ahmedabad,AI411
Air India,Jaipur,Surat,AI719
Air India,Jaipur,Vadodara,AI401
Air India,Jaipur,Hisar,AI185
Air India,Jaipur,Shimla,AI772
Air India,Jaipur,Kullu-Manali,AI949
Air India,Jaipur,Jamshedpur,AI809
Air India,Jaipur,Ranchi,AI866
Air India,Jaipur,Bengaluru,AI537
Air India,Jaipur,Mysuru,AI768
Air India,Jaipur,Thiruvananthapuram,AI417
Air India,Jaipur,Gwalior,AI456
Air India,Jaipur,Indore,AI928
Air India,Jaipur,Bhopal,AI431
Air India,Jaipur,Navi Mumbai,AI378
Air India,Jaipur,Nashik,AI201
Air India,Jaipur,Pune,AI994
Air India,Jaipur,Imphal,AI256
Air India,Jaipur,Shillong,AI979
Air India,Jaipur,Puri,AI175
Air India,Jaipur,Bhubaneswar,AI369
Air India,Jaipur,Ludhiana,AI270
Air India,Jaipur,Amritsar,AI606
Air India,Jaipur,Udaipur,AI121
Air India,Jaipur,Kota,AI883
Air India,Jaipur,Gangtok,AI788
Air India,Jaipur,Coimbatore,AI941
Air India,Jaipur,Chennai,AI375
Air India,Jaipur,Hyderabad,AI690
Air India,Jaipur,Khowai,AI141
Air India,Jaipur,Ayodhya,AI881
Air India,Jaipur,Varanasi,AI874
Air India,Jaipur,Prayagraj,AI279
Air India,Jaipur,Dehradun,AI581
Air India,Jaipur,Kolkata,AI631
Air India,Jaipur,Delhi NCR,AI767
Air India,Jaipur,Chandigarh,AI552
Air India,Jaipur,Puducherry,AI384
Air India,Jaipur,Diu,AI285
Air India,Udaipur,Tirupati,AI989
Air India,Udaipur,Visakhapatnam,AI383
Air India,Udaipur,Vijayawada,AI506
Air India,Udaipur,Itanagar,AI888
Air India,Udaipur,Dhubri,AI179
Air India,Udaipur,Guwahati,AI823
Air India,Udaipur,Patna,AI981
Air India,Udaipur,Raipur,AI391
Air India,Udaipur,Bilaspur,AI139
Air India,Udaipur,Raigarh,AI655
Air India,Udaipur,Mopa,AI146
Air India,Udaipur,Dabolim,AI674
Air India,Udaipur,Ahmedabad,AI939
Air India,Udaipur,Surat,AI624
Air India,Udaipur,Vadodara,AI668
Air India,Udaipur,Hisar,AI389
Air India,Udaipur,Shimla,AI803
Air India,Udaipur,Kullu-Manali,AI662
Air India,Udaipur,Jamshedpur,AI255
Air India,Udaipur,Ranchi,AI851
Air India,Udaipur,Bengaluru,AI237
Air India,Udaipur,Mysuru,AI142
Air India,Udaipur,Thiruvananthapuram,AI209
Air India,Udaipur,Gwalior,AI646
Air India,Udaipur,Indore,AI652
Air India,Udaipur,Bhopal,AI285
Air India,Udaipur,Mumbai,AI601
Air India,Udaipur,Navi Mumbai,AI414
Air India,Udaipur,Nashik,AI951
Air India,Udaipur,Pune,AI111
Air India,Udaipur,Imphal,AI251
Air India,Udaipur,Shillong,AI701
Air India,Udaipur,Puri,AI259
Air India,Udaipur,Bhubaneswar,AI905
Air India,Udaipur,Ludhiana,AI912
Air India,Udaipur,Amritsar,AI547
Air India,Udaipur,Jaipur,AI122
Air India,Udaipur,Kota,AI546
Air India,Udaipur,Gangtok,AI750
Air India,Udaipur,Coimbatore,AI933
Air India,Udaipur,Chennai,AI603
Air India,Udaipur,Hyderabad,AI193
Air India,Udaipur,Khowai,AI581
Air India,Udaipur,Ayodhya,AI456
Air India,Udaipur,Varanasi,AI518
Air India,Udaipur,Prayagraj,AI441
Air India,Udaipur,Dehradun,AI428
Air India,Udaipur,Kolkata,AI786
Air India,Udaipur,Delhi NCR,AI207
Air India,Udaipur,Chandigarh,AI978
Air India,Udaipur,Puducherry,AI264
Air India,Udaipur,Diu,AI437
Air India,Udaipur,Srinagar,AI521
Air India,Kota,Tirupati,AI105
Air India,Kota,Visakhapatnam,AI563
Air India,Kota,Vijayawada,AI757
Air India,Kota,Itanagar,AI755
Air India,Kota,Dhubri,AI188
Air India,Kota,Guwahati,AI745
Air India,Kota,Patna,AI212
Air India,Kota,Raipur,AI534
Air India,Kota,Bilaspur,AI733
Air India,Kota,Raigarh,AI819
Air India,Kota,Mopa,AI104
Air India,Kota,Dabolim,AI996
Air India,Kota,Surat,AI217
Air India,Kota,Vadodara,AI229
Air India,Kota,Shimla,AI106
Air India,Kota,Jamshedpur,AI824
Air India,Kota,Bengaluru,AI988
Air India,Kota,Mysuru,AI871
Air India,Kota,Thiruvananthapuram,AI691
Air India,Kota,Gwalior,AI537
Air India,Kota,Indore,AI894
Air India,Kota,Bhopal,AI600
Air India,Kota,Mumbai,AI557
Air India,Kota,Navi Mumbai,AI358
Air India,Kota,Nashik,AI297
Air India,Kota,Imphal,AI929
Air India,Kota,Shillong,AI540
Air India,Kota,Puri,AI101
Air India,Kota,Bhubaneswar,AI909
Air India,Kota,Ludhiana,AI413
Air India,Kota,Amritsar,AI181
Air India,Kota,Jaipur,AI884
Air India,Kota,Udaipur,AI545
Air India,Kota,Gangtok,AI810
Air India,Kota,Chennai,AI395
Air India,Kota,Hyderabad,AI778
Air India,Kota,Khowai,AI510
Air India,Kota,Ayodhya,AI933
Air India,Kota,Varanasi,AI878
Air India,Kota,Prayagraj,AI663
Air India,Kota,Kolkata,AI565
Air India,Kota,Delhi NCR,AI190
Air India,Kota,Chandigarh,AI422
Air India,Kota,Puducherry,AI358
Air India,Kota,Diu,AI431
Air India,Kota,Srinagar,AI218
Air India,Gangtok,Tirupati,AI878
Air India,Gangtok,Visakhapatnam,AI749
Air India,Gangtok,Vijayawada,AI570
Air India,Gangtok,Itanagar,AI447
Air India,Gangtok,Guwahati,AI159
Air India,Gangtok,Patna,AI353
Air India,Gangtok,Raipur,AI814
Air India,Gangtok,Bilaspur,AI184
Air India,Gangtok,Raigarh,AI410
Air India,Gangtok,Mopa,AI442
Air India,Gangtok,Dabolim,AI515
Air India,Gangtok,Ahmedabad,AI991
Air India,Gangtok,Surat,AI493
Air India,Gangtok,Vadodara,AI295
Air India,Gangtok,Hisar,AI780
Air India,Gangtok,Shimla,AI867
Air India,Gangtok,Kullu-Manali,AI261
Air India,Gangtok,Jamshedpur,AI320
Air India,Gangtok,Ranchi,AI920
Air India,Gangtok,Bengaluru,AI571
Air India,Gangtok,Mysuru,AI132
Air India,Gangtok,Thiruvananthapuram,AI125
Air India,Gangtok,Gwalior,AI778
Air India,Gangtok,Indore,AI596
Air India,Gangtok,Bhopal,AI318
Air India,Gangtok,Mumbai,AI912
Air India,Gangtok,Navi Mumbai,AI335
Air India,Gangtok,Nashik,AI404
Air India,Gangtok,Pune,AI392
Air India,Gangtok,Imphal,AI675
Air India,Gangtok,Shillong,AI411
Air India,Gangtok,Puri,AI517
Air India,Gangtok,Bhubaneswar,AI739
Air India,Gangtok,Ludhiana,AI710
Air India,Gangtok,Amritsar,AI711
Air India,Gangtok,Jaipur,AI787
Air India,Gangtok,Udaipur,AI749
Air India,Gangtok,Kota,AI809
Air India,Gangtok,Coimbatore,AI891
Air India,Gangtok,Chennai,AI513
Air India,Gangtok,Hyderabad,AI985
Air India,Gangtok,Khowai,AI626
Air India,Gangtok,Ayodhya,AI944
Air India,Gangtok,Varanasi,AI101
Air India,Gangtok,Prayagraj,AI773
Air India,Gangtok,Dehradun,AI990
Air India,Gangtok,Kolkata,AI655
Air India,Gangtok,Delhi NCR,AI573
Air India,Gangtok,Chandigarh,AI523
Air India,Gangtok,Puducherry,AI155
Air India,Gangtok,Srinagar,AI630
Air India,Coimbatore,Tirupati,AI926
Air India,Coimbatore,Visakhapatnam,AI953
Air India,Coimbatore,Vijayawada,AI245
Air India,Coimbatore,Itanagar,AI213
Air India,Coimbatore,Dhubri,AI598
Air India,Coimbatore,Guwahati,AI333
Air India,Coimbatore,Patna,AI295
Air India,Coimbatore,Raipur,AI847
Air India,Coimbatore,Bilaspur,AI530
Air India,Coimbatore,Raigarh,AI725
Air India,Coimbatore,Dabolim,AI736
Air India,Coimbatore,Ahmedabad,AI334
Air India,Coimbatore,Surat,AI689
Air India,Coimbatore,Vadodara,AI529
Air India,Coimbatore,Shimla,AI982
Air India,Coimbatore,Kullu-Manali,AI862
Air India,Coimbatore,Jamshedpur,AI166
Air India,Coimbatore,Ranchi,AI718
Air India,Coimbatore,Bengaluru,AI285
Air India,Coimbatore,Mysuru,AI354
Air India,Coimbatore,Thiruvananthapuram,AI420
Air India,Coimbatore,Gwalior,AI480
Air India,Coimbatore,Indore,AI575
Air India,Coimbatore,Bhopal,AI464
Air India,Coimbatore,Navi Mumbai,AI224
Air India,Coimbatore,Nashik,AI331
Air India,Coimbatore,Pune,AI579
Air India,Coimbatore,Imphal,AI412
Air India,Coimbatore,Shillong,AI681
Air India,Coimbatore,Puri,AI562
Air India,Coimbatore,Bhubaneswar,AI704
Air India,Coimbatore,Ludhiana,AI865
Air India,Coimbatore,Amritsar,AI139
Air India,Coimbatore,Jaipur,AI942
Air India,Coimbatore,Udaipur,AI934
Air India,Coimbatore,Gangtok,AI892
Air India,Coimbatore,Chennai,AI470
Air India,Coimbatore,Hyderabad,AI737
Air India,Coimbatore,Khowai,AI874
Air India,Coimbatore,Ayodhya,AI610
Air India,Coimbatore,Varanasi,AI740
Air India,Coimbatore,Prayagraj,AI552
Air India,Coimbatore,Dehradun,AI878
Air India,Coimbatore,Kolkata,AI152
Air India,Coimbatore,Delhi NCR,AI308
Air India,Coimbatore,Chandigarh,AI373
Air India,Coimbatore,Puducherry,AI662
Air India,Coimbatore,Diu,AI234
Air India,Coimbatore,Srinagar,AI394
Air India,Chennai,Tirupati,AI264
Air India,Chennai,Visakhapatnam,AI474
Air India,Chennai,Vijayawada,AI372
Air India,Chennai,Itanagar,AI399
Air India,Chennai,Dhubri,AI936
Air India,Chennai,Guwahati,AI170
Air India,Chennai,Patna,AI293
Air India,Chennai,Raipur,AI901
Air India,Chennai,Bilaspur,AI774
Air India,Chennai,Raigarh,AI925
Air India,Chennai,Mopa,AI234
Air India,Chennai,Dabolim,AI868
Air India,Chennai,Ahmedabad,AI327
Air India,Chennai,Surat,AI293
Air India,Chennai,Vadodara,AI779
Air India,Chennai,Hisar,AI733
Air India,Chennai,Shimla,AI887
Air India,Chennai,Kullu-Manali,AI981
Air India,Chennai,Jamshedpur,AI523
Air India,Chennai,Ranchi,AI326
Air India,Chennai,Bengaluru,AI152
Air India,Chennai,Mysuru,AI303
Air India,Chennai,Thiruvananthapuram,AI690
Air India,Chennai,Gwalior,AI169
Air India,Chennai,Indore,AI545
Air India,Chennai,Bhopal,AI915
Air India,Chennai,Mumbai,AI196
Air India,Chennai,Navi Mumbai,AI837
Air India,Chennai,Nashik,AI470
Air India,Chennai,Pune,AI589
Air India,Chennai,Imphal,AI188
Air India,Chennai,Shillong,AI736
Air India,Chennai,Puri,AI806
Air India,Chennai,Bhubaneswar,AI778
Air India,Chennai,Ludhiana,AI943
Air India,Chennai,Amritsar,AI541
Air India,Chennai,Jaipur,AI376
Air India,Chennai,Udaipur,AI604
Air India,Chennai,Kota,AI396
Air India,Chennai,Gangtok,AI514
Air India,Chennai,Coimbatore,AI469
Air India,Chennai,Hyderabad,AI548
Air India,Chennai,Khowai,AI815
Air India,Chennai,Ayodhya,AI596
Air India,Chennai,Varanasi,AI224
Air India,Chennai,Prayagraj,AI129
Air India,Chennai,Dehradun,AI745
Air India,Chennai,Kolkata,AI723
Air India,Chennai,Delhi NCR,AI918
Air India,Chennai,Chandigarh,AI345
Air India,Chennai,Puducherry,AI826
Air India,Chennai,Diu,AI262
Air India,Chennai,Srinagar,AI418
Air India,Hyderabad,Tirupati,AI813
Air India,Hyderabad,Visakhapatnam,AI265
Air India,Hyderabad,Vijayawada,AI241
Air India,Hyderabad,Itanagar,AI546
Air India,Hyderabad,Dhubri,AI169
Air India,Hyderabad,Guwahati,AI131
Air India,Hyderabad,Patna,AI650
Air India,Hyderabad,Raipur,AI670
Air India,Hyderabad,Bilaspur,AI698
Air India,Hyderabad,Raigarh,AI770
Air India,Hyderabad,Mopa,AI751
Air India,Hyderabad,Dabolim,AI257
Air India,Hyderabad,Vadodara,AI487
Air India,Hyderabad,Hisar,AI444
Air India,Hyderabad,Shimla,AI210
Air India,Hyderabad,Kullu-Manali,AI585
Air India,Hyderabad,Jamshedpur,AI518
Air India,Hyderabad,Ranchi,AI600
Air India,Hyderabad,Bengaluru,AI365
Air India,Hyderabad,Mysuru,AI960
Air India,Hyderabad,Thiruvananthapuram,AI794
Air India,Hyderabad,Gwalior,AI617
Air India,Hyderabad,Indore,AI946
Air India,Hyderabad,Mumbai,AI402
Air India,Hyderabad,Navi Mumbai,AI298
Air India,Hyderabad,Nashik,AI284
Air India,Hyderabad,Pune,AI552
Air India,Hyderabad,Imphal,AI353
Air India,Hyderabad,Shillong,AI162
Air India,Hyderabad,Puri,AI707
Air India,Hyderabad,Bhubaneswar,AI924
Air India,Hyderabad,Ludhiana,AI681
Air India,Hyderabad,Amritsar,AI851
Air India,Hyderabad,Jaipur,AI689
Air India,Hyderabad,Udaipur,AI194
Air India,Hyderabad,Kota,AI777
Air India,Hyderabad,Gangtok,AI986
Air India,Hyderabad,Coimbatore,AI738
Air India,Hyderabad,Chennai,AI547
Air India,Hyderabad,Khowai,AI664
Air India,Hyderabad,Ayodhya,AI114
Air India,Hyderabad,Varanasi,AI665
Air India,Hyderabad,Prayagraj,AI517
Air India,Hyderabad,Dehradun,AI195
Air India,Hyderabad,Kolkata,AI330
Air India,Hyderabad,Delhi NCR,AI961
Air India,Hyderabad,Chandigarh,AI216
Air India,Hyderabad,Puducherry,AI572
Air India,Hyderabad,Srinagar,AI763
Air India,Khowai,Tirupati,AI531
Air India,Khowai,Visakhapatnam,AI480
Air India,Khowai,Vijayawada,AI351
Air India,Khowai,Itanagar,AI262
Air India,Khowai,Dhubri,AI877
Air India,Khowai,Guwahati,AI979
Air India,Khowai,Patna,AI560
Air India,Khowai,Raipur,AI778
Air India,Khowai,Bilaspur,AI677
Air India,Khowai,Raigarh,AI642
Air India,Khowai,Mopa,AI367
Air India,Khowai,Dabolim,AI341
Air India,Khowai,Ahmedabad,AI776
Air India,Khowai,Surat,AI146
Air India,Khowai,Vadodara,AI794
Air India,Khowai,Hisar,AI196
Air India,Khowai,Shimla,AI898
Air India,Khowai,Kullu-Manali,AI559
Air India,Khowai,Jamshedpur,AI437
Air India,Khowai,Ranchi,AI323
Air India,Khowai,Bengaluru,AI487
Air India,Khowai,Mysuru,AI119
Air India,Khowai,Gwalior,AI764
Air India,Khowai,Indore,AI847
Air India,Khowai,Bhopal,AI447
Air India,Khowai,Mumbai,AI325
Air India,Khowai,Navi Mumbai,AI424
Air India,Khowai,Nashik,AI410
Air India,Khowai,Pune,AI447
Air India,Khowai,Imphal,AI222
Air India,Khowai,Shillong,AI723
Air India,Khowai,Puri,AI582
Air India,Khowai,Bhubaneswar,AI301
Air India,Khowai,Ludhiana,AI396
Air India,Khowai,Amritsar,AI429
Air India,Khowai,Jaipur,AI142
Air India,Khowai,Udaipur,AI582
Air India,Khowai,Kota,AI509
Air India,Khowai,Gangtok,AI625
Air India,Khowai,Coimbatore,AI873
Air India,Khowai,Chennai,AI816
Air India,Khowai,Hyderabad,AI663
Air India,Khowai,Ayodhya,AI952
Air India,Khowai,Varanasi,AI257
Air India,Khowai,Prayagraj,AI610
Air India,Khowai,Dehradun,AI833
Air India,Khowai,Kolkata,AI398
Air India,Khowai,Delhi NCR,AI621
Air India,Khowai,Chandigarh,AI822
Air India,Khowai,Puducherry,AI379
Air India,Khowai,Diu,AI525
Air India,Khowai,Srinagar,AI954
Air India,Ayodhya,Tirupati,AI447
Air India,Ayodhya,Visakhapatnam,AI464
Air India,Ayodhya,Vijayawada,AI861
Air India,Ayodhya,Itanagar,AI563
Air India,Ayodhya,Dhubri,AI646
Air India,Ayodhya,Guwahati,AI437
Air India,Ayodhya,Raipur,AI836
Air India,Ayodhya,Bilaspur,AI636
Air India,Ayodhya,Raigarh,AI107
Air India,Ayodhya,Mopa,AI266
Air India,Ayodhya,Dabolim,AI986
Air India,Ayodhya,Ahmedabad,AI298
Air India,Ayodhya,Surat,AI826
Air India,Ayodhya,Vadodara,AI865
Air India,Ayodhya,Hisar,AI937
Air India,Ayodhya,Shimla,AI536
Air India,Ayodhya,Kullu-Manali,AI366
Air India,Ayodhya,Jamshedpur,AI656
Air India,Ayodhya,Ranchi,AI380
Air India,Ayodhya,Bengaluru,AI436
Air India,Ayodhya,Mysuru,AI735
Air India,Ayodhya,Thiruvananthapuram,AI505
Air India,Ayodhya,Indore,AI705
Air India,Ayodhya,Bhopal,AI385
Air India,Ayodhya,Mumbai,AI513
Air India,Ayodhya,Navi Mumbai,AI221
Air India,Ayodhya,Nashik,AI113
Air India,Ayodhya,Pune,AI287
Air India,Ayodhya,Imphal,AI672
Air India,Ayodhya,Shillong,AI858
Air India,Ayodhya,Puri,AI397
Air India,Ayodhya,Bhubaneswar,AI536
Air India,Ayodhya,Ludhiana,AI550
Air India,Ayodhya,Amritsar,AI717
Air India,Ayodhya,Jaipur,AI882
Air India,Ayodhya,Udaipur,AI455
Air India,Ayodhya,Kota,AI934
Air India,Ayodhya,Gangtok,AI943
Air India,Ayodhya,Coimbatore,AI609
