user_id,Pickup_Location,rental_date,duration,return_date,car_id,total_amount
322,Mysuru,21-04-2022,2,23-04-2022,10204,12700
322,Mopa,27-05-2022,7,03-06-2022,3464,39200
322,Bhubaneswar,14-07-2022,5,19-07-2022,7917,63750
322,Puducherry,25-08-2022,5,30-08-2022,2807,24500
322,Vadodara,01-09-2022,2,03-09-2022,3924,16800
322,Prayagraj,15-09-2022,1,16-09-2022,3725,11800
322,Indore,27-10-2022,1,28-10-2022,10115,7250
322,Bhopal,10-11-2022,6,16-11-2022,7126,76800
322,Udaipur,23-02-2023,7,02-03-2023,8762,72100
322,Gwalior,23-03-2023,1,24-03-2023,1815,5400
322,Vijayawada,06-04-2023,4,10-04-2023,1634,31400
322,Khowai,25-05-2023,2,27-05-2023,1064,11100
322,Bilaspur,08-06-2023,7,15-06-2023,2538,77700
322,Ahmedabad,22-06-2023,3,25-06-2023,775,24000
322,Prayagraj,29-06-2023,3,02-07-2023,3784,24000
323,Navi Mumbai,18-10-2019,7,25-10-2019,1317,89250
323,Surat,31-10-2019,7,07-11-2019,8483,52850
323,Ludhiana,14-11-2019,2,16-11-2019,4083,15200
323,Jamshedpur,09-01-2020,4,13-01-2020,3012,25600
323,Jaipur,17-01-2020,1,18-01-2020,7294,10900
323,Dabolim,23-01-2020,7,30-01-2020,504,43750
323,Bhopal,20-02-2020,3,23-02-2020,7043,20700
323,Chandigarh,27-02-2020,2,29-02-2020,9153,18000
323,Jamshedpur,24-04-2020,7,01-05-2020,3163,65100
323,Bilaspur,30-04-2020,2,02-05-2020,2461,23900
323,Mopa,02-07-2020,7,09-07-2020,3583,51800
323,Dehradun,03-09-2020,2,05-09-2020,5022,35900
323,Patna,01-10-2020,7,08-10-2020,10583,52500
323,Amritsar,22-10-2020,4,26-10-2020,6955,34000
323,Udaipur,29-10-2020,1,30-10-2020,8645,10200
323,Itanagar,05-11-2020,1,06-11-2020,5730,12900
323,Raipur,17-12-2020,4,21-12-2020,2663,20200
323,Khowai,24-12-2020,6,30-12-2020,1160,37800
323,Gangtok,07-01-2021,5,12-01-2021,6433,34250
323,Visakhapatnam,14-01-2021,2,16-01-2021,9849,16400
323,Coimbatore,04-02-2021,5,09-02-2021,62,90500
323,Dhubri,11-03-2021,5,16-03-2021,6040,21750
323,Gwalior,18-03-2021,5,23-03-2021,1867,35500
323,Hisar,01-05-2021,4,05-05-2021,9721,41600
323,Kota,23-04-2021,6,29-04-2021,8327,40800
323,Ahmedabad,13-05-2021,1,14-05-2021,711,5750
323,Imphal,10-06-2021,4,14-06-2021,9438,39400
323,Pune,21-10-2021,3,24-10-2021,1442,22650
323,Indore,11-11-2021,2,13-11-2021,10184,16200
323,Tirupati,25-11-2021,7,02-12-2021,4852,45850
323,Vijayawada,09-12-2021,7,16-12-2021,1621,82950
323,Shimla,30-12-2021,1,31-12-2021,9291,8250
323,Thiruvananthapuram,13-01-2022,3,16-01-2022,8002,22350
323,Vijayawada,20-01-2022,2,22-01-2022,1669,17100
323,Kota,27-01-2022,2,29-01-2022,8371,20000
323,Chennai,17-02-2022,7,24-02-2022,4454,71400
323,Vijayawada,03-03-2022,4,07-03-2022,1742,79600
323,Visakhapatnam,10-03-2022,7,17-03-2022,9898,72800
323,Hisar,07-04-2022,4,11-04-2022,9672,18400
323,Varanasi,28-04-2022,7,05-05-2022,5933,79100
323,Bhopal,05-05-2022,3,08-05-2022,7120,15750
323,Dhubri,12-05-2022,3,15-05-2022,6064,16650
323,Kota,28-07-2022,3,31-07-2022,8245,30150
323,Mopa,26-08-2022,7,02-09-2022,3584,55300
323,Kullu-Manali,15-09-2022,3,18-09-2022,7434,23700
323,Puducherry,03-11-2022,7,10-11-2022,2992,49000
323,Raigarh,17-11-2022,4,21-11-2022,4295,24800
324,Ranchi,07-11-2019,5,12-11-2019,400,36000
324,Raipur,16-01-2020,4,20-01-2020,2673,28200
324,Prayagraj,30-01-2020,1,31-01-2020,3713,7700
324,Ahmedabad,27-02-2020,1,28-02-2020,723,8500
324,Puri,05-03-2020,7,12-03-2020,4668,42700
324,Prayagraj,12-03-2020,3,15-03-2020,3644,19650
324,Chandigarh,26-03-2020,6,01-04-2020,9105,53400
324,Varanasi,14-05-2020,6,20-05-2020,5933,67800
324,Tirupati,02-08-2020,3,05-08-2020,4853,28650
324,Ayodhya,06-09-2020,3,09-09-2020,7754,29400
324,Mumbai,13-08-2020,6,19-08-2020,10728,45000
324,Bilaspur,27-08-2020,7,03-09-2020,2434,54600
325,Thiruvananthapuram,26-09-2019,1,27-09-2019,8188,8800
325,Kolkata,14-11-2019,1,15-11-2019,6209,7950
325,Jaipur,28-11-2019,4,02-12-2019,7332,34000
325,Puri,12-12-2019,4,16-12-2019,4688,25000
325,Chandigarh,26-12-2019,1,27-12-2019,9131,9500
325,Gwalior,09-01-2020,5,14-01-2020,1955,41500
325,Vadodara,23-01-2020,3,26-01-2020,3938,34200
325,Puducherry,30-01-2020,1,31-01-2020,2930,12800
325,Kolkata,06-02-2020,1,07-02-2020,6369,10800
325,Bilaspur,19-03-2020,4,23-03-2020,2541,54400
325,Vijayawada,02-04-2020,2,04-04-2020,1763,18800
325,Khowai,02-07-2020,3,05-07-2020,1081,27600
325,Dhubri,06-08-2020,1,07-08-2020,6041,8550
325,Visakhapatnam,03-09-2020,3,06-09-2020,9847,15600
325,Indore,17-09-2020,5,22-09-2020,10123,43500
325,Itanagar,24-09-2020,4,28-09-2020,5708,27000
325,Vijayawada,12-12-2020,1,13-12-2020,1616,4850
325,Bhopal,24-12-2020,6,30-12-2020,7041,51600
325,Bengaluru,07-01-2021,7,14-01-2021,2194,77000
325,Bhopal,21-01-2021,4,25-01-2021,7146,37200
325,Mysuru,28-01-2021,5,02-02-2021,10352,31500
325,Navi Mumbai,18-03-2021,5,23-03-2021,1239,24500
325,Varanasi,25-03-2021,3,28-03-2021,5813,28050
325,Jaipur,22-04-2021,4,26-04-2021,7259,24800
325,Navi Mumbai,10-06-2021,3,13-06-2021,1372,27000
325,Prayagraj,22-07-2021,3,25-07-2021,3702,56100
325,Navi Mumbai,09-09-2021,1,10-09-2021,1358,11900
325,Jaipur,30-09-2021,2,02-10-2021,7298,20800
325,Jamshedpur,07-10-2021,3,10-10-2021,3099,20250
325,Nashik,11-11-2021,3,14-11-2021,3321,31200
325,Ahmedabad,18-11-2021,7,25-11-2021,792,49000
325,Srinagar,16-12-2021,3,19-12-2021,5288,18750
325,Chennai,18-02-2022,7,25-02-2022,4520,37800
325,Bhubaneswar,24-03-2022,1,25-03-2022,7984,8100
325,Imphal,31-03-2022,6,06-04-2022,9476,42300
325,Guwahati,21-04-2022,7,28-04-2022,2368,58100
325,Guwahati,28-04-2022,5,03-05-2022,2308,34000
325,Khowai,05-05-2022,2,07-05-2022,1176,15200
325,Bhopal,07-07-2022,6,13-07-2022,7094,64500
325,Shillong,28-07-2022,6,03-08-2022,6726,77400
325,Varanasi,29-09-2022,5,04-10-2022,5865,40250
326,Hisar,24-10-2019,4,28-10-2019,9729,39600
326,Mopa,19-12-2019,6,25-12-2019,3465,48600
326,Mumbai,09-01-2020,5,14-01-2020,10722,47500
326,Ayodhya,16-01-2020,3,19-01-2020,7758,35400
326,Chandigarh,09-04-2020,6,15-04-2020,9087,35400
326,Diu,23-04-2020,3,26-04-2020,8886,35250
326,Ayodhya,30-04-2020,5,05-05-2020,7664,27750
326,Dabolim,14-05-2020,7,21-05-2020,547,62300
326,Kullu-Manali,21-05-2020,2,23-05-2020,7519,11500
326,Indore,11-06-2020,3,14-06-2020,10104,18750
326,Delhi NCR,18-06-2020,3,21-06-2020,5406,32850
326,Delhi NCR,25-06-2020,7,02-07-2020,5422,125650
326,Puducherry,06-08-2020,3,09-08-2020,2802,22200
326,Varanasi,13-08-2020,5,18-08-2020,5971,50000
326,Mysuru,20-08-2020,2,22-08-2020,10371,20000
326,Surat,03-09-2020,7,10-09-2020,8414,69300
326,Mopa,08-11-2020,2,10-11-2020,3410,21900
326,Nashik,22-10-2020,1,23-10-2020,3356,8900
326,Vadodara,12-11-2020,4,16-11-2020,3905,35000
326,Raigarh,17-12-2020,1,18-12-2020,4263,5050
326,Hisar,07-02-2021,6,13-02-2021,9723,52200
326,Patna,14-01-2021,1,15-01-2021,10447,5100
326,Dhubri,11-02-2021,5,16-02-2021,6040,21750
326,Tirupati,25-02-2021,6,03-03-2021,4874,48300
326,Ranchi,15-04-2021,5,20-04-2021,380,47500
326,Coimbatore,22-04-2021,2,24-04-2021,154,19600
326,Gangtok,10-07-2021,7,17-07-2021,6439,33950
326,Ahmedabad,01-07-2021,5,06-07-2021,713,38750
326,Nashik,29-07-2021,5,03-08-2021,3378,60500
326,Visakhapatnam,05-08-2021,7,12-08-2021,9991,54600
326,Bengaluru,07-10-2021,2,09-10-2021,2152,13000
326,Puducherry,21-10-2021,7,28-10-2021,2826,51800
326,Ludhiana,23-12-2021,1,24-12-2021,4049,8150
326,Indore,10-03-2022,2,12-03-2022,10045,20200
326,Mumbai,17-03-2022,6,23-03-2022,10630,80700
326,Chennai,24-03-2022,3,27-03-2022,4436,20850
326,Navi Mumbai,31-03-2022,5,05-04-2022,1264,28250
326,Prayagraj,14-04-2022,5,19-04-2022,3711,28500
326,Jamshedpur,21-04-2022,1,22-04-2022,3080,4650
326,Vadodara,28-04-2022,3,01-05-2022,3885,32250
326,Guwahati,12-05-2022,7,19-05-2022,2249,57050
326,Ayodhya,26-05-2022,6,01-06-2022,7631,29100
326,Vadodara,21-07-2022,3,24-07-2022,4000,21300
326,Visakhapatnam,25-08-2022,1,26-08-2022,9920,5400
326,Jamshedpur,01-09-2022,5,06-09-2022,3046,55750
326,Itanagar,29-09-2022,6,05-10-2022,5762,60600
326,Kota,20-10-2022,6,26-10-2022,8366,81000
326,Guwahati,03-11-2022,2,05-11-2022,2394,21600
326,Bilaspur,18-11-2022,6,24-11-2022,2432,25800
326,Diu,24-11-2022,1,25-11-2022,8928,7400
326,Jamshedpur,09-02-2023,6,15-02-2023,3197,87000
326,Puri,16-02-2023,4,20-02-2023,4762,40400
326,Bhubaneswar,16-03-2023,3,19-03-2023,7846,33300
326,Udaipur,30-03-2023,4,03-04-2023,8779,35200
326,Diu,13-04-2023,2,15-04-2023,8885,21500
327,Vadodara,28-11-2019,1,29-11-2019,3899,6750
327,Kolkata,12-12-2019,6,18-12-2019,6310,86400
327,Jamshedpur,26-12-2019,4,30-12-2019,3155,33600
327,Mopa,09-02-2020,2,11-02-2020,3424,10900
327,Chandigarh,06-02-2020,4,10-02-2020,9109,37600
327,Ayodhya,13-02-2020,7,20-02-2020,7764,63000
327,Kolkata,02-04-2020,2,04-04-2020,6311,11800
327,Bhopal,16-04-2020,7,23-04-2020,7056,35700
327,Bengaluru,23-04-2020,1,24-04-2020,2012,6450
327,Prayagraj,04-06-2020,2,06-06-2020,3710,28400
327,Bhopal,11-06-2020,3,14-06-2020,7141,41400
327,Bilaspur,25-06-2020,6,01-07-2020,2511,33600
327,Mysuru,16-07-2020,5,21-07-2020,10396,47500
327,Coimbatore,23-07-2020,7,30-07-2020,121,72100
327,Puri,13-08-2020,5,18-08-2020,4702,93750
327,Coimbatore,21-08-2020,4,25-08-2020,12,25600
327,Shimla,24-09-2020,7,01-10-2020,9313,54250
327,Ayodhya,15-10-2020,5,20-10-2020,7635,31750
327,Hisar,22-10-2020,1,23-10-2020,9745,9900
328,Puri,26-09-2019,6,02-10-2019,4633,41400
328,Prayagraj,03-10-2019,1,04-10-2019,3782,20500
328,Surat,10-10-2019,7,17-10-2019,8462,126700
328,Udaipur,07-11-2019,5,12-11-2019,8687,29500
328,Khowai,28-11-2019,2,30-11-2019,1031,9700
328,Indore,02-01-2020,6,08-01-2020,10042,45600
328,Gangtok,16-01-2020,2,18-01-2020,6585,21000
328,Dehradun,13-02-2020,3,16-02-2020,5058,28950
328,Prayagraj,12-03-2020,7,19-03-2020,3704,43400
328,Mumbai,16-04-2020,6,22-04-2020,10797,88800
328,Ayodhya,07-05-2020,2,09-05-2020,7727,13600
328,Khowai,21-05-2020,5,26-05-2020,1009,39250
328,Kota,28-05-2020,1,29-05-2020,8272,4550
328,Dhubri,04-06-2020,5,09-06-2020,6077,60250
328,Mysuru,18-06-2020,3,21-06-2020,10255,16650
328,Patna,25-06-2020,7,02-07-2020,10449,56700
328,Dabolim,02-08-2020,3,05-08-2020,501,38250
328,Chennai,09-07-2020,2,11-07-2020,4476,14400
328,Kota,30-07-2020,4,03-08-2020,8259,24200
328,Mysuru,20-08-2020,6,26-08-2020,10282,49200
328,Chandigarh,24-09-2020,4,28-09-2020,9069,34800
328,Chennai,15-10-2020,5,20-10-2020,4446,56000
328,Thiruvananthapuram,12-11-2020,4,16-11-2020,8091,33600
328,Bengaluru,03-12-2020,3,06-12-2020,2189,34500
328,Bengaluru,10-12-2020,6,16-12-2020,2101,76800
328,Khowai,17-12-2020,2,19-12-2020,1120,10400
328,Puri,21-01-2021,1,22-01-2021,4797,14600
328,Ranchi,28-01-2021,2,30-01-2021,324,16800
328,Navi Mumbai,25-03-2021,5,30-03-2021,1244,33250
328,Surat,15-04-2021,5,20-04-2021,8481,46250
328,Thiruvananthapuram,27-05-2021,3,30-05-2021,8098,31200
328,Imphal,10-06-2021,6,16-06-2021,9496,34200
328,Mumbai,17-06-2021,4,21-06-2021,10630,53800
328,Patna,24-06-2021,6,30-06-2021,10422,107400
328,Vadodara,01-07-2021,1,02-07-2021,3870,13600
328,Shimla,08-07-2021,1,09-07-2021,9383,7600
328,Kullu-Manali,12-08-2021,6,18-08-2021,7544,44400
328,Patna,07-11-2021,1,08-11-2021,10569,10500
328,Shillong,26-11-2021,2,28-11-2021,6635,12800
328,Mumbai,06-02-2022,6,12-02-2022,10683,46200
328,Vijayawada,13-01-2022,3,16-01-2022,1717,38250
328,Gangtok,03-02-2022,5,08-02-2022,6487,28500
328,Guwahati,10-02-2022,7,17-02-2022,2284,51100
328,Indore,24-03-2022,1,25-03-2022,10073,7100
328,Puri,31-03-2022,5,05-04-2022,4611,37000
328,Hisar,07-05-2022,4,11-05-2022,9772,36400
328,Dabolim,28-04-2022,7,05-05-2022,587,68600
328,Srinagar,26-05-2022,4,30-05-2022,5217,35600
328,Hyderabad,02-06-2022,2,04-06-2022,884,14800
328,Imphal,07-07-2022,3,10-07-2022,9504,18600
328,Srinagar,14-07-2022,2,16-07-2022,5358,23600
329,Guwahati,10-10-2019,4,14-10-2019,2398,51200
329,Khowai,17-10-2019,3,20-10-2019,1085,32100
329,Prayagraj,06-02-2020,2,08-02-2020,3751,13600
329,Surat,05-03-2020,4,09-03-2020,8588,34400
329,Kullu-Manali,26-03-2020,4,30-03-2020,7567,30400
329,Chennai,02-04-2020,3,05-04-2020,4459,18600
329,Thiruvananthapuram,23-04-2020,4,27-04-2020,8164,37200
329,Khowai,30-04-2020,5,05-05-2020,1084,36000
329,Visakhapatnam,07-05-2020,5,12-05-2020,9804,32250
329,Raigarh,04-07-2020,3,07-07-2020,4352,18900
329,Dabolim,06-08-2020,2,08-08-2020,568,16600
329,Chennai,13-08-2020,4,17-08-2020,4469,34800
329,Nashik,28-08-2020,4,01-09-2020,3290,46800
329,Dhubri,10-09-2020,6,16-09-2020,6073,42300
329,Mopa,22-10-2020,1,23-10-2020,3424,5450
329,Bhopal,05-11-2020,1,06-11-2020,7199,7500
329,Ahmedabad,19-11-2020,2,21-11-2020,605,19800
329,Mysuru,31-12-2020,6,06-01-2021,10311,34200
329,Mopa,07-02-2021,7,14-02-2021,3403,47250
329,Visakhapatnam,14-01-2021,5,19-01-2021,9939,40000
329,Amritsar,25-02-2021,3,28-02-2021,6981,44400
329,Guwahati,08-04-2021,1,09-04-2021,2329,9900
329,Vadodara,06-05-2021,5,11-05-2021,3923,43500
329,Gwalior,20-05-2021,4,24-05-2021,1966,54000
329,Raipur,10-07-2021,7,17-07-2021,2795,64400
329,Ranchi,25-06-2021,4,29-06-2021,373,48800
329,Hisar,08-07-2021,6,14-07-2021,9647,30600
329,Bhopal,22-07-2021,3,25-07-2021,7113,23250
329,Shimla,12-08-2021,2,14-08-2021,9364,18200
329,Kota,02-09-2021,2,04-09-2021,8259,12100
329,Chandigarh,16-09-2021,4,20-09-2021,9136,28000
329,Indore,30-09-2021,1,01-10-2021,10005,9900
329,Gwalior,04-11-2021,4,08-11-2021,1976,30000
329,Visakhapatnam,18-11-2021,1,19-11-2021,9923,8800
329,Delhi NCR,02-12-2021,3,05-12-2021,5549,31500
329,Gangtok,09-12-2021,4,13-12-2021,6566,54000
329,Hisar,17-12-2021,1,18-12-2021,9645,10100
329,Ayodhya,24-12-2021,3,27-12-2021,7691,24600
329,Gangtok,06-01-2022,2,08-01-2022,6572,18000
329,Kolkata,20-01-2022,5,25-01-2022,6233,34750
329,Indore,28-01-2022,4,01-02-2022,10165,50400
329,Visakhapatnam,10-02-2022,5,15-02-2022,9858,48500
329,Guwahati,10-03-2022,4,14-03-2022,2316,31200
329,Raigarh,31-03-2022,1,01-04-2022,4302,18700
329,Hyderabad,28-04-2022,6,04-05-2022,938,69000
329,Patna,19-05-2022,4,23-05-2022,10568,32000
329,Tirupati,14-07-2022,3,17-07-2022,4870,40650
329,Ahmedabad,04-08-2022,6,10-08-2022,636,41400
329,Khowai,25-08-2022,4,29-08-2022,1085,42800
329,Dehradun,01-09-2022,4,05-09-2022,5123,34800
329,Ranchi,08-09-2022,6,14-09-2022,351,41400
329,Ahmedabad,15-09-2022,2,17-09-2022,751,13400
329,Kullu-Manali,29-09-2022,4,03-10-2022,7468,24400
329,Udaipur,27-10-2022,4,31-10-2022,8788,35200
329,Itanagar,10-11-2022,5,15-11-2022,5617,44500
329,Kolkata,17-11-2022,6,23-11-2022,6224,32700
329,Delhi NCR,08-12-2022,1,09-12-2022,5405,9950
329,Raipur,22-12-2022,7,29-12-2022,2786,71400
330,Ayodhya,03-10-2019,2,05-10-2019,7636,13700
330,Bhopal,10-10-2019,7,17-10-2019,7120,36750
330,Jamshedpur,17-10-2019,1,18-10-2019,3163,9300
330,Ahmedabad,24-10-2019,7,31-10-2019,755,57400
330,Dhubri,29-11-2019,7,06-12-2019,6190,112000
330,Jamshedpur,12-12-2019,4,16-12-2019,3011,29600
330,Varanasi,26-12-2019,7,02-01-2020,5881,64400
330,Navi Mumbai,02-01-2020,3,05-01-2020,1302,56250
330,Pune,09-02-2020,6,15-02-2020,1540,52800
330,Visakhapatnam,30-01-2020,6,05-02-2020,9925,72000
330,Ludhiana,17-04-2020,3,20-04-2020,4112,15900
330,Guwahati,23-04-2020,5,28-04-2020,2262,90750
330,Visakhapatnam,30-04-2020,7,07-05-2020,9822,125650
330,Chennai,25-06-2020,7,02-07-2020,4487,41300
330,Dehradun,16-07-2020,5,21-07-2020,5053,48250
330,Thiruvananthapuram,17-09-2020,2,19-09-2020,8112,10800
330,Dhubri,01-01-2021,6,07-01-2021,6160,38400
330,Ahmedabad,28-01-2021,6,03-02-2021,711,34500
330,Guwahati,11-02-2021,6,17-02-2021,2318,64800
330,Puducherry,25-02-2021,1,26-02-2021,2809,7900
330,Bengaluru,01-04-2021,3,04-04-2021,2130,39000
330,Guwahati,08-04-2021,7,15-04-2021,2288,44100
330,Prayagraj,15-04-2021,4,19-04-2021,3625,31400
330,Ahmedabad,29-04-2021,3,02-05-2021,643,20700
330,Raigarh,13-05-2021,1,14-05-2021,4357,13800
330,Shimla,20-05-2021,3,23-05-2021,9384,24300
330,Ranchi,01-07-2021,6,07-07-2021,302,112800
330,Patna,05-08-2021,5,10-08-2021,10596,47500
330,Nashik,12-08-2021,5,17-08-2021,3237,59250
330,Mysuru,19-08-2021,7,26-08-2021,10260,47950
330,Jamshedpur,26-08-2021,6,01-09-2021,3187,57000
330,Gangtok,02-09-2021,6,08-09-2021,6436,41100
330,Bilaspur,23-09-2021,4,27-09-2021,2533,44400
330,Shimla,30-09-2021,3,03-10-2021,9245,30300
330,Chennai,21-10-2021,2,23-10-2021,4467,14400
330,Gwalior,04-11-2021,7,11-11-2021,1896,39900
330,Coimbatore,26-11-2021,3,29-11-2021,72,13800
330,Shimla,02-12-2021,5,07-12-2021,9375,40500
330,Kullu-Manali,23-12-2021,3,26-12-2021,7595,27300
330,Mopa,06-01-2022,5,11-01-2022,3502,93250
330,Kullu-Manali,20-01-2022,2,22-01-2022,7506,16500
330,Coimbatore,17-02-2022,5,22-02-2022,12,32000
330,Chandigarh,10-03-2022,3,13-03-2022,9048,17100
331,Chandigarh,07-11-2019,6,13-11-2019,9008,32700
331,Udaipur,28-11-2019,4,02-12-2019,8771,41200
331,Hisar,13-05-2019,2,15-05-2019,9646,22200
331,Dhubri,12-12-2019,4,16-12-2019,6070,54200
331,Ranchi,02-01-2020,3,05-01-2020,370,41100
331,Gangtok,21-02-2020,7,28-02-2020,6543,47600
331,Ahmedabad,12-03-2020,4,16-03-2020,725,46800
331,Ludhiana,14-05-2020,1,15-05-2020,4008,5450
331,Vijayawada,02-07-2020,6,08-07-2020,1714,52500
331,Tirupati,09-07-2020,4,13-07-2020,4913,30800
331,Shimla,23-07-2020,1,24-07-2020,9263,5100
331,Jaipur,30-07-2020,7,06-08-2020,7349,73500
331,Puri,06-08-2020,4,10-08-2020,4786,40400
331,Pune,10-09-2020,1,11-09-2020,1452,6550
331,Bilaspur,29-10-2020,1,30-10-2020,2466,7450
331,Ranchi,05-11-2020,1,06-11-2020,266,7650
331,Bengaluru,12-11-2020,7,19-11-2020,2167,56000
331,Jaipur,17-12-2020,2,19-12-2020,7216,9900
331,Shimla,21-01-2021,2,23-01-2021,9380,18800
331,Jaipur,04-02-2021,4,08-02-2021,7355,34000
331,Patna,11-02-2021,3,14-02-2021,10497,29250
331,Coimbatore,04-03-2021,6,10-03-2021,117,76200
331,Kolkata,11-03-2021,2,13-03-2021,6379,17600
331,Puducherry,20-05-2021,3,23-05-2021,2954,29400
331,Gangtok,03-06-2021,7,10-06-2021,6457,63350
331,Chennai,17-06-2021,2,19-06-2021,4411,14900
331,Surat,29-07-2021,6,04-08-2021,8532,50400
331,Chandigarh,24-09-2021,2,26-09-2021,9030,26900
331,Imphal,30-09-2021,4,04-10-2021,9418,37400
331,Ahmedabad,07-10-2021,7,14-10-2021,797,101500
331,Gwalior,28-10-2021,5,02-11-2021,1895,31000
331,Varanasi,11-11-2021,7,18-11-2021,5930,89600
331,Itanagar,02-12-2021,3,05-12-2021,5644,19800
331,Khowai,16-12-2021,7,23-12-2021,1021,82950
331,Diu,24-02-2022,7,03-03-2022,8813,65800
331,Jaipur,03-03-2022,4,07-03-2022,7271,20800
331,Bhopal,10-03-2022,3,13-03-2022,7001,25200
331,Puducherry,26-05-2022,1,27-05-2022,2885,10650
331,Kota,14-07-2022,1,15-07-2022,8265,8050
331,Chandigarh,28-07-2022,1,29-07-2022,9105,8900
332,Tirupati,24-10-2019,1,25-10-2019,4918,10700
332,Itanagar,06-02-2020,7,13-02-2020,5663,35700
332,Diu,13-02-2020,7,20-02-2020,8892,50750
332,Hyderabad,20-02-2020,2,22-02-2020,817,17900
332,Hisar,27-02-2020,7,05-03-2020,9661,84700
332,Chandigarh,12-03-2020,5,17-03-2020,9196,49000
332,Visakhapatnam,23-04-2020,6,29-04-2020,9999,46800
332,Mysuru,14-05-2020,4,18-05-2020,10297,38800
332,Amritsar,18-06-2020,6,24-06-2020,6988,52800
332,Mumbai,23-07-2020,2,25-07-2020,10700,15400
332,Udaipur,30-07-2020,4,03-08-2020,8626,29800
332,Ranchi,06-08-2020,1,07-08-2020,374,12700
332,Shillong,20-08-2020,2,22-08-2020,6684,14500
333,Udaipur,26-12-2019,4,30-12-2019,8723,35200
333,Bhubaneswar,16-01-2020,5,21-01-2020,7931,47000
333,Jaipur,23-01-2020,5,28-01-2020,7263,26000
333,Chandigarh,14-05-2020,3,17-05-2020,9147,27000
333,Udaipur,22-05-2020,4,26-05-2020,8701,51600
334,Amritsar,10-10-2019,1,11-10-2019,6874,8200
334,Delhi NCR,28-11-2019,3,01-12-2019,5460,21000
334,Nashik,26-12-2019,7,02-01-2020,3350,107800
334,Mumbai,02-01-2020,7,09-01-2020,10650,78400
335,Pune,03-10-2019,6,09-10-2019,1427,41100
335,Bilaspur,10-10-2019,7,17-10-2019,2578,84000
335,Ayodhya,17-10-2019,5,22-10-2019,7668,30250
335,Srinagar,24-10-2019,3,27-10-2019,5329,29400
335,Delhi NCR,14-11-2019,2,16-11-2019,5543,14000
335,Hisar,13-05-2019,7,20-05-2019,9767,53200
335,Amritsar,19-12-2019,7,26-12-2019,6926,91000
335,Thiruvananthapuram,09-01-2020,4,13-01-2020,8142,80000
335,Jaipur,16-01-2020,4,20-01-2020,7367,31200
335,Indore,12-03-2020,1,13-03-2020,10189,11100
335,Vijayawada,09-04-2020,6,15-04-2020,1611,44100
335,Kolkata,16-04-2020,7,23-04-2020,6349,73500
335,Dabolim,30-04-2020,4,04-05-2020,435,26000
335,Delhi NCR,14-05-2020,2,16-05-2020,5579,17600
335,Prayagraj,28-05-2020,7,04-06-2020,3610,75950
335,Hisar,16-07-2020,6,22-07-2020,9649,48600
335,Imphal,30-07-2020,2,01-08-2020,9439,9700
335,Indore,13-08-2020,2,15-08-2020,10121,20800
335,Puducherry,20-08-2020,2,22-08-2020,2801,16800
335,Varanasi,03-09-2020,4,07-09-2020,5804,25400
335,Nashik,10-09-2020,1,11-09-2020,3301,12700
335,Raipur,17-09-2020,6,23-09-2020,2795,55200
335,Patna,15-10-2020,6,21-10-2020,10506,49500
335,Ludhiana,23-10-2020,2,25-10-2020,4090,23600
335,Tirupati,19-11-2020,5,24-11-2020,4932,41500
335,Bhopal,03-12-2020,2,05-12-2020,7111,11500
335,Thiruvananthapuram,10-12-2020,4,14-12-2020,8077,48800
335,Bhopal,31-12-2020,3,03-01-2021,7118,32250
336,Itanagar,10-10-2019,7,17-10-2019,5601,58800
336,Indore,14-11-2019,1,15-11-2019,10049,8100
336,Bhopal,05-12-2019,3,08-12-2019,7135,21900
336,Ayodhya,12-12-2019,4,16-12-2019,7668,24200
336,Navi Mumbai,19-12-2019,2,21-12-2019,1211,14800
336,Jamshedpur,21-02-2020,1,22-02-2020,3026,7400
336,Dhubri,05-03-2020,7,12-03-2020,6174,87500
336,Udaipur,26-03-2020,3,29-03-2020,8666,23100
336,Patna,23-04-2020,5,28-04-2020,10405,49500
336,Vadodara,21-05-2020,3,24-05-2020,3947,26700
336,Vadodara,28-05-2020,3,31-05-2020,3908,20250
336,Gwalior,18-06-2020,1,19-06-2020,1890,11700
336,Chandigarh,02-07-2020,1,03-07-2020,9180,9600
336,Indore,13-08-2020,2,15-08-2020,10063,10200
336,Surat,27-08-2020,4,31-08-2020,8515,29000
336,Varanasi,17-09-2020,2,19-09-2020,5949,20600
336,Raipur,12-12-2020,4,16-12-2020,2722,37200
336,Puri,19-11-2020,2,21-11-2020,4642,15200
336,Kolkata,17-12-2020,2,19-12-2020,6337,22000
336,Puducherry,01-01-2021,3,04-01-2021,2949,30900
336,Delhi NCR,21-01-2021,7,28-01-2021,5425,55650
336,Mopa,29-01-2021,7,05-02-2021,3434,55650
336,Pune,25-02-2021,6,03-03-2021,1536,42000
336,Thiruvananthapuram,01-04-2021,6,07-04-2021,8025,47700
336,Surat,15-04-2021,4,19-04-2021,8577,46400
337,Diu,14-11-2019,2,16-11-2019,8822,35800
337,Bhopal,05-03-2020,7,12-03-2020,7195,63000
337,Shillong,19-03-2020,2,21-03-2020,6735,14800
337,Kullu-Manali,26-03-2020,2,28-03-2020,7491,16500
337,Bilaspur,23-04-2020,2,25-04-2020,2454,19900
337,Dhubri,19-06-2020,7,26-06-2020,6069,59850
337,Kolkata,25-06-2020,4,29-06-2020,6350,62000
