travelCode,userCode,pickupLocation,dropoffLocation,carType,rentalAgency,pickupDateTime,dropoffDateTime,rentalDuration,price,totalDistance,fuelPolicy,bookingStatus
254750a1-6250-4ea8-a78e-3b7cf3761237,76bde50f-bbc3-4c0c-af0e-9c37d85d796e,Port Nancy,Millerberg,Luxury,"Lee, Ramirez and Larson",2025-01-22 07:53:18,2025-01-24 07:53:18,2,251,208,Full-to-Full,Cancelled
fdb248ff-cbc6-428d-bfa4-5b686aa67d05,12db5953-02c2-41d1-b25c-887e84381bca,Sheilachester,Taylorchester,SUV,"Parker, Haynes and Baxter",2025-01-23 06:08:53,2025-01-27 06:08:53,4,127,617,Prepaid,Pending
698c0bfe-2677-4614-a5d1-40680d7a8c2c,3094e99a-6b07-4592-865d-604bfb81d765,Lake Derekburgh,Cookhaven,Sedan,Marsh Inc,2025-02-01 08:42:47,2025-02-02 08:42:47,1,90,853,Prepaid,Pending
59e98294-841b-4d49-8122-90e5c27945fd,9d7a083b-69d7-4a9f-8dc7-9422f38c91ff,East Deborah,Lake Juanstad,Hatchback,Waters-Rodgers,2025-01-27 06:25:19,2025-01-30 06:25:19,3,293,771,Prepaid,Cancelled
254da18a-dad0-4493-9a5a-25de3e51d3ad,86a4a23a-bed7-4d63-8659-4d41a4949da8,Susanport,Justinton,Hatchback,Kelly and Sons,2025-01-26 07:04:40,2025-01-27 07:04:40,1,285,293,Full-to-Full,Confirmed
0b45a472-5e01-44b0-9f8c-6346682268a1,3cbbf5d2-0eef-430b-8dfc-7e65707dcc2d,Port Lauraview,New Kyle,Hatchback,"Wilson, Zhang and Cox",2025-01-07 09:59:44,2025-01-09 09:59:44,2,165,612,Full-to-Full,Pending
3f035798-1750-4d94-be1d-275720363fde,457af603-695d-40fd-853e-f0a6c2a6737e,Rowehaven,Salazarstad,Luxury,Goodwin-Sanders,2025-01-19 14:37:13,2025-01-20 14:37:13,1,223,850,Full-to-Full,Cancelled
5e1227aa-3b53-4226-b9bc-5b07392db1d2,f24e5b42-cfac-45f4-80a4-5d66ba95c2e5,Martinbury,Lake Jonathan,Sedan,"Riley, Mcknight and Reeves",2025-01-20 10:00:57,2025-01-21 10:00:57,1,80,475,Full-to-Full,Confirmed
c3f5dc35-a815-41ab-8f4b-7199dbf252db,87a1cb2e-c787-4d49-8e3f-7ba426ceeb46,Sotohaven,Josephmouth,SUV,Jensen and Sons,2025-02-02 06:17:31,2025-02-06 06:17:31,4,247,565,Prepaid,Confirmed
a4004bfa-7c25-4176-9570-98b38e67574b,b63232f4-a78d-4d99-88db-1db7ad8c4365,Robertview,Jonathanfurt,Sedan,Castillo LLC,2025-01-19 16:21:20,2025-01-20 16:21:20,1,245,250,Prepaid,Confirmed
388a353d-8957-46d2-bb7e-ae04e5f1fe43,40c5a72b-7cfb-4915-a4cd-4b5a99c03c69,Port Stephaniebury,North Patrick,SUV,Parker-Rasmussen,2025-01-19 17:28:46,2025-01-21 17:28:46,2,287,713,Full-to-Full,Cancelled
d64ba37c-7845-4fed-b8c2-3d69a436b7cc,a1659ae9-a9bc-427d-a19f-b7111fb0fdb4,Brendaton,Alexandershire,Luxury,"Johnson, Moon and Lewis",2025-01-15 06:18:41,2025-01-16 06:18:41,1,113,375,Full-to-Full,Cancelled
fcdadb43-fe2b-460f-afa7-84fdcf3779a2,9f39ec8f-170b-4482-96ca-6fe34c115bd4,Sullivanland,Adamsbury,Sedan,Gibbs Group,2025-01-23 06:07:19,2025-01-27 06:07:19,4,169,862,Full-to-Full,Pending
594c4ff4-615a-4986-90a8-69ba387a2563,240a3058-672e-415a-9f0c-0ad7f91c52a4,North Erictown,Jefferyberg,SUV,"Ramirez, Richardson and White",2025-01-27 01:51:54,2025-01-31 01:51:54,4,240,381,Prepaid,Confirmed
6c74e914-e523-4556-933a-18bed9ddfbde,b4ad0c84-2e93-4dc1-8f89-17a46ef8e0d8,Nataliebury,Farmerside,SUV,Beck PLC,2025-01-10 17:03:00,2025-01-12 17:03:00,2,243,180,Full-to-Full,Cancelled
35fdfa9d-33a1-411b-8ce4-e17cbb20e718,5f99af1c-ba0b-4a0c-933f-266693026668,Fergusonton,Smithshire,SUV,Lane-White,2025-01-30 01:28:52,2025-02-03 01:28:52,4,79,581,Prepaid,Pending
b1092d2e-e4e0-4821-b34c-8a45e28ac4c5,9901fb8a-fc4b-46f2-bc30-e9a9c1936917,Ericmouth,Danaberg,SUV,"Perez, Murray and Lane",2025-01-07 04:31:14,2025-01-10 04:31:14,3,54,721,Prepaid,Pending
ccbc8ee6-68fc-4482-b935-8f9bae362cfb,b7545b16-f54e-4980-94cc-4249434a8bc1,North Bill,Weberfurt,SUV,"Cook, Martinez and Robinson",2025-01-24 13:10:36,2025-01-27 13:10:36,3,187,296,Full-to-Full,Cancelled
6f55c287-5a25-4237-b370-f8d9cbd9e3e6,c49a43db-d90f-412a-a3fa-72cbd4c31fce,Danielton,Bradshawview,SUV,Williams-Williams,2025-01-21 01:29:34,2025-01-23 01:29:34,2,179,665,Prepaid,Cancelled
988de923-073e-436c-a805-cc38a6e39ac1,112f7690-b23b-421e-b564-c531597afdef,New Colleenton,Lake Patricia,Sedan,Stewart-Conley,2025-01-21 14:40:32,2025-01-25 14:40:32,4,83,636,Full-to-Full,Cancelled
066a2dc8-8d22-40b7-8042-90faf8007db3,b74d66ff-5764-4f56-a4c5-d0b943796383,West Theresa,South Dwayne,Luxury,Garcia-Cisneros,2025-02-02 11:25:21,2025-02-03 11:25:21,1,87,970,Prepaid,Cancelled
262ac672-cbff-4056-8c8f-a22dadcdc5ba,0dfbf943-bf62-4e03-9d16-5256485f38ad,West Jason,South Marybury,Sedan,Williams-White,2025-01-26 01:19:27,2025-01-29 01:19:27,3,61,854,Full-to-Full,Confirmed
b14458a4-4c21-4826-81e0-e523c5b3a575,a0ae39ab-be47-4b76-92df-9615206947a8,Port Christopher,East Robert,Hatchback,"Lee, Allen and York",2025-01-25 21:56:38,2025-01-28 21:56:38,3,96,892,Prepaid,Pending
88e1b483-175c-4467-a27e-ed08f00769b4,09823148-16dc-447b-898b-c9fe778f2ca2,Port Michael,Justintown,Luxury,Hall-Morales,2025-01-02 15:07:20,2025-01-04 15:07:20,2,251,476,Prepaid,Cancelled
0e34feee-2125-4deb-a1f2-427b1a5a79d7,ada4a18d-011d-4a5e-9cf1-bbb972cea4b1,South Brian,Amandaville,Luxury,Johnson Group,2025-01-24 06:19:41,2025-01-25 06:19:41,1,197,818,Full-to-Full,Cancelled
dd3998be-8ee7-4329-8679-02ea37b67723,53103120-0f96-4e5a-a0e3-e5354439cbf4,Branchbury,Johnstonburgh,Luxury,Morgan-Martin,2025-02-01 00:30:08,2025-02-02 00:30:08,1,103,272,Prepaid,Confirmed
cd4746b5-e042-417e-b543-6c3c016138f2,bac11794-2b20-482a-aeca-0f5912b02ca2,West Stacey,Bradleychester,Sedan,"Jones, Trujillo and Hamilton",2025-01-17 18:55:15,2025-01-20 18:55:15,3,224,689,Prepaid,Cancelled
3aec26d7-eec7-4af7-bfa1-fec74576eca1,3f2572ea-9ec9-4494-9471-bfeb6747866e,Susanbury,Rodriguezborough,SUV,Morgan Inc,2025-01-19 23:43:20,2025-01-22 23:43:20,3,63,338,Prepaid,Cancelled
53880a8b-cab2-4ba8-a9f1-0b744b68b577,7ad86a79-ac47-4b00-a243-e9beda27d856,Raystad,Tylerview,Sedan,"Norris, Rosales and Nicholson",2025-01-24 11:16:01,2025-01-25 11:16:01,1,161,311,Prepaid,Confirmed
5752eab0-8963-46f4-ab18-29eb70dc0630,596baceb-1d12-4f38-a5b4-3cfe7b175d75,Kellerberg,Hollowaybury,SUV,"Holloway, Terry and Taylor",2025-01-14 01:43:27,2025-01-17 01:43:27,3,105,83,Prepaid,Pending
71f496d8-1bbe-49a8-9997-e570f291b948,98fb6a3c-d50d-40b7-8ec9-86055118a343,Tamaraport,Terriberg,Luxury,Conner Ltd,2025-01-17 11:09:13,2025-01-21 11:09:13,4,152,437,Prepaid,Pending
00067f8c-0fe7-4c74-a280-83a5b0cb22ce,31eb5256-fba7-4df6-b5b8-02c52dcb1913,Farmerport,Lawrencebury,Luxury,Brown-Thomas,2025-01-20 18:26:37,2025-01-24 18:26:37,4,132,78,Prepaid,Cancelled
58cf1e52-1218-4fe4-b8c5-44047f3b2072,d93a68de-78da-46f1-969d-3d9cb6f36d85,Lake Colleen,Robinsonland,Hatchback,Mueller Inc,2025-01-21 00:18:45,2025-01-23 00:18:45,2,185,987,Prepaid,Cancelled
300b5f62-179b-4bb1-9a10-045f0375bf98,d10a2b8c-641c-4863-a109-118a1e927b20,Houstonberg,East Heatherland,Sedan,Velazquez Ltd,2025-01-27 12:02:20,2025-01-31 12:02:20,4,259,825,Full-to-Full,Cancelled
b8f03eb0-83d5-4954-8fe3-a3061aa49ccc,d590b8a1-ca99-4617-b456-e18dfbca7d04,Sherifurt,South Justinview,Sedan,Zimmerman Inc,2025-01-07 02:36:44,2025-01-10 02:36:44,3,87,760,Prepaid,Pending
4cdab4c3-0f5f-4048-bcb5-26e281f84c3e,fa6ca604-2bb3-44a7-8e22-3751b56bf3d7,Tonyville,West Christinatown,Luxury,"Walker, Davis and Blevins",2025-02-01 15:48:33,2025-02-02 15:48:33,1,254,155,Full-to-Full,Pending
178bdc50-6ea0-4cee-9eb4-fe936963630d,35b6773d-a514-4963-b395-d0c397bdb9f6,Port Katherineshire,Norrisview,SUV,Robinson LLC,2025-01-28 05:20:55,2025-01-30 05:20:55,2,58,884,Full-to-Full,Pending
f9711879-cda1-4c7f-9efe-b1072f242607,4e03bfdc-fddb-4e72-96e4-c29e9119927d,Lake Christian,New Stephanie,SUV,Fletcher and Sons,2025-01-21 21:23:17,2025-01-25 21:23:17,4,39,964,Full-to-Full,Cancelled
863c1fd2-1a62-401b-bff5-94e6a67fdba7,4d4590b3-9373-442f-92a2-72974f2044f3,Alexhaven,Mccormickfurt,Hatchback,"Snow, Rios and Swanson",2025-01-07 12:14:52,2025-01-11 12:14:52,4,298,692,Full-to-Full,Confirmed
d888d3d9-9448-4471-9aad-bee414003f10,a7166d05-f1e2-4571-8b07-f60de5c2f4be,Jesseview,Erictown,Sedan,Villanueva-Foster,2025-01-31 13:51:48,2025-02-04 13:51:48,4,250,232,Prepaid,Confirmed
81582553-d10a-4b10-b9c5-54ea70a8cf79,8d2af4fc-4399-424f-b925-227a9326e6ff,North Patrick,Port Sarah,Luxury,Morris-Mccullough,2025-01-13 22:40:23,2025-01-14 22:40:23,1,41,798,Prepaid,Cancelled
befca935-d596-4cc2-8ec6-150f92bc78e2,945fa0b6-44a2-4e51-9a82-7c11d3234ea4,Smithshire,Frazierstad,Sedan,"Moore, Hunt and Jimenez",2025-02-03 17:00:11,2025-02-05 17:00:11,2,299,306,Prepaid,Cancelled
0a724da9-1048-4312-9e10-df4c6c90fad0,255d15f3-ef2a-47f2-b489-a82da4f58a64,Gabrielstad,Port Jeanneton,SUV,Meyers-Mills,2025-01-21 19:41:18,2025-01-25 19:41:18,4,223,987,Prepaid,Confirmed
117ec9fe-1e66-453b-8970-a15bdb000dc7,129d7564-4bcc-41f2-8a08-f524186afaf8,Angelafort,Parkershire,Hatchback,Barrera and Sons,2025-01-25 11:17:56,2025-01-29 11:17:56,4,112,89,Full-to-Full,Confirmed
73fc3665-824e-4c1e-b345-9084a7f63a4b,b3abd14d-cd7b-4bba-94ac-1bf622b468b9,Lake Christopherville,Batesshire,SUV,Montgomery-Smith,2025-02-04 20:24:37,2025-02-07 20:24:37,3,298,200,Prepaid,Confirmed
767a094a-8c78-4448-9721-675d233edc8f,22773ebe-56c2-4721-afc1-fd74aa9bb69b,New Susan,Mackenziechester,Luxury,"Burton, Calhoun and Jones",2025-01-11 14:09:53,2025-01-14 14:09:53,3,194,841,Prepaid,Confirmed
ee44c338-f414-4daf-9c01-3c896d8f0287,8e63a87f-99ae-45b4-a9aa-7b77e242676c,South Vanessaside,Scottborough,Luxury,"Fox, Rodriguez and Boyd",2025-01-26 04:38:05,2025-01-30 04:38:05,4,214,814,Prepaid,Confirmed
c803d094-78f9-423f-8831-ef7543c3a679,3a4d35d8-9715-4655-bdaf-a59f436e557b,Port Rhondatown,Jenniferberg,Luxury,Jones-Graves,2025-01-23 02:47:40,2025-01-24 02:47:40,1,44,405,Prepaid,Confirmed
fdef4f0f-fbfc-4cbe-b467-8a6a2cb83456,ba8f8200-eeff-4eb5-b5e8-e9944985df20,North Sabrinafurt,Smithborough,Luxury,Kelley-Taylor,2025-01-19 21:48:41,2025-01-20 21:48:41,1,99,692,Prepaid,Cancelled
f45e32f7-1b86-442f-894f-3768476bf7cd,9a5ff608-d2ef-4321-9b32-1f57ab0aa46b,Jeffreymouth,Ericshire,Hatchback,Cain-Finley,2025-01-21 14:44:03,2025-01-24 14:44:03,3,77,624,Full-to-Full,Pending
3f8c703b-8d22-46b4-b7b7-927cdd958771,507b980d-bd45-413d-a957-b151ba275e29,Lake Vanessaberg,South Josephland,Sedan,Miller LLC,2025-01-10 14:28:37,2025-01-14 14:28:37,4,161,817,Full-to-Full,Confirmed
56ff9736-b701-4677-a0ff-150fb925cc9a,29417422-2c10-49d6-92e6-3f5cf7637f07,West Patricia,Christymouth,SUV,Flores-Day,2025-01-25 06:28:21,2025-01-29 06:28:21,4,172,479,Full-to-Full,Confirmed
a6f822f2-35de-4df4-bce7-3e3ae14a16f6,53054c48-401c-4f42-b659-34efe5f84ea0,South Steven,Lake Kenneth,Sedan,Kelly-Black,2025-01-25 18:46:27,2025-01-27 18:46:27,2,69,802,Prepaid,Confirmed
3eb4b04e-cab0-4149-aa14-02e12b26e4d0,6d236bf8-6255-4399-98c9-0a5450d70266,New William,Smithview,Hatchback,Bell-Torres,2025-01-06 14:49:44,2025-01-09 14:49:44,3,169,369,Full-to-Full,Cancelled
eb7e2797-920a-4a82-9094-8b3741c729ae,12088d93-75db-47c3-8bac-b9595ce160bc,Wilsonport,Harrisonport,SUV,Ward PLC,2025-01-20 21:56:40,2025-01-23 21:56:40,3,296,617,Full-to-Full,Cancelled
db39415e-68ff-4efa-aa71-3e5b463fc827,522302d4-5faa-4e97-a0be-870678ebffb4,Gordontown,South Sherylshire,Luxury,Mccarthy-Thomas,2025-01-13 21:34:15,2025-01-14 21:34:15,1,62,603,Full-to-Full,Pending
4382f80e-b6a7-4d14-8c92-da949d27e349,6b523d8b-61ff-4dab-8e3e-28e48ba2c381,Smithfort,Amandafurt,Sedan,Burns Ltd,2025-01-08 13:05:59,2025-01-11 13:05:59,3,143,484,Full-to-Full,Confirmed
d37ce69a-3ec5-43f6-a6e7-21c0441ca0d0,c265541e-9056-4635-907d-8565b184ecfb,North Michellefort,South Frank,SUV,Fischer LLC,2025-01-11 23:17:35,2025-01-15 23:17:35,4,140,408,Full-to-Full,Confirmed
85fff4d7-78fc-4168-be56-3bbd62a0e469,a75c7834-92c6-4ff0-9959-b1372daa2356,Beanport,Lake Victoriaville,Luxury,Michael and Sons,2025-01-11 17:31:14,2025-01-14 17:31:14,3,86,615,Full-to-Full,Pending
6b79512a-3c3a-4c5e-9bb2-f0da481248a3,a4d80ed0-3b78-4cc9-aeea-80845617e711,Lake Richard,East Jessicaburgh,Luxury,"Oliver, Rich and Schmitt",2025-01-26 03:39:50,2025-01-28 03:39:50,2,148,134,Full-to-Full,Cancelled
b748c987-348d-4fd9-87ea-3e8cf6d96d0c,d5d80932-e9e9-4b91-9ed6-58664ff0e7f9,Hallfort,New Taylorstad,SUV,Ashley-Serrano,2025-01-16 15:30:24,2025-01-17 15:30:24,1,101,718,Full-to-Full,Cancelled
6a8e42e0-2a46-46d3-890e-429a7c9de932,a385b63e-e30c-4790-947b-942e06f5907b,Richardfurt,Deanfort,SUV,Johnson-Stevenson,2025-01-11 15:58:47,2025-01-12 15:58:47,1,68,667,Prepaid,Cancelled
7f5529cf-cdca-44fc-a844-f6e5ffcb3197,9efe9f14-2141-4271-9578-7902d6b657f6,Rodriguezfort,New Annette,Hatchback,Graves LLC,2025-01-12 22:50:34,2025-01-14 22:50:34,2,86,300,Prepaid,Pending
fefe6ccc-88bc-4e82-be46-5fa57e9f68df,2600cab9-4747-49c4-ad1f-d0db9b1e62cc,Lake Brandon,Lake Alexander,Hatchback,"Hughes, Martin and Powell",2025-01-10 09:46:15,2025-01-13 09:46:15,3,273,761,Full-to-Full,Cancelled
4fa04132-15d2-40ad-9e4b-d29fef036938,e6bd8e0e-a5c7-4997-a2f0-1c864371c262,Port Abigailmouth,Ashleyside,SUV,Harris PLC,2025-01-26 02:08:30,2025-01-29 02:08:30,3,105,51,Prepaid,Cancelled
922b7061-7fab-402f-91f9-d403c93fd6e5,bc641660-99a2-4b42-9671-329d0dfc267a,North Andrew,Port Mitchell,Luxury,"French, Marshall and Nelson",2025-01-10 17:38:34,2025-01-12 17:38:34,2,211,859,Prepaid,Cancelled
2875c9e0-820b-4e4a-a165-9f15633ceb03,de546c38-6eab-49ad-91d0-9cf96d2f3cd1,Lake Brianmouth,Port Larry,Sedan,"Shelton, Petty and Carey",2025-01-27 23:35:01,2025-01-29 23:35:01,2,234,513,Full-to-Full,Confirmed
095e06f7-90e9-48e5-8868-177090e88b14,7296ae95-c52d-464a-a99c-8fbc87ffe6c9,South Monicaborough,West Lisa,SUV,Parsons PLC,2025-02-03 06:11:11,2025-02-06 06:11:11,3,283,643,Prepaid,Cancelled
c8bf2c7a-7866-4c46-91af-da15f5654ab2,92021c7b-c9fe-4d76-833e-f5591332a9e5,Leeburgh,New Robertchester,Sedan,"Rodriguez, Hunt and Gonzales",2025-01-10 05:12:10,2025-01-13 05:12:10,3,275,224,Full-to-Full,Cancelled
daffc310-375d-444d-a16d-9c2639acbe2f,b30849ff-0b7a-454a-8bbb-956ee3f86a3e,Port Bradley,Martinhaven,Luxury,Flores-Long,2025-01-23 03:25:11,2025-01-27 03:25:11,4,108,471,Prepaid,Pending
cf29d85d-c288-46b7-b034-f5d040cdefff,7d61ef18-5e69-4cff-bddb-9917bf04e00f,Rosemouth,Hebertmouth,Luxury,Rodgers-Norris,2025-01-08 17:44:19,2025-01-12 17:44:19,4,214,498,Full-to-Full,Confirmed
dc667542-8663-440a-b384-881f7df5e879,6490af03-5a91-4e1d-83e8-545ededf5c10,Lake Brianna,Johnsonfurt,Sedan,"Clark, Salinas and Johnson",2025-01-27 09:14:35,2025-01-30 09:14:35,3,296,608,Prepaid,Confirmed
f82b6d45-4fdc-422f-b712-75874e5f6d70,eb821f85-75c1-43dc-bdd5-0f353e4fe56b,Lake Margaret,Williamsonbury,SUV,Brown Group,2025-01-16 15:02:55,2025-01-18 15:02:55,2,199,610,Full-to-Full,Pending
862a1283-2a15-4ba9-b85a-41821112ab54,82905802-0ebb-494e-a9b2-c49377786435,East Lisa,Orozcohaven,Luxury,Jordan-Andrews,2025-01-12 09:38:21,2025-01-15 09:38:21,3,46,614,Full-to-Full,Pending
d5908497-d742-4335-a34b-5375bfff8b90,86231248-af63-48f2-a09a-8a1d1b4a1e67,North Hannahchester,West Lisaborough,Sedan,Beck-Ryan,2025-01-15 06:09:25,2025-01-17 06:09:25,2,52,823,Prepaid,Pending
3b619929-599e-4b01-81b6-fc3ea115303d,b8449da3-e9de-47a1-ba56-ac131acfb03f,Kellymouth,West Douglasport,Sedan,"Marshall, Bailey and Goodman",2025-01-05 06:08:13,2025-01-08 06:08:13,3,169,212,Full-to-Full,Cancelled
a6948b4d-8e02-4983-bdad-f42eb860fa5d,933eeaec-fd12-4b1c-a527-588d88f483ec,Lynnborough,Robertmouth,SUV,"Duncan, Paul and Stephens",2025-01-03 09:27:58,2025-01-04 09:27:58,1,274,273,Full-to-Full,Cancelled
0900462c-a12a-4866-818c-83222f821a31,1f35efa4-4cd9-4ce1-a55f-3c93925031b2,Normaborough,Brownberg,Sedan,"Stuart, Weiss and Carr",2025-01-07 09:28:12,2025-01-10 09:28:12,3,41,90,Full-to-Full,Pending
11058b49-390e-40c4-97a8-be142dfc841b,ddfbdd07-ca22-43a4-baf1-6fa39220ab49,Port Pamelamouth,Kimberlychester,Sedan,Choi-Liu,2025-01-14 13:59:46,2025-01-16 13:59:46,2,224,734,Full-to-Full,Confirmed
73fd1384-b810-4617-9efc-c18cd9a556cd,ce7cced1-3d8f-4110-b5b7-c8b9f855401f,South Teresabury,West Ryanmouth,Sedan,"Reynolds, Nelson and Escobar",2025-01-18 17:08:40,2025-01-20 17:08:40,2,61,81,Full-to-Full,Pending
d6ac8488-ed7d-4b08-a1ca-244cd76ad415,5863e200-00fa-465a-b661-ec58b6bf32b0,Collinsfurt,North Lisaborough,Sedan,"Garcia, Turner and Barnett",2025-01-22 00:47:10,2025-01-25 00:47:10,3,109,240,Prepaid,Cancelled
e8343448-1795-40ac-8106-5c4b587eb4e5,1119ab4d-173a-4d6f-83fc-1dea816ef467,Ryanchester,South David,Hatchback,Valenzuela LLC,2025-02-01 20:05:38,2025-02-02 20:05:38,1,136,514,Prepaid,Pending
b4a5def4-3bea-473c-ae2b-9efe315d2f31,c7203210-99e8-4ad0-aa07-4cacc216bfa7,Harrisonfort,West Meganberg,Hatchback,Green-Macias,2025-01-09 20:52:00,2025-01-11 20:52:00,2,286,423,Full-to-Full,Confirmed
f7abab76-2ed2-40df-9b5b-2bb59214d1c3,1fb39605-777a-477d-a956-31b29cd3eaa9,Port Heather,Lake Karen,Sedan,Jones Inc,2025-01-26 01:44:28,2025-01-29 01:44:28,3,199,156,Prepaid,Pending
ae66df25-0c3c-4bf1-8d28-6010eb5da411,38407340-0877-4ed9-b1b9-e9a1cfb78fda,Port Rebeccaberg,South Todd,Hatchback,"Duncan, Rollins and Whitney",2025-01-22 00:15:46,2025-01-23 00:15:46,1,33,409,Full-to-Full,Cancelled
52d11f73-6306-44b3-8723-2e1026f061cb,1c81cec3-6f11-4cc5-ba3b-4eaacdb01a88,West Brittanytown,Lake Charlesside,Luxury,Nguyen Group,2025-01-24 19:38:48,2025-01-28 19:38:48,4,186,895,Prepaid,Pending
a13788c9-c333-4677-9049-8c40679c3ce5,24138809-4905-4dbe-bb83-99275c94027a,West Davidport,New Victoriaside,Sedan,Rosales PLC,2025-01-10 10:11:21,2025-01-14 10:11:21,4,262,114,Prepaid,Pending
a38f4d5f-50bc-4d67-adbc-4bbc068ba893,0b171900-c4c9-4c8f-8407-c7c2204243e7,Port Connor,Gibsonfort,SUV,Day-Ryan,2025-01-04 17:08:17,2025-01-07 17:08:17,3,297,751,Prepaid,Pending
c7754966-7001-48cf-80cd-45f1f67f19cc,063d1e74-0e9d-471b-bf1d-592aa8bc25cb,Lake Anne,Leonton,Sedan,Santos-Smith,2025-01-22 07:36:13,2025-01-26 07:36:13,4,40,334,Prepaid,Confirmed
63a6ec11-0fa1-4cfb-b344-875c345ffc99,f61ce202-994a-4190-9939-353298346383,Savannahchester,Jonesfort,Luxury,Smith Group,2025-01-30 11:45:50,2025-02-01 11:45:50,2,192,441,Full-to-Full,Pending
6e5473d6-fe25-4be1-b28f-b26901a4525e,f6542f2a-fa25-4dd1-af2b-8cdf4ab9df55,West Nathanland,Jamesbury,Sedan,Dyer and Sons,2025-01-24 05:29:34,2025-01-26 05:29:34,2,251,305,Full-to-Full,Pending
c7d3da2e-6de0-4e15-91e1-5ef3d149c14c,400b6a96-c2c8-4b01-834f-88e7551540c5,Port Gregory,Patelbury,Sedan,Williams-Myers,2025-01-30 13:49:00,2025-01-31 13:49:00,1,277,729,Full-to-Full,Pending
9f516480-8080-4635-8249-63d3cf719a14,07ef6702-f957-4a50-b7c7-70060062d87a,Hartborough,Susanport,SUV,Johnson-Chavez,2025-01-14 07:32:39,2025-01-16 07:32:39,2,58,231,Full-to-Full,Cancelled
272b14c8-c51d-4ee5-9ba9-dfa0a8c493ac,05f582a1-a425-44fd-8b79-9548ccf2945e,New Robert,Dunnfurt,Hatchback,Ayers Ltd,2025-01-27 02:18:28,2025-01-29 02:18:28,2,70,52,Prepaid,Cancelled
9ab53a0a-a04a-4ab3-9e6d-bd6805d75042,f42bde1e-65ff-4143-91b8-8c5d3e1fa09a,Baileyton,Leslieton,Sedan,Hughes-Wright,2025-01-18 14:45:53,2025-01-20 14:45:53,2,34,411,Prepaid,Cancelled
0667f0bf-befe-4f8e-ab30-637371c1da88,f2e2c78f-0b2e-4600-b430-8791fd5b021e,West Danielmouth,Jamesview,SUV,Smith-Carpenter,2025-01-25 20:16:37,2025-01-29 20:16:37,4,120,248,Full-to-Full,Cancelled
18970546-920c-4c45-91d1-9205672095d4,942084ea-9a71-4a1d-b54c-396ca4acec07,Lake Shawn,New Calebport,SUV,Jones Group,2025-01-26 23:20:45,2025-01-29 23:20:45,3,138,581,Full-to-Full,Pending
51b47cdf-cea2-4c5e-b697-b79e4faf5aff,897224f7-fb66-4393-94f1-f0bdb70d1dcd,Donnaton,Cochranside,Sedan,"Ramos, Hubbard and Jackson",2025-01-26 03:13:07,2025-01-28 03:13:07,2,264,312,Prepaid,Confirmed
4841c883-58db-40c7-ac7d-6801012b6ff1,5b2ac100-04c7-4eae-9e70-9cdac6739f52,Samuelview,South Theresachester,Sedan,Mora and Sons,2025-01-31 01:01:16,2025-02-02 01:01:16,2,231,334,Full-to-Full,Cancelled
e7fc4b49-0fe5-4356-a6f1-a42267f0da2c,771722d6-13c9-4c14-a093-6820ee3859d2,Lake Amandaview,East Aprilmouth,SUV,Carter PLC,2025-01-21 05:00:41,2025-01-25 05:00:41,4,263,707,Full-to-Full,Confirmed
30e121f3-f409-461c-801c-6b9acc9f1196,5f314fb1-0f8b-4a3d-8870-b928a7ec1bb9,Lake Lorraine,Lake Jason,Luxury,"Ellis, Fox and Banks",2025-01-28 12:28:18,2025-01-30 12:28:18,2,159,795,Prepaid,Pending
43765541-eabc-4837-b0b1-6e6d41edc753,3f4ba8e7-8def-464c-ad5f-c4583d945d5e,West Timothymouth,Port Angela,Sedan,"Johnson, Wong and Crawford",2025-01-24 21:25:46,2025-01-26 21:25:46,2,130,172,Prepaid,Pending
59f2d66b-f744-4235-aee2-16a33334a359,f5ea8c18-e33e-4f0c-97a6-aedb83d2aafd,Smithland,Bennettton,SUV,"Kennedy, Nichols and Lewis",2025-01-02 05:43:38,2025-01-05 05:43:38,3,70,328,Prepaid,Pending
f058ebca-0564-422a-9beb-c0f8939234d7,c8e13f16-c576-4a4a-a39e-60a5e6fdca8b,Rachelton,North Omarview,Sedan,"King, Brown and Warren",2025-02-02 09:52:27,2025-02-06 09:52:27,4,284,508,Prepaid,Cancelled
6ed68c6f-ff0e-4fc7-95f5-55300a18d5b9,0b52c48f-f9ca-4b6c-8cba-2b0d867ad84a,Annestad,Reyesfort,Hatchback,Jensen LLC,2025-01-27 14:06:22,2025-01-28 14:06:22,1,156,117,Full-to-Full,Cancelled
e9be353e-1ea4-49d7-93a1-269bf065f8e9,6135fa77-3c43-4635-b2c0-5ea9894674be,Sarahton,West Melissa,Luxury,"Grant, Hawkins and Walton",2025-01-08 10:31:35,2025-01-09 10:31:35,1,74,80,Full-to-Full,Confirmed
9f8382f1-7aea-4674-86d5-9f2bc8ec1905,655ecd69-50f9-4f53-b252-7c3e8e64b28a,Tylershire,Jacksonburgh,Sedan,Clark-Murphy,2025-01-09 11:32:22,2025-01-12 11:32:22,3,199,480,Full-to-Full,Pending
05609160-e1b3-4a8c-ab85-5d454023dee2,92e2cd86-3efa-43fe-8a3d-0ff148c559cb,West Christinefurt,Lake Tonyaville,SUV,Aguilar LLC,2025-01-19 10:37:05,2025-01-20 10:37:05,1,144,542,Prepaid,Confirmed
