User_ID,travelCode,Check-in,pickupLocation,dropoffLocation,carType,rentalAgency,rentalDuration,Car_total_distance,fuelPolicy,Car_bookingStatus,total_rent_price
375,39019,01/30/2020,Kaylamouth,Seanshire,Sedan,Sixt,2,367,Partial,Pending,4134
375,39020,02/06/2020,Michaelstad,South Dylan,Luxury,Hertz,5,100,Prepaid,Pending,3586
375,39040,06/25/2020,East Andrewfort,Garciaview,Sedan,Enterprise,4,474,Prepaid,Cancelled,5341
375,39065,12/17/2020,East Christopherville,Taylorchester,Sedan,Sixt,5,143,Prepaid,Pending,2120
376,39085,10/03/2019,Obrienmouth,Wendyshire,Luxury,Hertz,4,211,Prepaid,Confirmed,5668
376,39117,05/14/2020,South Megan,West Joseph,Hatchback,Hertz,4,425,Prepaid,Confirmed,3827
376,39126,07/16/2020,East Deannahaven,East Aliciatown,Sedan,Sixt,1,270,Partial,Cancelled,3097
378,39154,12/05/2019,New Daniel,North Christophermouth,Sedan,Avis,3,257,Prepaid,Pending,3112
378,39163,02/06/2020,Ricardoshire,Michaelhaven,Luxury,Enterprise,4,176,Partial,Cancelled,4939
378,39171,04/02/2020,East Christinafurt,Christineburgh,SUV,Hertz,4,402,Prepaid,Confirmed,5633
378,39183,06/25/2020,Boydtown,West Maureen,SUV,Hertz,5,400,Partial,Confirmed,5662
378,39202,11/05/2020,Bridgetburgh,West Lindachester,Luxury,Sixt,2,383,Partial,Pending,8797
378,39206,12/03/2020,Rickview,Anthonystad,Hatchback,Enterprise,5,457,Full-to-Full,Confirmed,4151
378,39230,05/20/2021,North Maryfurt,Richardport,SUV,Avis,3,341,Partial,Cancelled,4798
378,39247,09/16/2021,Victorland,Floreshaven,Sedan,Sixt,5,416,Partial,Confirmed,4858
380,39353,02/20/2020,Jonesfurt,Dennisside,SUV,Hertz,4,439,Full-to-Full,Pending,6056
381,39361,10/31/2019,Thomasside,North Adrianaside,Sedan,Budget,4,243,Partial,Confirmed,3051
381,39396,07/02/2020,Timothyfort,Levifort,Sedan,Enterprise,4,219,Partial,Confirmed,2802
381,39398,07/16/2020,Craigborough,North Zachary,SUV,Avis,2,133,Full-to-Full,Confirmed,2220
381,39414,11/05/2020,Lake Wendymouth,East Scott,SUV,Sixt,1,494,Prepaid,Cancelled,6441
381,39432,03/11/2021,West Rachelview,Washingtonton,SUV,Avis,1,192,Prepaid,Cancelled,2804
381,39434,03/25/2021,Davisfort,Lake Elizabeth,Hatchback,Hertz,1,51,Prepaid,Pending,674
381,39456,08/26/2021,Thompsonfort,East Jessicaview,Sedan,Enterprise,5,352,Partial,Confirmed,4195
381,39487,03/31/2022,Lake Kevin,West Carlos,SUV,Budget,2,354,Partial,Confirmed,4871
381,39493,05/12/2022,Milesberg,Bobbyton,SUV,Avis,4,399,Prepaid,Cancelled,5574
381,39499,06/23/2022,Jessicaview,Jenniferborough,SUV,Hertz,3,232,Prepaid,Confirmed,3495
381,39518,11/03/2022,Christopherchester,Perkinshaven,Luxury,Avis,1,392,Full-to-Full,Confirmed,8825
381,39551,06/22/2023,Jadeville,Aaronshire,Hatchback,Sixt,1,111,Partial,Cancelled,1180
383,39579,03/12/2020,East Scott,Lake Samuelside,Hatchback,Sixt,1,470,Prepaid,Cancelled,4040
383,39594,06/25/2020,East Michael,Sancheztown,Sedan,Budget,3,135,Partial,Cancelled,1907
383,39658,09/16/2021,East Johnland,Iantown,Luxury,Avis,5,442,Prepaid,Cancelled,10417
384,39702,03/19/2020,New Christinemouth,Laurieport,SUV,Enterprise,1,340,Prepaid,Pending,4603
384,39733,10/22/2020,West Juan,New Luke,Luxury,Avis,2,281,Prepaid,Pending,6761
384,39769,07/01/2021,West Kara,Clarkfurt,Hatchback,Avis,5,478,Prepaid,Cancelled,4284
384,39827,08/11/2022,South Mary,South Barbaraton,Sedan,Hertz,1,435,Partial,Confirmed,4766
384,39828,08/18/2022,Joehaven,South Seanbury,SUV,Budget,4,153,Full-to-Full,Cancelled,2627
384,39832,09/15/2022,Marieside,Joseside,Hatchback,Enterprise,5,457,Full-to-Full,Confirmed,4153
386,39892,02/27/2020,Grahamfort,Cynthiamouth,Luxury,Budget,3,86,Prepaid,Cancelled,2996
386,39896,03/26/2020,South Caitlyn,Wilsonhaven,Hatchback,Avis,2,115,Prepaid,Cancelled,1248
387,39934,01/16/2020,Blackwellshire,Nicholasfurt,Luxury,Sixt,1,461,Full-to-Full,Cancelled,10213
387,39948,04/23/2020,North Connie,Amandabury,Sedan,Budget,2,468,Prepaid,Confirmed,5170
387,39980,12/03/2020,Port Anne,East Lauraberg,SUV,Budget,5,489,Prepaid,Confirmed,6761
388,40101,10/24/2019,New Barbara,Lake Jenniferville,Luxury,Avis,1,378,Prepaid,Cancelled,8525
388,40131,05/21/2020,Donaldshire,Lake Brendamouth,Hatchback,Enterprise,1,75,Prepaid,Cancelled,896
388,40189,07/01/2021,South Jeffreybury,New Alexis,SUV,Hertz,1,138,Partial,Confirmed,2156
388,40197,08/26/2021,Velezmouth,Martinezburgh,Luxury,Enterprise,1,123,Partial,Confirmed,3439
389,40261,08/06/2020,Burketown,South Erikaview,Hatchback,Enterprise,4,433,Full-to-Full,Confirmed,3909
389,40264,08/27/2020,Port Adamland,Taylorborough,Hatchback,Avis,1,90,Full-to-Full,Confirmed,1005
389,40279,12/10/2020,Richardshire,Port Anthony,Hatchback,Avis,1,149,Partial,Confirmed,1453
389,40365,08/04/2022,New Sheri,East Calvin,Hatchback,Budget,1,416,Partial,Confirmed,3600
389,40390,01/26/2023,West Natasha,Port Johnside,Hatchback,Hertz,5,290,Prepaid,Confirmed,2819
389,40405,05/11/2023,Port Rebeccaside,West Markborough,SUV,Budget,2,53,Full-to-Full,Confirmed,1257
390,40440,03/12/2020,East Darrell,North Brendanshire,SUV,Avis,1,296,Partial,Cancelled,4084
390,40465,09/03/2020,New Emily,Montesview,Luxury,Sixt,1,313,Full-to-Full,Confirmed,7254
390,40480,12/17/2020,New Brandon,Samanthamouth,Luxury,Sixt,5,199,Full-to-Full,Cancelled,5547
390,40486,01/28/2021,New Lindsay,New Miaview,Sedan,Enterprise,3,399,Full-to-Full,Pending,4515
390,40515,08/19/2021,Billybury,Connermouth,Luxury,Sixt,3,427,Partial,Cancelled,9809
390,40523,10/14/2021,South Michaelland,Port Teresafort,Sedan,Avis,4,186,Prepaid,Confirmed,2478
391,40629,03/05/2020,Lake Kyleberg,North Karenmouth,Luxury,Enterprise,4,280,Full-to-Full,Cancelled,7029
391,40658,09/24/2020,Wangside,North Nicoleland,SUV,Enterprise,4,350,Full-to-Full,Cancelled,4974
391,40726,01/13/2022,Barbaraberg,East Sally,Sedan,Sixt,4,403,Partial,Cancelled,4651
392,40741,10/03/2019,Stacieton,New Joseland,Sedan,Enterprise,4,184,Partial,Pending,2469
392,40756,01/16/2020,South Ashleyville,East Kevin,Luxury,Enterprise,5,221,Full-to-Full,Cancelled,6017
392,40781,07/09/2020,Mathewsstad,Littleport,Hatchback,Hertz,5,75,Full-to-Full,Cancelled,1070
392,40791,09/17/2020,East Biancaville,Ortegaland,Luxury,Sixt,3,484,Full-to-Full,Pending,10965
393,40805,11/07/2019,Lake Michael,Robinsonburgh,Sedan,Hertz,2,178,Full-to-Full,Pending,2264
395,40913,10/01/2020,Port Jonathanstad,Thomasbury,Hatchback,Enterprise,1,111,Full-to-Full,Cancelled,1163
395,40919,11/12/2020,South Anthony,East Lisaton,Hatchback,Budget,4,175,Prepaid,Pending,1840
395,40933,02/18/2021,East Erikastad,Miguelmouth,Sedan,Avis,5,405,Partial,Confirmed,4728
396,40939,09/26/2019,South Zacharyshire,New Marcus,Luxury,Budget,3,233,Full-to-Full,Pending,5940
396,40945,11/07/2019,Emmaland,New Johnside,Sedan,Budget,5,289,Prepaid,Pending,3579
396,41020,04/15/2021,Breannaport,Jakemouth,Sedan,Enterprise,3,150,Partial,Confirmed,2034
396,41027,06/03/2021,East Nicholasborough,Port Amy,Sedan,Sixt,3,225,Partial,Pending,2779
398,41179,04/22/2021,Fletcherchester,Diazshire,SUV,Enterprise,1,133,Full-to-Full,Confirmed,2096
400,41226,05/28/2020,Lawrencebury,Jacobsshire,Hatchback,Enterprise,1,440,Partial,Pending,3794
400,41231,07/02/2020,West Kimberly,Nathanfort,Sedan,Avis,2,293,Prepaid,Confirmed,3407
400,41240,09/03/2020,Vazquezfurt,Sheaside,Hatchback,Avis,3,187,Partial,Cancelled,1894
400,41241,09/10/2020,West Matthew,Edwardtown,SUV,Hertz,4,63,Partial,Cancelled,1558
400,41270,04/01/2021,Judyville,New Derek,Luxury,Sixt,1,390,Partial,Confirmed,8764
400,41273,04/22/2021,Robertside,Valdezside,Luxury,Enterprise,2,150,Full-to-Full,Confirmed,4146
400,41289,08/12/2021,New Mary,Lake Victor,Luxury,Sixt,2,452,Prepaid,Confirmed,10178
400,41293,09/09/2021,Sharonton,Juliefort,Hatchback,Sixt,1,80,Partial,Confirmed,916
400,41309,12/30/2021,Edwardport,Mcguirefurt,Hatchback,Sixt,4,58,Partial,Pending,904
400,41312,01/20/2022,North Dennisburgh,Oscarchester,SUV,Sixt,5,112,Full-to-Full,Cancelled,2209
401,41380,10/29/2020,Connorburgh,Watkinsview,Sedan,Budget,2,379,Prepaid,Confirmed,4252
402,41396,10/24/2019,South Erin,Debbieburgh,Luxury,Avis,3,108,Prepaid,Pending,3442
402,41398,11/07/2019,Port Bonniemouth,Garciaville,SUV,Enterprise,1,313,Prepaid,Confirmed,4257
402,41425,05/14/2020,South Kyle,New Darlenetown,Luxury,Avis,2,74,Partial,Cancelled,2593
402,41449,10/29/2020,South Benjaminshire,North Dawn,Hatchback,Hertz,1,415,Prepaid,Confirmed,3600
402,41450,11/05/2020,Millerburgh,New Jacob,Luxury,Enterprise,4,390,Prepaid,Pending,9243
402,41463,02/04/2021,Kelseyberg,North Randall,Hatchback,Budget,1,244,Prepaid,Cancelled,2216
404,41626,11/21/2019,Lake Lisaside,West Amandaberg,Luxury,Avis,2,407,Full-to-Full,Confirmed,9253
404,41634,01/16/2020,New Ashley,Port Danieltown,Luxury,Avis,4,403,Full-to-Full,Cancelled,9487
407,41734,11/19/2020,Port Ronaldville,South Evelynborough,Hatchback,Hertz,4,61,Partial,Cancelled,916
407,41741,01/07/2021,Timothyport,Benderfort,Hatchback,Budget,5,53,Prepaid,Confirmed,906
407,41752,03/25/2021,East Charles,Smithborough,Hatchback,Hertz,5,192,Full-to-Full,Pending,2019
407,41813,05/26/2022,Rogersland,North Luistown,Sedan,Avis,1,198,Full-to-Full,Cancelled,2370
407,41846,01/12/2023,Port Jeff,Port Mariafort,Luxury,Budget,5,86,Partial,Cancelled,3286
408,41876,12/26/2019,New Stephanietown,Port Jenniferberg,Hatchback,Hertz,2,158,Full-to-Full,Cancelled,1604
408,41879,01/16/2020,Mariahaven,Lake Timothy,SUV,Enterprise,3,299,Partial,Confirmed,4275
408,41954,06/24/2021,Colemanchester,South Andrea,SUV,Budget,4,318,Prepaid,Pending,4616
408,41957,07/15/2021,Port Michael,South Marthaton,Luxury,Enterprise,1,141,Prepaid,Confirmed,3782
409,42000,03/19/2020,West Mary,Rodriguezchester,Sedan,Hertz,1,151,Partial,Cancelled,1915
409,42039,12/17/2020,Port Jameston,Lake Sierraville,Sedan,Sixt,1,326,Partial,Cancelled,3664
409,42045,01/28/2021,East Stephanie,Kingside,Luxury,Sixt,5,231,Prepaid,Cancelled,6214
409,42057,04/22/2021,Raymondland,Mitchellland,Hatchback,Budget,3,210,Prepaid,Confirmed,2070
410,42093,04/16/2020,Lukebury,Natalieside,Sedan,Budget,1,62,Full-to-Full,Pending,1006
412,42215,10/24/2019,Port Sydneyfurt,Marcusmouth,Luxury,Sixt,4,486,Full-to-Full,Pending,11142
412,42221,12/05/2019,Clarkburgh,Yeseniaside,Hatchback,Avis,5,500,Prepaid,Cancelled,4462
412,42331,01/13/2022,Colemanville,East Seanshire,Luxury,Enterprise,4,82,Prepaid,Pending,3073
412,42382,01/05/2023,New Dalebury,Amberport,Luxury,Budget,1,89,Prepaid,Cancelled,2762
414,42489,11/12/2020,Baileyport,Michaelstad,SUV,Avis,3,140,Partial,Pending,2360
415,42608,09/02/2021,North Mark,North Timothyburgh,Sedan,Budget,2,366,Partial,Pending,4124
415,42654,07/21/2022,Amystad,Lake Kellyberg,Hatchback,Avis,2,480,Prepaid,Confirmed,4166
416,42728,02/04/2021,Bethshire,East Tina,Luxury,Enterprise,1,413,Full-to-Full,Pending,9237
418,42848,09/26/2019,Joshuachester,New Luis,Hatchback,Budget,4,135,Prepaid,Pending,1494
418,42849,10/03/2019,Jeremiahborough,New Jonathanside,SUV,Budget,4,424,Partial,Confirmed,5867
419,42950,03/19/2020,Port Benjaminfort,Lake Stacy,Sedan,Enterprise,4,444,Full-to-Full,Confirmed,5051
419,42990,12/24/2020,Sandraport,Port Tinahaven,Luxury,Budget,1,104,Full-to-Full,Cancelled,3065
422,43172,06/10/2021,West Nancystad,Maryhaven,Hatchback,Budget,2,150,Full-to-Full,Pending,1511
422,43189,10/07/2021,Rochastad,Carlport,Hatchback,Budget,1,197,Partial,Pending,1858
422,43210,03/03/2022,Matthewburgh,Lake Patrick,SUV,Avis,3,484,Full-to-Full,Cancelled,6523
422,43223,06/02/2022,New Stanley,Washingtonberg,Hatchback,Budget,1,175,Partial,Confirmed,1682
422,43231,07/28/2022,Wilsonshire,West Danielle,Luxury,Sixt,2,446,Prepaid,Confirmed,10055
422,43234,08/18/2022,Hayesbury,South Pamelachester,Hatchback,Hertz,3,80,Full-to-Full,Cancelled,1009
422,43251,12/15/2022,Williamtown,Jamesmouth,Sedan,Hertz,5,310,Full-to-Full,Confirmed,3772
422,43273,05/18/2023,South Christian,Lake Rhonda,Hatchback,Enterprise,1,248,Prepaid,Cancelled,2259
423,43326,07/23/2020,Port Jeffrey,Aguilarshire,Sedan,Enterprise,5,254,Partial,Confirmed,3213
425,43434,02/13/2020,Jamesbury,Juliechester,Hatchback,Budget,4,57,Full-to-Full,Confirmed,870
425,43471,10/29/2020,Curtisbury,West Sarah,Hatchback,Budget,1,413,Prepaid,Cancelled,3599
425,43532,12/30/2021,New Carolynview,Josephport,SUV,Avis,3,192,Full-to-Full,Cancelled,3024
426,43575,01/30/2020,Geoffreyside,Matthewhaven,Sedan,Budget,2,172,Full-to-Full,Pending,2181
428,43639,04/09/2020,Hardyville,North Michelle,Sedan,Avis,3,306,Full-to-Full,Cancelled,3592
428,43648,06/11/2020,Port James,Rileyfurt,Hatchback,Budget,1,248,Full-to-Full,Confirmed,2278
428,43694,04/29/2021,Allenberg,Bethland,Hatchback,Budget,4,193,Full-to-Full,Cancelled,1956
428,43698,05/27/2021,Summersview,New Makaylaside,Luxury,Enterprise,2,422,Partial,Pending,9562
429,43757,08/27/2020,Thompsonville,Lake Brenda,Hatchback,Hertz,1,189,Full-to-Full,Pending,1796
430,43796,12/12/2019,Victoriachester,New Crystalview,SUV,Hertz,1,191,Partial,Cancelled,2828
430,43803,01/30/2020,Lake Amy,Vanessaview,SUV,Enterprise,1,325,Prepaid,Confirmed,4428
430,43817,05/07/2020,South Barbaramouth,East Christopherfort,Hatchback,Sixt,1,494,Partial,Cancelled,4214
430,43884,08/19/2021,Hobbsburgh,Andreton,Sedan,Budget,3,402,Partial,Confirmed,4573
430,43972,04/27/2023,Christopherland,Deborahside,SUV,Budget,1,202,Full-to-Full,Cancelled,2938
431,44033,10/01/2020,Jeffreymouth,New Tanner,Hatchback,Budget,2,374,Prepaid,Cancelled,3309
431,44057,03/18/2021,East Grace,Brooksshire,SUV,Sixt,1,95,Prepaid,Pending,1650
431,44077,08/05/2021,Bobbymouth,Leslieberg,Hatchback,Avis,5,222,Partial,Pending,2253
431,44104,02/10/2022,New Tracy,Port Henry,SUV,Sixt,4,299,Partial,Cancelled,4396
431,44120,06/02/2022,Pruittshire,New Catherine,Luxury,Hertz,2,90,Prepaid,Confirmed,2910
432,44135,11/07/2019,New Juan,Jamesport,SUV,Enterprise,2,177,Partial,Confirmed,2737
432,44137,11/21/2019,Choitown,East Bethany,Hatchback,Enterprise,4,448,Full-to-Full,Pending,4020
432,44199,01/28/2021,Calderonport,Taylorport,Luxury,Hertz,2,59,Prepaid,Pending,2318
432,44220,06/24/2021,Duncanmouth,Lake James,Luxury,Hertz,1,452,Full-to-Full,Confirmed,10038
434,44389,12/19/2019,Lake Stephanie,South Amy,Sedan,Sixt,5,296,Partial,Confirmed,3658
434,44393,01/16/2020,North Alice,South Aaron,Sedan,Sixt,1,263,Full-to-Full,Pending,3047
434,44426,09/03/2020,South Trevor,North Tracymouth,Luxury,Budget,2,127,Full-to-Full,Confirmed,3664
434,44455,03/25/2021,North Christina,New Debbie,Hatchback,Enterprise,1,298,Full-to-Full,Pending,2651
434,44503,02/24/2022,North Gary,Kimberlyland,SUV,Avis,5,309,Full-to-Full,Cancelled,4600
434,44530,09/01/2022,Hinestown,Mckeeside,Hatchback,Budget,1,391,Prepaid,Cancelled,3395
435,44549,12/05/2019,East Matthew,Butlerside,SUV,Sixt,5,88,Partial,Pending,1929
435,44553,01/02/2020,West Kevinmouth,Sloanburgh,SUV,Hertz,2,420,Partial,Cancelled,5659
435,44614,03/04/2021,Brianland,Jonesstad,SUV,Hertz,4,117,Full-to-Full,Cancelled,2180
435,44616,03/18/2021,Jeremyport,Brendachester,Hatchback,Avis,2,313,Prepaid,Pending,2843
435,44621,04/22/2021,North Lindachester,North James,Sedan,Avis,4,485,Full-to-Full,Confirmed,5471
436,44645,02/06/2020,East Michael,New Robert,SUV,Enterprise,4,212,Partial,Confirmed,3341
436,44661,05/28/2020,Hillfurt,East Scotttown,SUV,Avis,2,351,Prepaid,Pending,4827
436,44712,05/20/2021,Danielton,Patrickland,Luxury,Budget,2,218,Full-to-Full,Cancelled,5477
436,44719,07/08/2021,East Jacquelineside,South Davidshire,SUV,Avis,1,350,Full-to-Full,Confirmed,4703
436,44731,09/30/2021,Lake Garrett,Bradleytown,Sedan,Hertz,2,471,Prepaid,Cancelled,5174
437,44837,02/13/2020,Port James,New Nicholas,SUV,Sixt,3,290,Full-to-Full,Cancelled,4185
437,44867,09/10/2020,Lewisside,North Patrickville,Hatchback,Enterprise,4,309,Full-to-Full,Cancelled,2909
438,44895,11/14/2019,Burnettfurt,East Phillipshire,SUV,Hertz,5,492,Full-to-Full,Confirmed,6776
439,44975,11/05/2020,Sandraside,Johnborough,SUV,Enterprise,5,110,Full-to-Full,Pending,2184
440,45003,12/12/2019,Romeroburgh,Sabrinaberg,Luxury,Avis,3,233,Prepaid,Pending,5937
440,45024,05/07/2020,Kennethborough,Ronaldfort,SUV,Hertz,3,368,Full-to-Full,Confirmed,5125
440,45028,06/04/2020,Lake Patrick,New Judy,Sedan,Enterprise,5,487,Prepaid,Confirmed,5542
440,45032,07/02/2020,Nathanchester,Wilkinsborough,Luxury,Enterprise,1,423,Full-to-Full,Cancelled,9434
440,45057,12/24/2020,Blakeside,Riverafurt,Sedan,Hertz,2,336,Partial,Confirmed,3839
440,45060,01/14/2021,New Grace,Johnsonport,SUV,Hertz,4,420,Partial,Pending,5847
440,45066,02/25/2021,Lucasmouth,Jonathanside,Luxury,Hertz,4,55,Partial,Confirmed,2518
440,45116,02/10/2022,West Lisa,Lisachester,Luxury,Budget,3,458,Partial,Pending,10432
441,45163,01/16/2020,Port Michael,North Scottbury,Sedan,Enterprise,3,277,Partial,Confirmed,3315
441,45168,02/20/2020,Edwardchester,Villegasmouth,Sedan,Budget,2,127,Prepaid,Pending,1731
441,45216,01/21/2021,West Kathleen,South Dalton,Luxury,Avis,2,435,Full-to-Full,Pending,9824
441,45233,05/20/2021,Debbieberg,Wilsonville,SUV,Avis,3,297,Prepaid,Pending,4260
441,45247,08/26/2021,Stanleytown,South Donna,Sedan,Sixt,5,247,Full-to-Full,Confirmed,3131
441,45268,01/20/2022,Port Victoriatown,West Amy,Hatchback,Avis,2,238,Partial,Confirmed,2247
441,45296,08/04/2022,North Amanda,New Suzanne,SUV,Enterprise,4,116,Prepaid,Pending,2188
442,45329,02/13/2020,Careybury,Lopezville,Hatchback,Sixt,5,358,Full-to-Full,Cancelled,3358
442,45340,04/30/2020,Kingview,North Shawn,Sedan,Hertz,3,124,Full-to-Full,Confirmed,1790
442,45364,10/15/2020,North Shawnfort,Gouldmouth,Luxury,Avis,2,105,Full-to-Full,Cancelled,3235
442,45369,11/19/2020,East Johnnychester,Johnsonmouth,Sedan,Avis,4,230,Partial,Confirmed,2914
442,45382,02/18/2021,South Sheena,Carlosmouth,Hatchback,Enterprise,1,276,Partial,Pending,2494
442,45413,09/23/2021,Port Lauren,East Jeremiah,Hatchback,Hertz,4,366,Partial,Cancelled,3370
443,45459,10/17/2019,Charlesview,South Jeffrey,SUV,Enterprise,3,103,Partial,Confirmed,1922
443,45460,10/24/2019,Weavershire,South Alexandra,SUV,Sixt,1,347,Prepaid,Cancelled,4684
443,45468,12/19/2019,Danielfort,East Ryan,Sedan,Enterprise,4,373,Full-to-Full,Confirmed,4353
443,45473,01/23/2020,Cruzburgh,South Samuelshire,Luxury,Sixt,4,479,Partial,Confirmed,11026
445,45517,01/30/2020,South Peterton,West Glenn,Hatchback,Sixt,1,216,Prepaid,Confirmed,2017
445,45519,02/13/2020,East Melissa,Amandachester,Sedan,Avis,3,461,Partial,Pending,5167
445,45571,02/11/2021,Nicholastown,Snyderberg,Luxury,Hertz,1,493,Prepaid,Confirmed,10855
445,45605,10/07/2021,Marshview,New Mikeshire,Hatchback,Avis,3,359,Full-to-Full,Cancelled,3240
445,45640,06/09/2022,Lake Tamaraberg,North Tasha,SUV,Enterprise,2,369,Full-to-Full,Cancelled,5038
445,45660,10/27/2022,South John,Tracytown,SUV,Sixt,2,314,Partial,Cancelled,4360
447,45711,01/09/2020,Lake Amber,West Richard,Hatchback,Budget,2,461,Prepaid,Pending,4004
447,45779,04/29/2021,South Erin,South Williamchester,Luxury,Budget,1,224,Partial,Pending,5480
447,45842,07/14/2022,New Jonstad,Port Shannon,Sedan,Budget,3,443,Partial,Pending,4969
447,45875,03/02/2023,New Kevin,Stewartfurt,Hatchback,Avis,3,269,Partial,Confirmed,2527
448,45901,11/28/2019,Mccannton,East Jessica,SUV,Enterprise,5,91,Full-to-Full,Pending,1978
448,45912,02/13/2020,Lake Erika,North Lisastad,SUV,Enterprise,4,129,Full-to-Full,Confirmed,2356
448,45939,08/20/2020,Jonesshire,Lake Matthew,Sedan,Enterprise,4,390,Partial,Confirmed,4491
448,45951,11/12/2020,South Susanfort,Perryport,SUV,Avis,4,117,Partial,Cancelled,2192
448,45956,12/17/2020,Michaelhaven,Whitneystad,Sedan,Sixt,1,74,Full-to-Full,Pending,1147
448,45983,06/24/2021,West Kristaport,Lake Kimberlyborough,Hatchback,Budget,1,203,Full-to-Full,Cancelled,1885
448,46057,11/24/2022,Port Dwayne,Santostown,Sedan,Budget,3,401,Full-to-Full,Cancelled,4546
449,46091,12/05/2019,East Karenton,North Lawrence,SUV,Enterprise,4,274,Partial,Cancelled,4098
449,46100,02/06/2020,Brianborough,Sweeneyberg,Sedan,Sixt,3,332,Full-to-Full,Confirmed,3847
450,46195,03/05/2020,Brendanton,West Anthonyborough,Sedan,Enterprise,2,323,Prepaid,Pending,3714
450,46241,01/21/2021,Michaelshire,Lake Michaelview,SUV,Enterprise,3,464,Partial,Pending,6263
450,46274,09/09/2021,Nguyentown,Connieburgh,Hatchback,Hertz,1,388,Full-to-Full,Cancelled,3401
450,46309,05/12/2022,West Jessetown,West Taraberg,Luxury,Enterprise,3,345,Full-to-Full,Pending,8189
451,46347,03/19/2020,North Todd,Gutierrezton,SUV,Avis,3,249,Prepaid,Cancelled,3683
451,46360,06/18/2020,Sophiaport,Marshallmouth,Sedan,Budget,4,430,Partial,Pending,4921
452,46431,06/04/2020,Perrytown,Adambury,Hatchback,Sixt,1,65,Prepaid,Cancelled,781
452,46447,09/24/2020,Loweport,Monicashire,Luxury,Hertz,4,283,Full-to-Full,Cancelled,7085
452,46456,11/26/2020,Bonnieberg,Port Peter,Hatchback,Enterprise,2,59,Full-to-Full,Pending,819
452,46492,08/05/2021,New Cesarland,Matthewberg,Hatchback,Budget,2,85,Partial,Cancelled,1013
453,46535,07/16/2020,Laneburgh,Youngview,Sedan,Hertz,5,308,Partial,Pending,3769
453,46561,01/14/2021,New Danielburgh,Dianestad,Luxury,Hertz,2,476,Partial,Confirmed,10646
453,46562,01/21/2021,West John,South Robinmouth,Hatchback,Avis,4,239,Full-to-Full,Confirmed,2354
453,46567,02/25/2021,Laurenmouth,North Darrellborough,Hatchback,Avis,2,381,Partial,Confirmed,3370
453,46632,05/26/2022,Sandersville,Christensenhaven,Hatchback,Hertz,2,312,Prepaid,Confirmed,2834
453,46640,07/21/2022,West Danielleville,Stewartchester,Luxury,Sixt,2,329,Partial,Pending,7728
454,46646,09/26/2019,Port Williamburgh,South Roger,Sedan,Sixt,1,287,Partial,Confirmed,3278
454,46667,02/20/2020,Lake Laurenburgh,Wattsside,Hatchback,Budget,1,350,Partial,Confirmed,3060
454,46670,03/12/2020,South Joelbury,Wallaceton,Luxury,Enterprise,1,469,Partial,Cancelled,10346
454,46672,03/26/2020,Nelsonborough,Jenniferport,Luxury,Avis,4,324,Partial,Pending,7905
454,46676,04/23/2020,New Ashley,East Charlesville,Luxury,Budget,2,240,Prepaid,Cancelled,5946
454,46680,05/21/2020,Port Marcusfort,East Nancy,Sedan,Hertz,4,229,Partial,Cancelled,2892
454,46740,07/15/2021,Dodsonburgh,South Julie,Luxury,Budget,1,251,Full-to-Full,Confirmed,6018
454,46792,07/14/2022,Port David,South Lynn,Sedan,Sixt,1,417,Partial,Confirmed,4584
455,46897,01/14/2021,East Mark,Lake Edwardmouth,Sedan,Hertz,1,336,Prepaid,Pending,3743
455,46970,06/09/2022,East Sylviatown,Port Gailhaven,SUV,Enterprise,3,427,Prepaid,Pending,5836
456,47017,04/16/2020,Lake George,Buckview,Luxury,Avis,1,226,Prepaid,Confirmed,5508
456,47104,12/16/2021,East Kathryntown,Blackport,Sedan,Sixt,5,238,Full-to-Full,Confirmed,3049
457,47133,02/27/2020,New Rodney,South Arthur,SUV,Budget,4,273,Full-to-Full,Confirmed,4047
457,47154,07/23/2020,West Benjamin,Michaelfurt,Sedan,Budget,5,314,Partial,Confirmed,3832
458,47175,01/30/2020,West Emily,Stevenchester,Sedan,Avis,3,292,Partial,Confirmed,3477
458,47198,07/09/2020,Donnamouth,Petersonside,SUV,Enterprise,3,480,Prepaid,Confirmed,6478
458,47239,04/22/2021,South Kimberly,Dodsonfurt,Luxury,Sixt,3,274,Partial,Pending,6745
459,47298,09/10/2020,West Judithport,New Seanberg,Sedan,Avis,2,385,Prepaid,Pending,4304
460,47388,02/27/2020,West Caitlyn,Gallowayshire,Sedan,Enterprise,5,342,Partial,Cancelled,4094
460,47393,04/02/2020,East David,West Brian,Hatchback,Avis,2,292,Full-to-Full,Confirmed,2652
460,47401,05/28/2020,Drakeview,Molinaside,Sedan,Avis,2,338,Prepaid,Cancelled,3854
460,47421,10/15/2020,Williamshire,Port Cheryl,Sedan,Budget,3,276,Prepaid,Cancelled,3290
460,47475,10/28/2021,East Davidland,New Thomaschester,Sedan,Hertz,2,98,Partial,Pending,1470
461,47636,09/29/2022,Bryantview,Bradton,Sedan,Enterprise,1,336,Prepaid,Cancelled,3767
462,47706,07/02/2020,East Rebecca,Millerstad,SUV,Hertz,1,209,Partial,Pending,3039
462,47715,09/03/2020,Port Amyborough,East Jasonport,Hatchback,Hertz,2,364,Full-to-Full,Pending,3236
462,47807,06/09/2022,Port Patrickbury,Staceymouth,Sedan,Enterprise,4,366,Prepaid,Pending,4250
