travelCode,User_ID,Departure,Arrival,flightType,Flight_price,Flight_duration,Flight_Distance,Flight_agency,Departure_date
12799,126,Brasilia (DF),Salvador (BH),firstClass,1665.24,1.76,676.56,Rainbow,01/02/2020
12800,126,Aracaju (SE),Natal (RN),firstClass,549.96,0.46,176.33,Rainbow,01/09/2020
12801,126,Aracaju (SE),Recife (PE),firstClass,1124.11,1.44,555.74,CloudFy,16/01/2020
12803,126,Aracaju (SE),Natal (RN),economic,380.32,0.46,176.33,Rainbow,30/01/2020
12806,126,Aracaju (SE),Recife (PE),premium,835.21,1.44,555.74,CloudFy,20/02/2020
12810,126,Aracaju (SE),Sao Paulo (SP),premium,588.14,1.02,392.76,Rainbow,19/03/2020
12812,126,Recife (PE),Rio de Janeiro (RJ),premium,1351.89,2.3,885.57,Rainbow,04/02/2020
12816,126,Recife (PE),Sao Paulo (SP),firstClass,883.63,1.26,486.52,CloudFy,30/04/2020
12820,126,Recife (PE),Natal (RN),firstClass,633.71,0.58,222.67,FlyingDrops,28/05/2020
12826,126,Recife (PE),Brasilia (DF),premium,638.63,0.63,242.21,Rainbow,07/09/2020
12827,126,Brasilia (DF),Campo Grande (MS),firstClass,1009.71,0.72,277.7,FlyingDrops,16/07/2020
12833,126,Aracaju (SE),Florianopolis (SC),economic,869.13,2.1,808.85,CloudFy,27/08/2020
12835,126,Aracaju (SE),Sao Paulo (SP),firstClass,756.3,1.02,392.76,FlyingDrops,09/10/2020
12836,126,Recife (PE),Aracaju (SE),economic,663.23,1.44,555.74,Rainbow,17/09/2020
12840,126,Aracaju (SE),Sao Paulo (SP),economic,410.79,1.02,392.76,CloudFy,15/10/2020
12844,126,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,11/12/2020
12845,126,Recife (PE),Rio de Janeiro (RJ),premium,1270.03,2.3,885.57,CloudFy,19/11/2020
12849,126,Brasilia (DF),Campo Grande (MS),firstClass,1009.71,0.72,277.7,FlyingDrops,17/12/2020
12853,126,Recife (PE),Natal (RN),premium,488.73,0.58,222.67,Rainbow,14/01/2021
12854,126,Recife (PE),Florianopolis (SC),premium,1070.54,1.76,676.53,Rainbow,21/01/2021
12859,126,Recife (PE),Aracaju (SE),premium,932.84,1.44,555.74,CloudFy,25/02/2021
12860,126,Recife (PE),Salvador (BH),firstClass,1596.61,2.05,788.55,FlyingDrops,03/04/2021
12862,126,Brasilia (DF),Sao Paulo (SP),economic,533.8,0.67,257.81,Rainbow,18/03/2021
12864,126,Recife (PE),Brasilia (DF),firstClass,721.93,0.63,242.21,Rainbow,04/01/2021
12867,126,Aracaju (SE),Recife (PE),economic,602.49,1.44,555.74,Rainbow,22/04/2021
12871,126,Aracaju (SE),Salvador (BH),premium,1288.79,2.16,830.86,CloudFy,20/05/2021
12872,126,Recife (PE),Rio de Janeiro (RJ),firstClass,1612.39,2.3,885.57,CloudFy,27/05/2021
12874,126,Brasilia (DF),Recife (PE),premium,559.13,0.63,242.21,Rainbow,06/10/2021
12878,126,Brasilia (DF),Natal (RN),premium,1107.52,1.43,550.69,Rainbow,07/08/2021
12882,126,Brasilia (DF),Aracaju (SE),firstClass,1287.52,1.11,425.98,FlyingDrops,08/05/2021
12883,126,Aracaju (SE),Salvador (BH),premium,1289.05,2.16,830.86,Rainbow,08/12/2021
12884,126,Recife (PE),Florianopolis (SC),firstClass,1354.53,1.76,676.53,CloudFy,19/08/2021
12886,126,Brasilia (DF),Sao Paulo (SP),premium,750.0,0.67,257.81,Rainbow,09/02/2021
12890,126,Recife (PE),Natal (RN),economic,301.51,0.58,222.67,CloudFy,30/09/2021
12900,126,Aracaju (SE),Campo Grande (MS),economic,750.92,1.69,650.1,CloudFy,12/09/2021
12902,126,Brasilia (DF),Recife (PE),premium,568.38,0.63,242.21,CloudFy,23/12/2021
12903,126,Aracaju (SE),Rio de Janeiro (RJ),premium,1007.72,1.55,597.61,CloudFy,30/12/2021
12904,126,Aracaju (SE),Natal (RN),premium,427.25,0.46,176.33,Rainbow,01/06/2022
12910,126,Brasilia (DF),Campo Grande (MS),premium,831.7,0.72,277.7,CloudFy,17/02/2022
12914,126,Brasilia (DF),Recife (PE),firstClass,691.39,0.63,242.21,FlyingDrops,17/03/2022
12917,126,Recife (PE),Sao Paulo (SP),firstClass,954.78,1.26,486.52,FlyingDrops,04/07/2022
12923,126,Brasilia (DF),Rio de Janeiro (RJ),firstClass,649.64,0.48,183.37,CloudFy,19/05/2022
12926,126,Brasilia (DF),Natal (RN),firstClass,1434.91,1.43,550.69,Rainbow,06/09/2022
12928,126,Recife (PE),Natal (RN),firstClass,628.96,0.58,222.67,Rainbow,23/06/2022
12929,126,Recife (PE),Aracaju (SE),premium,932.84,1.44,555.74,CloudFy,30/06/2022
12931,126,Aracaju (SE),Rio de Janeiro (RJ),economic,712.64,1.55,597.61,Rainbow,14/07/2022
12935,126,Brasilia (DF),Salvador (BH),firstClass,1685.23,1.76,676.56,CloudFy,08/11/2022
12936,126,Recife (PE),Sao Paulo (SP),firstClass,954.78,1.26,486.52,FlyingDrops,18/08/2022
12937,126,Aracaju (SE),Brasilia (DF),premium,755.62,1.11,425.98,CloudFy,25/08/2022
12938,126,Brasilia (DF),Florianopolis (SC),premium,1189.32,1.66,637.56,CloudFy,09/01/2022
12943,126,Brasilia (DF),Recife (PE),firstClass,691.39,0.63,242.21,FlyingDrops,10/06/2022
12944,126,Aracaju (SE),Rio de Janeiro (RJ),premium,1007.72,1.55,597.61,CloudFy,13/10/2022
12945,126,Brasilia (DF),Campo Grande (MS),firstClass,1009.71,0.72,277.7,FlyingDrops,20/10/2022
12951,126,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1189.86,1.55,597.61,Rainbow,12/01/2022
12952,126,Brasilia (DF),Salvador (BH),firstClass,1665.24,1.76,676.56,Rainbow,12/08/2022
12955,126,Aracaju (SE),Rio de Janeiro (RJ),economic,712.64,1.55,597.61,Rainbow,29/12/2022
12961,126,Brasilia (DF),Salvador (BH),premium,1346.6,1.76,676.56,CloudFy,02/09/2023
12963,126,Brasilia (DF),Salvador (BH),firstClass,1724.49,1.76,676.56,FlyingDrops,23/02/2023
12964,126,Brasilia (DF),Aracaju (SE),firstClass,1260.1,1.11,425.98,CloudFy,03/02/2023
12965,126,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,03/09/2023
12968,127,Aracaju (SE),Salvador (BH),firstClass,1714.75,2.16,830.86,FlyingDrops,10/10/2019
12975,127,Brasilia (DF),Salvador (BH),premium,1346.6,1.76,676.56,CloudFy,28/11/2019
12979,127,Recife (PE),Salvador (BH),firstClass,1470.41,2.05,788.55,Rainbow,26/12/2019
12981,127,Aracaju (SE),Recife (PE),economic,602.49,1.44,555.74,Rainbow,01/09/2020
12983,127,Recife (PE),Campo Grande (MS),economic,563.71,1.39,535.4,CloudFy,23/01/2020
12989,127,Brasilia (DF),Natal (RN),premium,1107.52,1.43,550.69,Rainbow,03/05/2020
12995,127,Aracaju (SE),Brasilia (DF),firstClass,959.29,1.11,425.98,Rainbow,16/04/2020
12998,127,Brasilia (DF),Recife (PE),firstClass,804.24,0.63,242.21,CloudFy,05/07/2020
12999,127,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1189.86,1.55,597.61,Rainbow,14/05/2020
13002,127,Recife (PE),Aracaju (SE),economic,663.23,1.44,555.74,Rainbow,06/04/2020
13005,127,Aracaju (SE),Brasilia (DF),firstClass,957.68,1.11,425.98,CloudFy,25/06/2020
13006,127,Brasilia (DF),Salvador (BH),economic,921.08,1.76,676.56,Rainbow,07/02/2020
13007,127,Recife (PE),Aracaju (SE),firstClass,1300.81,1.44,555.74,FlyingDrops,07/09/2020
13009,127,Brasilia (DF),Aracaju (SE),firstClass,1214.82,1.11,425.98,Rainbow,23/07/2020
13010,127,Brasilia (DF),Rio de Janeiro (RJ),premium,440.69,0.48,183.37,Rainbow,30/07/2020
13011,127,Recife (PE),Rio de Janeiro (RJ),firstClass,1706.89,2.3,885.57,FlyingDrops,08/06/2020
13013,127,Aracaju (SE),Florianopolis (SC),firstClass,1515.79,2.1,808.85,CloudFy,20/08/2020
13019,127,Recife (PE),Campo Grande (MS),firstClass,1038.95,1.39,535.4,FlyingDrops,10/01/2020
13020,127,Brasilia (DF),Recife (PE),firstClass,804.24,0.63,242.21,CloudFy,10/08/2020
13023,127,Aracaju (SE),Rio de Janeiro (RJ),premium,930.12,1.55,597.61,Rainbow,29/10/2020
13024,127,Aracaju (SE),Florianopolis (SC),economic,869.13,2.1,808.85,CloudFy,11/05/2020
13025,127,Recife (PE),Florianopolis (SC),premium,1074.75,1.76,676.53,CloudFy,11/12/2020
13026,127,Aracaju (SE),Recife (PE),firstClass,1088.87,1.44,555.74,FlyingDrops,19/11/2020
13036,127,Aracaju (SE),Sao Paulo (SP),firstClass,756.3,1.02,392.76,FlyingDrops,28/01/2021
13044,127,Brasilia (DF),Natal (RN),economic,791.66,1.43,550.69,CloudFy,25/03/2021
13045,127,Recife (PE),Aracaju (SE),firstClass,1181.19,1.44,555.74,Rainbow,04/01/2021
13050,127,Aracaju (SE),Natal (RN),premium,427.25,0.46,176.33,Rainbow,05/06/2021
13054,127,Aracaju (SE),Brasilia (DF),firstClass,959.29,1.11,425.98,Rainbow,06/03/2021
13056,127,Aracaju (SE),Rio de Janeiro (RJ),premium,930.12,1.55,597.61,Rainbow,17/06/2021
13057,127,Brasilia (DF),Recife (PE),firstClass,691.39,0.63,242.21,FlyingDrops,24/06/2021
13058,127,Brasilia (DF),Aracaju (SE),premium,965.62,1.11,425.98,Rainbow,07/01/2021
13060,127,Aracaju (SE),Campo Grande (MS),firstClass,1387.89,1.69,650.1,Rainbow,15/07/2021
13062,127,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1189.86,1.55,597.61,Rainbow,29/07/2021
13065,127,Recife (PE),Brasilia (DF),economic,439.38,0.63,242.21,Rainbow,19/08/2021
13072,127,Aracaju (SE),Salvador (BH),firstClass,1684.05,2.16,830.86,CloudFy,10/07/2021
13075,127,Aracaju (SE),Rio de Janeiro (RJ),premium,1007.72,1.55,597.61,CloudFy,28/10/2021
13077,127,Recife (PE),Campo Grande (MS),firstClass,1038.95,1.39,535.4,FlyingDrops,11/11/2021
13088,129,Recife (PE),Sao Paulo (SP),firstClass,954.78,1.26,486.52,FlyingDrops,26/09/2019
13094,129,Brasilia (DF),Natal (RN),economic,791.66,1.43,550.69,CloudFy,11/07/2019
13096,129,Brasilia (DF),Recife (PE),economic,432.1,0.63,242.21,CloudFy,21/11/2019
13105,129,Brasilia (DF),Salvador (BH),firstClass,1665.24,1.76,676.56,Rainbow,23/01/2020
13106,129,Recife (PE),Salvador (BH),premium,1242.65,2.05,788.55,CloudFy,30/01/2020
13108,129,Recife (PE),Salvador (BH),economic,842.11,2.05,788.55,CloudFy,13/02/2020
13111,129,Aracaju (SE),Sao Paulo (SP),premium,630.34,1.02,392.76,CloudFy,03/05/2020
13113,129,Recife (PE),Campo Grande (MS),firstClass,1069.12,1.39,535.4,Rainbow,19/03/2020
13120,129,Brasilia (DF),Campo Grande (MS),economic,583.6,0.72,277.7,CloudFy,05/07/2020
13122,129,Aracaju (SE),Florianopolis (SC),firstClass,1582.41,2.1,808.85,Rainbow,21/05/2020
13132,129,Brasilia (DF),Recife (PE),firstClass,691.39,0.63,242.21,FlyingDrops,30/07/2020
13134,129,Brasilia (DF),Florianopolis (SC),premium,1222.24,1.66,637.56,Rainbow,13/08/2020
13135,129,Brasilia (DF),Aracaju (SE),economic,721.2,1.11,425.98,Rainbow,20/08/2020
13144,129,Brasilia (DF),Salvador (BH),firstClass,1685.23,1.76,676.56,CloudFy,22/10/2020
13145,129,Brasilia (DF),Salvador (BH),premium,1268.97,1.76,676.56,Rainbow,29/10/2020
13147,129,Brasilia (DF),Rio de Janeiro (RJ),premium,457.95,0.48,183.37,CloudFy,11/12/2020
13149,129,Recife (PE),Aracaju (SE),premium,932.22,1.44,555.74,Rainbow,26/11/2020
13154,129,Recife (PE),Rio de Janeiro (RJ),economic,910.7,2.3,885.57,CloudFy,31/12/2020
13159,129,Recife (PE),Florianopolis (SC),firstClass,1354.53,1.76,676.53,CloudFy,02/04/2021
13160,129,Aracaju (SE),Natal (RN),economic,332.1,0.46,176.33,CloudFy,02/11/2021
13165,129,Brasilia (DF),Aracaju (SE),firstClass,1214.82,1.11,425.98,Rainbow,18/03/2021
13166,129,Aracaju (SE),Florianopolis (SC),firstClass,1499.93,2.1,808.85,FlyingDrops,25/03/2021
13168,129,Aracaju (SE),Rio de Janeiro (RJ),economic,712.64,1.55,597.61,Rainbow,04/08/2021
13170,129,Recife (PE),Aracaju (SE),economic,663.23,1.44,555.74,Rainbow,22/04/2021
13176,129,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,1.55,597.61,FlyingDrops,06/03/2021
13191,129,Brasilia (DF),Campo Grande (MS),economic,583.6,0.72,277.7,CloudFy,16/09/2021
13194,129,Brasilia (DF),Rio de Janeiro (RJ),economic,344.26,0.48,183.37,CloudFy,10/07/2021
13197,129,Brasilia (DF),Salvador (BH),firstClass,1724.49,1.76,676.56,FlyingDrops,28/10/2021
13203,129,Aracaju (SE),Salvador (BH),premium,1288.79,2.16,830.86,CloudFy,12/09/2021
13204,129,Brasilia (DF),Campo Grande (MS),firstClass,1096.58,0.72,277.7,CloudFy,16/12/2021
13208,129,Brasilia (DF),Natal (RN),economic,791.66,1.43,550.69,CloudFy,13/01/2022
13212,129,Aracaju (SE),Recife (PE),economic,604.14,1.44,555.74,CloudFy,02/10/2022
13214,129,Brasilia (DF),Aracaju (SE),economic,654.88,1.11,425.98,CloudFy,24/02/2022
13217,129,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,1.55,597.61,FlyingDrops,17/03/2022
13219,129,Recife (PE),Brasilia (DF),premium,638.63,0.63,242.21,Rainbow,31/03/2022
13220,129,Recife (PE),Salvador (BH),economic,842.11,2.05,788.55,CloudFy,04/07/2022
13221,129,Brasilia (DF),Natal (RN),premium,1107.52,1.43,550.69,Rainbow,14/04/2022
13222,129,Recife (PE),Salvador (BH),premium,1242.65,2.05,788.55,CloudFy,21/04/2022
13226,129,Recife (PE),Sao Paulo (SP),premium,657.87,1.26,486.52,CloudFy,19/05/2022
13230,129,Brasilia (DF),Campo Grande (MS),firstClass,1069.61,0.72,277.7,Rainbow,16/06/2022
13231,129,Recife (PE),Salvador (BH),premium,1242.65,2.05,788.55,CloudFy,23/06/2022
13235,129,Brasilia (DF),Sao Paulo (SP),economic,538.95,0.67,257.81,CloudFy,21/07/2022
13237,129,Recife (PE),Rio de Janeiro (RJ),economic,908.93,2.3,885.57,Rainbow,08/04/2022
13238,129,Recife (PE),Florianopolis (SC),firstClass,1354.53,1.76,676.53,CloudFy,08/11/2022
13254,129,Recife (PE),Natal (RN),firstClass,633.71,0.58,222.67,FlyingDrops,12/01/2022
13256,129,Aracaju (SE),Brasilia (DF),firstClass,898.04,1.11,425.98,FlyingDrops,15/12/2022
13257,129,Aracaju (SE),Recife (PE),premium,835.21,1.44,555.74,CloudFy,22/12/2022
13258,129,Brasilia (DF),Campo Grande (MS),economic,583.6,0.72,277.7,CloudFy,29/12/2022
13261,129,Brasilia (DF),Sao Paulo (SP),premium,698.1,0.67,257.81,CloudFy,19/01/2023
13265,129,Aracaju (SE),Salvador (BH),economic,964.83,2.16,830.86,CloudFy,16/02/2023
13268,129,Aracaju (SE),Sao Paulo (SP),premium,630.34,1.02,392.76,CloudFy,03/09/2023
13269,129,Brasilia (DF),Campo Grande (MS),firstClass,1096.58,0.72,277.7,CloudFy,16/03/2023
13270,129,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,1.69,650.1,FlyingDrops,23/03/2023
13272,130,Recife (PE),Brasilia (DF),firstClass,721.93,0.63,242.21,Rainbow,10/03/2019
13274,130,Recife (PE),Salvador (BH),firstClass,1596.61,2.05,788.55,FlyingDrops,17/10/2019
13285,131,Aracaju (SE),Salvador (BH),premium,1288.79,2.16,830.86,CloudFy,21/11/2019
13286,131,Aracaju (SE),Natal (RN),premium,427.25,0.46,176.33,Rainbow,28/11/2019
13289,131,Recife (PE),Aracaju (SE),premium,932.22,1.44,555.74,Rainbow,19/12/2019
13292,131,Recife (PE),Natal (RN),economic,360.22,0.58,222.67,Rainbow,01/09/2020
13293,131,Aracaju (SE),Sao Paulo (SP),firstClass,752.27,1.02,392.76,Rainbow,16/01/2020
13298,131,Recife (PE),Natal (RN),premium,488.73,0.58,222.67,Rainbow,20/02/2020
13301,131,Brasilia (DF),Aracaju (SE),premium,987.07,1.11,425.98,CloudFy,03/12/2020
13302,131,Aracaju (SE),Brasilia (DF),economic,548.62,1.11,425.98,Rainbow,19/03/2020
13303,131,Brasilia (DF),Campo Grande (MS),premium,831.7,0.72,277.7,CloudFy,26/03/2020
13304,131,Recife (PE),Rio de Janeiro (RJ),firstClass,1706.89,2.3,885.57,FlyingDrops,04/02/2020
13307,131,Aracaju (SE),Natal (RN),premium,535.95,0.46,176.33,CloudFy,23/04/2020
13308,131,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1183.57,1.55,597.61,CloudFy,30/04/2020
13313,131,Aracaju (SE),Sao Paulo (SP),premium,630.34,1.02,392.76,CloudFy,06/04/2020
13314,131,Aracaju (SE),Florianopolis (SC),economic,869.13,2.1,808.85,CloudFy,06/11/2020
13315,131,Recife (PE),Brasilia (DF),firstClass,697.22,0.63,242.21,FlyingDrops,18/06/2020
13319,131,Brasilia (DF),Sao Paulo (SP),firstClass,904.0,0.67,257.81,FlyingDrops,16/07/2020
13322,131,Brasilia (DF),Recife (PE),firstClass,804.24,0.63,242.21,CloudFy,08/06/2020
13323,131,Brasilia (DF),Rio de Janeiro (RJ),economic,344.26,0.48,183.37,CloudFy,13/08/2020
13324,131,Recife (PE),Aracaju (SE),premium,932.22,1.44,555.74,Rainbow,20/08/2020
13327,131,Recife (PE),Florianopolis (SC),firstClass,1354.53,1.76,676.53,CloudFy,09/10/2020
13330,131,Recife (PE),Rio de Janeiro (RJ),firstClass,1612.39,2.3,885.57,CloudFy,10/01/2020
13341,131,Recife (PE),Campo Grande (MS),economic,563.71,1.39,535.4,CloudFy,17/12/2020
13345,131,Brasilia (DF),Campo Grande (MS),premium,831.7,0.72,277.7,CloudFy,14/01/2021
13350,131,Recife (PE),Brasilia (DF),premium,573.61,0.63,242.21,CloudFy,18/02/2021
13359,131,Aracaju (SE),Florianopolis (SC),firstClass,1582.41,2.1,808.85,Rainbow,22/04/2021
13360,131,Recife (PE),Florianopolis (SC),firstClass,1354.53,1.76,676.53,CloudFy,29/04/2021
13365,131,Recife (PE),Salvador (BH),premium,1249.83,2.05,788.55,Rainbow,06/03/2021
13366,131,Aracaju (SE),Recife (PE),firstClass,1124.11,1.44,555.74,CloudFy,06/10/2021
13378,131,Brasilia (DF),Aracaju (SE),premium,965.62,1.11,425.98,Rainbow,09/02/2021
13379,132,Brasilia (DF),Rio de Janeiro (RJ),firstClass,539.39,0.48,183.37,FlyingDrops,26/09/2019
13381,132,Aracaju (SE),Sao Paulo (SP),firstClass,752.27,1.02,392.76,Rainbow,10/10/2019
13383,132,Recife (PE),Brasilia (DF),firstClass,697.22,0.63,242.21,FlyingDrops,24/10/2019
13385,132,Recife (PE),Natal (RN),firstClass,669.83,0.58,222.67,CloudFy,11/07/2019
13392,132,Recife (PE),Sao Paulo (SP),economic,545.95,1.26,486.52,Rainbow,26/12/2019
13394,132,Aracaju (SE),Recife (PE),premium,875.41,1.44,555.74,Rainbow,01/09/2020
13396,132,Recife (PE),Campo Grande (MS),premium,832.77,1.39,535.4,Rainbow,23/01/2020
13397,132,Recife (PE),Aracaju (SE),firstClass,1181.19,1.44,555.74,Rainbow,30/01/2020
13400,132,Recife (PE),Sao Paulo (SP),firstClass,980.83,1.26,486.52,Rainbow,20/02/2020
13402,132,Brasilia (DF),Campo Grande (MS),premium,831.7,0.72,277.7,CloudFy,03/05/2020
13406,132,Aracaju (SE),Sao Paulo (SP),premium,588.14,1.02,392.76,Rainbow,04/02/2020
13408,132,Recife (PE),Rio de Janeiro (RJ),premium,1351.89,2.3,885.57,Rainbow,16/04/2020
13411,132,Aracaju (SE),Brasilia (DF),firstClass,898.04,1.11,425.98,FlyingDrops,05/07/2020
13417,132,Recife (PE),Salvador (BH),economic,842.11,2.05,788.55,CloudFy,18/06/2020
13418,132,Brasilia (DF),Florianopolis (SC),economic,889.07,1.66,637.56,Rainbow,25/06/2020
13423,132,Recife (PE),Sao Paulo (SP),premium,657.87,1.26,486.52,CloudFy,30/07/2020
13424,132,Aracaju (SE),Sao Paulo (SP),firstClass,752.27,1.02,392.76,Rainbow,08/06/2020
13434,132,Aracaju (SE),Brasilia (DF),economic,472.72,1.11,425.98,CloudFy,15/10/2020
13435,132,Aracaju (SE),Florianopolis (SC),economic,869.13,2.1,808.85,CloudFy,22/10/2020
13443,132,Recife (PE),Brasilia (DF),economic,439.38,0.63,242.21,Rainbow,17/12/2020
13451,133,Aracaju (SE),Florianopolis (SC),premium,1132.81,2.1,808.85,Rainbow,24/10/2019
13459,133,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,1.55,597.61,FlyingDrops,19/12/2019
13462,133,Recife (PE),Campo Grande (MS),firstClass,1110.76,1.39,535.4,CloudFy,01/09/2020
13463,133,Aracaju (SE),Rio de Janeiro (RJ),economic,717.04,1.55,597.61,CloudFy,16/01/2020
13470,133,Aracaju (SE),Recife (PE),premium,835.21,1.44,555.74,CloudFy,03/05/2020
13478,133,Recife (PE),Florianopolis (SC),firstClass,1371.83,1.76,676.53,Rainbow,30/04/2020
13480,133,Brasilia (DF),Florianopolis (SC),economic,884.94,1.66,637.56,CloudFy,14/05/2020
13483,133,Brasilia (DF),Salvador (BH),firstClass,1724.49,1.76,676.56,FlyingDrops,06/04/2020
13484,133,Recife (PE),Aracaju (SE),firstClass,1181.19,1.44,555.74,Rainbow,06/11/2020
13490,133,Aracaju (SE),Sao Paulo (SP),firstClass,756.3,1.02,392.76,FlyingDrops,23/07/2020
13494,133,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,1.69,650.1,FlyingDrops,20/08/2020
13495,133,Brasilia (DF),Rio de Janeiro (RJ),firstClass,539.39,0.48,183.37,FlyingDrops,27/08/2020
13498,133,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,17/09/2020
13499,133,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,1.55,597.61,FlyingDrops,24/09/2020
13500,133,Brasilia (DF),Florianopolis (SC),premium,1189.32,1.66,637.56,CloudFy,10/01/2020
13505,133,Aracaju (SE),Campo Grande (MS),economic,750.92,1.69,650.1,CloudFy,11/05/2020
13506,133,Aracaju (SE),Recife (PE),firstClass,1124.11,1.44,555.74,CloudFy,11/12/2020
13513,133,Aracaju (SE),Salvador (BH),economic,943.36,2.16,830.86,Rainbow,31/12/2020
13522,133,Recife (PE),Salvador (BH),premium,1249.83,2.05,788.55,Rainbow,03/04/2021
13524,133,Recife (PE),Brasilia (DF),premium,573.61,0.63,242.21,CloudFy,18/03/2021
13525,133,Brasilia (DF),Rio de Janeiro (RJ),premium,440.69,0.48,183.37,Rainbow,25/03/2021
13532,133,Brasilia (DF),Recife (PE),firstClass,691.39,0.63,242.21,FlyingDrops,13/05/2021
13544,133,Aracaju (SE),Natal (RN),premium,427.25,0.46,176.33,Rainbow,08/05/2021
13545,133,Brasilia (DF),Natal (RN),premium,1107.52,1.43,550.69,Rainbow,08/12/2021
13547,133,Aracaju (SE),Salvador (BH),economic,964.83,2.16,830.86,CloudFy,26/08/2021
13550,133,Aracaju (SE),Rio de Janeiro (RJ),economic,717.04,1.55,597.61,CloudFy,16/09/2021
13551,133,Brasilia (DF),Salvador (BH),economic,921.08,1.76,676.56,Rainbow,23/09/2021
13562,134,Brasilia (DF),Campo Grande (MS),firstClass,1069.61,0.72,277.7,Rainbow,24/10/2019
13563,134,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1183.57,1.55,597.61,CloudFy,31/10/2019
13564,134,Recife (PE),Rio de Janeiro (RJ),economic,908.93,2.3,885.57,Rainbow,11/07/2019
13569,134,Aracaju (SE),Natal (RN),firstClass,577.71,0.46,176.33,FlyingDrops,12/12/2019
13570,134,Recife (PE),Campo Grande (MS),firstClass,1110.76,1.39,535.4,CloudFy,19/12/2019
13575,134,Recife (PE),Aracaju (SE),firstClass,1300.81,1.44,555.74,FlyingDrops,23/01/2020
13577,134,Recife (PE),Rio de Janeiro (RJ),economic,910.7,2.3,885.57,CloudFy,02/06/2020
13579,134,Recife (PE),Rio de Janeiro (RJ),premium,1351.89,2.3,885.57,Rainbow,20/02/2020
13585,134,Aracaju (SE),Salvador (BH),firstClass,1714.75,2.16,830.86,FlyingDrops,04/02/2020
13587,134,Brasilia (DF),Rio de Janeiro (RJ),firstClass,586.04,0.48,183.37,Rainbow,16/04/2020
13588,134,Recife (PE),Brasilia (DF),firstClass,709.25,0.63,242.21,CloudFy,23/04/2020
13590,134,Recife (PE),Florianopolis (SC),firstClass,1434.38,1.76,676.53,FlyingDrops,05/07/2020
13594,134,Brasilia (DF),Salvador (BH),premium,1346.6,1.76,676.56,CloudFy,06/04/2020
13598,134,Aracaju (SE),Recife (PE),economic,604.14,1.44,555.74,CloudFy,07/02/2020
13599,134,Brasilia (DF),Campo Grande (MS),economic,583.6,0.72,277.7,CloudFy,07/09/2020
13601,134,Aracaju (SE),Campo Grande (MS),premium,1021.53,1.69,650.1,CloudFy,23/07/2020
13609,134,Aracaju (SE),Sao Paulo (SP),firstClass,756.3,1.02,392.76,FlyingDrops,17/09/2020
13614,134,Aracaju (SE),Brasilia (DF),firstClass,959.29,1.11,425.98,Rainbow,22/10/2020
13615,134,Aracaju (SE),Salvador (BH),economic,964.83,2.16,830.86,CloudFy,29/10/2020
13620,134,Recife (PE),Florianopolis (SC),firstClass,1371.83,1.76,676.53,Rainbow,12/03/2020
13621,134,Recife (PE),Brasilia (DF),premium,573.61,0.63,242.21,CloudFy,12/10/2020
13623,134,Brasilia (DF),Recife (PE),firstClass,772.21,0.63,242.21,Rainbow,24/12/2020
13625,134,Brasilia (DF),Natal (RN),firstClass,1433.35,1.43,550.69,FlyingDrops,01/07/2021
13626,134,Brasilia (DF),Rio de Janeiro (RJ),premium,457.95,0.48,183.37,CloudFy,14/01/2021
13632,134,Aracaju (SE),Florianopolis (SC),premium,1174.97,2.1,808.85,CloudFy,25/02/2021
13636,134,Brasilia (DF),Rio de Janeiro (RJ),economic,371.04,0.48,183.37,Rainbow,25/03/2021
13640,134,Recife (PE),Rio de Janeiro (RJ),premium,1351.89,2.3,885.57,Rainbow,22/04/2021
13642,134,Recife (PE),Campo Grande (MS),premium,793.15,1.39,535.4,CloudFy,05/06/2021
13647,134,Recife (PE),Rio de Janeiro (RJ),firstClass,1611.14,2.3,885.57,Rainbow,06/10/2021
13652,134,Brasilia (DF),Recife (PE),economic,421.2,0.63,242.21,Rainbow,15/07/2021
13654,134,Aracaju (SE),Florianopolis (SC),economic,852.18,2.1,808.85,Rainbow,29/07/2021
13655,134,Recife (PE),Aracaju (SE),premium,932.84,1.44,555.74,CloudFy,08/05/2021
13658,134,Recife (PE),Brasilia (DF),firstClass,721.93,0.63,242.21,Rainbow,26/08/2021
13659,134,Aracaju (SE),Salvador (BH),premium,1288.79,2.16,830.86,CloudFy,09/02/2021
13666,134,Brasilia (DF),Salvador (BH),firstClass,1685.23,1.76,676.56,CloudFy,21/10/2021
13668,134,Brasilia (DF),Rio de Janeiro (RJ),economic,344.26,0.48,183.37,CloudFy,11/04/2021
