User_ID,travelCode,Hotel_Name,Arrival_place,Hotel_stay,Hotel_per_day_price,Check-in,Hotel_TotalPrice
264,27527,Starlight Inn,Brasilia (DF),2,247.62,02/25/2021,495.24
264,27529,Grand Palace Hotel,Salvador (BH),2,263.41,03/11/2021,526.82
264,27533,The Grand Horizon,Brasilia (DF),1,247.62,04/08/2021,247.62
264,27535,Golden Sands Hotel,Rio de Janeiro (RJ),2,165.99,04/22/2021,331.98
264,27537,Lakeside Manor,Recife (PE),2,312.83,05/06/2021,625.66
264,27538,Sunset Resort,Salvador (BH),3,263.41,05/13/2021,790.23
264,27539,Royal Orchid,Natal (RN),2,242.88,05/20/2021,485.76
264,27541,Harbor View Hotel,Sao Paulo (SP),3,139.1,06/03/2021,417.3
264,27543,Crystal Cove Resort,Recife (PE),3,312.83,06/17/2021,938.49
264,27548,Emerald Bay Resort,Natal (RN),2,242.88,07/22/2021,485.76
264,27552,Sunset Resort,Salvador (BH),3,263.41,08/19/2021,790.23
264,27556,Oceanview Inn,Salvador (BH),3,263.41,09/16/2021,790.23
264,27557,Starlight Inn,Brasilia (DF),1,247.62,09/23/2021,247.62
264,27567,Regal Heights Hotel,Aracaju (SE),2,208.04,12/02/2021,416.08
264,27570,Emerald Bay Resort,Natal (RN),2,242.88,12/23/2021,485.76
264,27571,Royal Orchid,Natal (RN),4,242.88,12/30/2021,971.52
264,27573,Serenity Bay,Campo Grande (MS),4,60.39,01/13/2022,241.56
264,27577,Cityscape Hotel,Natal (RN),1,242.88,02/10/2022,242.88
264,27584,Emerald Bay Resort,Natal (RN),4,242.88,03/31/2022,971.52
264,27590,Tranquil Meadows Hotel,Brasilia (DF),2,247.62,05/12/2022,495.24
264,27591,Skyline Suites,Rio de Janeiro (RJ),4,165.99,05/19/2022,663.96
264,27593,Skyline Suites,Rio de Janeiro (RJ),4,165.99,06/02/2022,663.96
264,27595,Azure Waves Resort,Aracaju (SE),2,208.04,06/16/2022,416.08
264,27598,Regal Heights Hotel,Aracaju (SE),2,208.04,07/07/2022,416.08
264,27604,Tranquil Meadows Hotel,Brasilia (DF),2,247.62,08/18/2022,495.24
264,27606,Horizon Cliff Hotel,Florianopolis (SC),4,313.02,09/01/2022,1252.08
264,27608,Azure Waves Resort,Aracaju (SE),2,208.04,09/15/2022,416.08
264,27609,Starlight Inn,Brasilia (DF),3,247.62,09/22/2022,742.86
264,27611,Emerald Bay Resort,Natal (RN),4,242.88,10/06/2022,971.52
264,27612,Oceanview Inn,Salvador (BH),1,263.41,10/13/2022,263.41
264,27615,Aurora Bliss Hotel,Florianopolis (SC),1,313.02,11/03/2022,313.02
264,27620,Starlight Inn,Brasilia (DF),4,247.62,12/08/2022,990.48
264,27625,Summit Heights Hotel,Campo Grande (MS),4,60.39,01/12/2023,241.56
264,27629,Velvet Sunset Inn,Aracaju (SE),4,208.04,02/09/2023,832.16
264,27631,Regal Heights Hotel,Aracaju (SE),1,208.04,02/23/2023,208.04
264,27636,Crystal Cove Resort,Recife (PE),1,312.83,03/30/2023,312.83
264,27638,Velvet Sunset Inn,Aracaju (SE),1,208.04,04/13/2023,208.04
265,27643,Harbor View Hotel,Sao Paulo (SP),3,139.1,09/26/2019,417.3
265,27645,Harbor View Hotel,Sao Paulo (SP),4,139.1,10/10/2019,556.4
265,27653,Summit Heights Hotel,Campo Grande (MS),4,60.39,12/05/2019,241.56
265,27664,Royal Orchid,Natal (RN),1,242.88,02/20/2020,242.88
265,27666,Azure Waves Resort,Aracaju (SE),4,208.04,03/05/2020,832.16
265,27673,Starlight Inn,Brasilia (DF),1,247.62,04/23/2020,247.62
265,27676,The Grand Horizon,Brasilia (DF),1,247.62,05/14/2020,247.62
265,27681,Cityscape Hotel,Natal (RN),3,242.88,06/18/2020,728.64
265,27683,The Grand Horizon,Brasilia (DF),1,247.62,07/02/2020,247.62
265,27684,Seaside Retreat,Sao Paulo (SP),3,139.1,07/09/2020,417.3
265,27689,Horizon Cliff Hotel,Florianopolis (SC),3,313.02,08/13/2020,939.06
265,27690,Oceanview Inn,Salvador (BH),1,263.41,08/20/2020,263.41
265,27694,Urban Elegance Hotel,Recife (PE),2,312.83,09/17/2020,625.66
265,27698,Royal Orchid,Natal (RN),1,242.88,10/15/2020,242.88
265,27700,Regal Heights Hotel,Aracaju (SE),2,208.04,10/29/2020,416.08
265,27703,Seaside Retreat,Sao Paulo (SP),4,139.1,11/19/2020,556.4
265,27705,Serenity Bay,Campo Grande (MS),1,60.39,12/03/2020,60.39
265,27707,Royal Orchid,Natal (RN),4,242.88,12/17/2020,971.52
265,27710,Seaside Retreat,Sao Paulo (SP),1,139.1,01/07/2021,139.1
265,27711,Starlight Inn,Brasilia (DF),4,247.62,01/14/2021,990.48
265,27719,Grand Palace Hotel,Salvador (BH),4,263.41,03/11/2021,1053.64
265,27722,Golden Sands Hotel,Rio de Janeiro (RJ),3,165.99,04/01/2021,497.97
265,27725,Horizon Cliff Hotel,Florianopolis (SC),3,313.02,04/22/2021,939.06
265,27727,Evergreen Lodge,Campo Grande (MS),3,60.39,05/06/2021,181.17
265,27733,The Majestic Tower,Sao Paulo (SP),1,139.1,06/17/2021,139.1
265,27736,Starlight Inn,Brasilia (DF),2,247.62,07/08/2021,495.24
265,27739,Emerald Bay Resort,Natal (RN),4,242.88,07/29/2021,971.52
266,27742,Grand Palace Hotel,Salvador (BH),1,263.41,10/10/2019,263.41
266,27743,Mountain Lodge,Rio de Janeiro (RJ),2,165.99,10/17/2019,331.98
266,27748,Horizon Cliff Hotel,Florianopolis (SC),2,313.02,11/21/2019,626.04
266,27749,Seaside Retreat,Sao Paulo (SP),4,139.1,11/28/2019,556.4
266,27750,Cityscape Hotel,Natal (RN),3,242.88,12/05/2019,728.64
266,27751,Seaside Retreat,Sao Paulo (SP),4,139.1,12/12/2019,556.4
266,27756,Summit Heights Hotel,Campo Grande (MS),3,60.39,01/16/2020,181.17
266,27757,Cityscape Hotel,Natal (RN),4,242.88,01/23/2020,971.52
266,27770,Royal Orchid,Natal (RN),2,242.88,04/23/2020,485.76
266,27771,Serenity Bay,Campo Grande (MS),3,60.39,04/30/2020,181.17
266,27773,Lakeside Manor,Recife (PE),3,312.83,05/14/2020,938.49
266,27777,Mountain Lodge,Rio de Janeiro (RJ),1,165.99,06/11/2020,165.99
266,27778,Golden Sands Hotel,Rio de Janeiro (RJ),2,165.99,06/18/2020,331.98
266,27779,Azure Waves Resort,Aracaju (SE),4,208.04,06/25/2020,832.16
266,27783,Regal Heights Hotel,Aracaju (SE),1,208.04,07/23/2020,208.04
266,27786,Oceanview Inn,Salvador (BH),4,263.41,08/13/2020,1053.64
266,27792,Aurora Bliss Hotel,Florianopolis (SC),2,313.02,09/24/2020,626.04
266,27793,Aurora Bliss Hotel,Florianopolis (SC),2,313.02,10/01/2020,626.04
266,27797,Oceanview Inn,Salvador (BH),4,263.41,10/29/2020,1053.64
266,27799,Azure Waves Resort,Aracaju (SE),1,208.04,11/12/2020,208.04
266,27802,Royal Orchid,Natal (RN),2,242.88,12/03/2020,485.76
266,27803,Cityscape Hotel,Natal (RN),3,242.88,12/10/2020,728.64
266,27804,Harbor View Hotel,Sao Paulo (SP),1,139.1,12/17/2020,139.1
266,27817,Cityscape Hotel,Natal (RN),4,242.88,03/18/2021,971.52
266,27820,Sunset Resort,Salvador (BH),4,263.41,04/08/2021,1053.64
266,27821,Serenity Bay,Campo Grande (MS),1,60.39,04/15/2021,60.39
266,27822,Summit Heights Hotel,Campo Grande (MS),1,60.39,04/22/2021,60.39
266,27824,Grand Palace Hotel,Salvador (BH),4,263.41,05/06/2021,1053.64
266,27826,Cityscape Hotel,Natal (RN),2,242.88,05/20/2021,485.76
266,27832,Velvet Sunset Inn,Aracaju (SE),2,208.04,07/01/2021,416.08
266,27834,Royal Orchid,Natal (RN),2,242.88,07/15/2021,485.76
266,27839,Horizon Cliff Hotel,Florianopolis (SC),3,313.02,08/19/2021,939.06
266,27843,Starlight Inn,Brasilia (DF),4,247.62,09/16/2021,990.48
266,27845,Serenity Bay,Campo Grande (MS),4,60.39,09/30/2021,241.56
266,27851,The Sapphire Retreat,Florianopolis (SC),4,313.02,11/11/2021,1252.08
266,27853,Starlight Inn,Brasilia (DF),2,247.62,11/25/2021,495.24
266,27860,Oceanview Inn,Salvador (BH),2,263.41,01/13/2022,526.82
266,27863,Royal Orchid,Natal (RN),1,242.88,02/03/2022,242.88
266,27864,Serenity Bay,Campo Grande (MS),1,60.39,02/10/2022,60.39
266,27865,Crystal Cove Resort,Recife (PE),2,312.83,02/17/2022,625.66
266,27867,Starlight Inn,Brasilia (DF),4,247.62,03/03/2022,990.48
266,27870,Azure Waves Resort,Aracaju (SE),1,208.04,03/24/2022,208.04
266,27872,Summit Heights Hotel,Campo Grande (MS),3,60.39,04/07/2022,181.17
266,27875,Tranquil Meadows Hotel,Brasilia (DF),3,247.62,04/28/2022,742.86
266,27876,Grand Palace Hotel,Salvador (BH),2,263.41,05/05/2022,526.82
267,27882,Harbor View Hotel,Sao Paulo (SP),2,139.1,10/31/2019,278.2
267,27888,Tranquil Meadows Hotel,Brasilia (DF),1,247.62,12/12/2019,247.62
267,27889,Cityscape Hotel,Natal (RN),1,242.88,12/19/2019,242.88
267,27900,Golden Sands Hotel,Rio de Janeiro (RJ),3,165.99,03/05/2020,497.97
267,27901,Mountain Lodge,Rio de Janeiro (RJ),3,165.99,03/12/2020,497.97
267,27903,The Grand Horizon,Brasilia (DF),3,247.62,03/26/2020,742.86
267,27905,Summit Heights Hotel,Campo Grande (MS),1,60.39,04/09/2020,60.39
267,27908,Azure Waves Resort,Aracaju (SE),2,208.04,04/30/2020,416.08
267,27913,Sunset Resort,Salvador (BH),1,263.41,06/04/2020,263.41
267,27915,Royal Orchid,Natal (RN),3,242.88,06/18/2020,728.64
267,27916,Cityscape Hotel,Natal (RN),4,242.88,06/25/2020,971.52
267,27920,The Majestic Tower,Sao Paulo (SP),4,139.1,07/23/2020,556.4
267,27924,The Sapphire Retreat,Florianopolis (SC),4,313.02,08/20/2020,1252.08
267,27926,The Majestic Tower,Sao Paulo (SP),2,139.1,09/03/2020,278.2
267,27933,Skyline Suites,Rio de Janeiro (RJ),2,165.99,10/22/2020,331.98
267,27936,Azure Waves Resort,Aracaju (SE),3,208.04,11/12/2020,624.12
267,27942,Royal Orchid,Natal (RN),1,242.88,12/24/2020,242.88
267,27946,Sunset Resort,Salvador (BH),4,263.41,01/21/2021,1053.64
267,27949,Harbor View Hotel,Sao Paulo (SP),1,139.1,02/11/2021,139.1
267,27950,Royal Orchid,Natal (RN),3,242.88,02/18/2021,728.64
267,27954,Aurora Bliss Hotel,Florianopolis (SC),4,313.02,03/18/2021,1252.08
267,27955,Aurora Bliss Hotel,Florianopolis (SC),2,313.02,03/25/2021,626.04
267,27957,Oceanview Inn,Salvador (BH),4,263.41,04/08/2021,1053.64
267,27966,Horizon Cliff Hotel,Florianopolis (SC),3,313.02,06/10/2021,939.06
267,27968,Emerald Bay Resort,Natal (RN),3,242.88,06/24/2021,728.64
267,27972,Starlight Inn,Brasilia (DF),4,247.62,07/22/2021,990.48
267,27973,Seaside Retreat,Sao Paulo (SP),2,139.1,07/29/2021,278.2
267,27974,Cityscape Hotel,Natal (RN),4,242.88,08/05/2021,971.52
267,27977,Emerald Bay Resort,Natal (RN),2,242.88,08/26/2021,485.76
267,27984,Sunset Resort,Salvador (BH),2,263.41,10/14/2021,526.82
267,27986,Oceanview Inn,Salvador (BH),3,263.41,10/28/2021,790.23
267,27987,Golden Sands Hotel,Rio de Janeiro (RJ),1,165.99,11/04/2021,165.99
267,27988,Mountain Lodge,Rio de Janeiro (RJ),4,165.99,11/11/2021,663.96
267,27996,The Majestic Tower,Sao Paulo (SP),4,139.1,01/06/2022,556.4
267,28004,Royal Orchid,Natal (RN),4,242.88,03/03/2022,971.52
268,28026,Lakeside Manor,Recife (PE),2,312.83,01/02/2020,625.66
268,28028,Crystal Cove Resort,Recife (PE),2,312.83,01/16/2020,625.66
268,28031,Mountain Lodge,Rio de Janeiro (RJ),3,165.99,02/06/2020,497.97
268,28037,Harbor View Hotel,Sao Paulo (SP),3,139.1,03/19/2020,417.3
268,28039,Royal Orchid,Natal (RN),2,242.88,04/02/2020,485.76
268,28040,Seaside Retreat,Sao Paulo (SP),3,139.1,04/09/2020,417.3
268,28041,Golden Sands Hotel,Rio de Janeiro (RJ),4,165.99,04/16/2020,663.96
268,28042,Starlight Inn,Brasilia (DF),2,247.62,04/23/2020,495.24
268,28045,Seaside Retreat,Sao Paulo (SP),1,139.1,05/14/2020,139.1
268,28047,Mountain Lodge,Rio de Janeiro (RJ),3,165.99,05/28/2020,497.97
268,28050,Evergreen Lodge,Campo Grande (MS),1,60.39,06/18/2020,60.39
268,28052,Mountain Lodge,Rio de Janeiro (RJ),3,165.99,07/02/2020,497.97
268,28053,Golden Sands Hotel,Rio de Janeiro (RJ),1,165.99,07/09/2020,165.99
268,28054,Lakeside Manor,Recife (PE),3,312.83,07/16/2020,938.49
268,28057,Golden Sands Hotel,Rio de Janeiro (RJ),2,165.99,08/06/2020,331.98
268,28058,The Sapphire Retreat,Florianopolis (SC),3,313.02,08/13/2020,939.06
268,28059,Summit Heights Hotel,Campo Grande (MS),2,60.39,08/20/2020,120.78
268,28062,Sunset Resort,Salvador (BH),4,263.41,09/10/2020,1053.64
268,28064,Cityscape Hotel,Natal (RN),2,242.88,09/24/2020,485.76
268,28070,Azure Waves Resort,Aracaju (SE),4,208.04,11/05/2020,832.16
268,28071,Horizon Cliff Hotel,Florianopolis (SC),4,313.02,11/12/2020,1252.08
268,28072,The Grand Horizon,Brasilia (DF),4,247.62,11/19/2020,990.48
268,28075,Evergreen Lodge,Campo Grande (MS),2,60.39,12/10/2020,120.78
268,28076,Aurora Bliss Hotel,Florianopolis (SC),2,313.02,12/17/2020,626.04
268,28082,Horizon Cliff Hotel,Florianopolis (SC),4,313.02,01/28/2021,1252.08
268,28083,Sunset Resort,Salvador (BH),1,263.41,02/04/2021,263.41
268,28084,Cityscape Hotel,Natal (RN),1,242.88,02/11/2021,242.88
268,28085,Aurora Bliss Hotel,Florianopolis (SC),4,313.02,02/18/2021,1252.08
268,28088,Emerald Bay Resort,Natal (RN),2,242.88,03/11/2021,485.76
268,28092,Horizon Cliff Hotel,Florianopolis (SC),3,313.02,04/08/2021,939.06
268,28093,Skyline Suites,Rio de Janeiro (RJ),4,165.99,04/15/2021,663.96
268,28094,Aurora Bliss Hotel,Florianopolis (SC),3,313.02,04/22/2021,939.06
268,28096,Skyline Suites,Rio de Janeiro (RJ),4,165.99,05/06/2021,663.96
268,28098,Urban Elegance Hotel,Recife (PE),3,312.83,05/20/2021,938.49
268,28100,Serenity Bay,Campo Grande (MS),4,60.39,06/03/2021,241.56
268,28101,Aurora Bliss Hotel,Florianopolis (SC),4,313.02,06/10/2021,1252.08
268,28103,Serenity Bay,Campo Grande (MS),1,60.39,06/24/2021,60.39
268,28104,Seaside Retreat,Sao Paulo (SP),4,139.1,07/01/2021,556.4
268,28115,Cityscape Hotel,Natal (RN),3,242.88,09/16/2021,728.64
268,28120,Lakeside Manor,Recife (PE),1,312.83,10/21/2021,312.83
268,28130,Regal Heights Hotel,Aracaju (SE),4,208.04,12/30/2021,832.16
268,28136,Emerald Bay Resort,Natal (RN),4,242.88,02/10/2022,971.52
268,28137,Lakeside Manor,Recife (PE),2,312.83,02/17/2022,625.66
268,28139,Mountain Lodge,Rio de Janeiro (RJ),3,165.99,03/03/2022,497.97
268,28142,Harbor View Hotel,Sao Paulo (SP),3,139.1,03/24/2022,417.3
268,28143,Grand Palace Hotel,Salvador (BH),1,263.41,03/31/2022,263.41
268,28145,The Grand Horizon,Brasilia (DF),3,247.62,04/14/2022,742.86
268,28146,Royal Orchid,Natal (RN),1,242.88,04/21/2022,242.88
268,28151,The Grand Horizon,Brasilia (DF),3,247.62,05/26/2022,742.86
268,28159,Crystal Cove Resort,Recife (PE),3,312.83,07/21/2022,938.49
268,28162,Emerald Bay Resort,Natal (RN),1,242.88,08/11/2022,242.88
268,28169,Grand Palace Hotel,Salvador (BH),4,263.41,09/29/2022,1053.64
268,28170,Seaside Retreat,Sao Paulo (SP),3,139.1,10/06/2022,417.3
268,28179,Horizon Cliff Hotel,Florianopolis (SC),3,313.02,12/08/2022,939.06
268,28184,The Majestic Tower,Sao Paulo (SP),3,139.1,01/12/2023,417.3
268,28187,Oceanview Inn,Salvador (BH),3,263.41,02/02/2023,790.23
268,28188,The Sapphire Retreat,Florianopolis (SC),3,313.02,02/09/2023,939.06
269,28197,Mountain Lodge,Rio de Janeiro (RJ),3,165.99,10/03/2019,497.97
269,28198,The Grand Horizon,Brasilia (DF),2,247.62,10/10/2019,495.24
269,28200,Urban Elegance Hotel,Recife (PE),2,312.83,10/24/2019,625.66
269,28201,Regal Heights Hotel,Aracaju (SE),3,208.04,10/31/2019,624.12
269,28202,Crystal Cove Resort,Recife (PE),3,312.83,11/07/2019,938.49
269,28206,Sunset Resort,Salvador (BH),2,263.41,12/05/2019,526.82
269,28208,Serenity Bay,Campo Grande (MS),2,60.39,12/19/2019,120.78
269,28210,Azure Waves Resort,Aracaju (SE),4,208.04,01/02/2020,832.16
269,28214,Cityscape Hotel,Natal (RN),1,242.88,01/30/2020,242.88
269,28217,Starlight Inn,Brasilia (DF),2,247.62,02/20/2020,495.24
269,28218,Aurora Bliss Hotel,Florianopolis (SC),2,313.02,02/27/2020,626.04
269,28219,The Sapphire Retreat,Florianopolis (SC),2,313.02,03/05/2020,626.04
269,28227,Harbor View Hotel,Sao Paulo (SP),1,139.1,04/30/2020,139.1
269,28232,The Grand Horizon,Brasilia (DF),3,247.62,06/04/2020,742.86
269,28234,Aurora Bliss Hotel,Florianopolis (SC),1,313.02,06/18/2020,313.02
269,28235,Royal Orchid,Natal (RN),4,242.88,06/25/2020,971.52
269,28237,Royal Orchid,Natal (RN),4,242.88,07/09/2020,971.52
269,28238,Starlight Inn,Brasilia (DF),3,247.62,07/16/2020,742.86
269,28240,Aurora Bliss Hotel,Florianopolis (SC),1,313.02,07/30/2020,313.02
269,28241,Urban Elegance Hotel,Recife (PE),3,312.83,08/06/2020,938.49
269,28242,Royal Orchid,Natal (RN),4,242.88,08/13/2020,971.52
269,28245,Seaside Retreat,Sao Paulo (SP),4,139.1,09/03/2020,556.4
269,28247,The Majestic Tower,Sao Paulo (SP),1,139.1,09/17/2020,139.1
269,28250,Cityscape Hotel,Natal (RN),4,242.88,10/08/2020,971.52
270,28256,Golden Sands Hotel,Rio de Janeiro (RJ),1,165.99,10/31/2019,165.99
271,28263,Royal Orchid,Natal (RN),4,242.88,10/03/2019,971.52
271,28264,Cityscape Hotel,Natal (RN),4,242.88,10/10/2019,971.52
271,28269,Tranquil Meadows Hotel,Brasilia (DF),1,247.62,11/14/2019,247.62
271,28270,Lakeside Manor,Recife (PE),2,312.83,11/21/2019,625.66
271,28273,Royal Orchid,Natal (RN),2,242.88,12/12/2019,485.76
271,28275,Seaside Retreat,Sao Paulo (SP),3,139.1,12/26/2019,417.3
271,28277,Urban Elegance Hotel,Recife (PE),2,312.83,01/09/2020,625.66
271,28286,Harbor View Hotel,Sao Paulo (SP),2,139.1,03/12/2020,278.2
271,28288,Oceanview Inn,Salvador (BH),3,263.41,03/26/2020,790.23
271,28290,Grand Palace Hotel,Salvador (BH),1,263.41,04/09/2020,263.41
271,28291,Golden Sands Hotel,Rio de Janeiro (RJ),1,165.99,04/16/2020,165.99
271,28294,Golden Sands Hotel,Rio de Janeiro (RJ),3,165.99,05/07/2020,497.97
271,28298,The Majestic Tower,Sao Paulo (SP),3,139.1,06/04/2020,417.3
271,28300,Harbor View Hotel,Sao Paulo (SP),3,139.1,06/18/2020,417.3
271,28304,Grand Palace Hotel,Salvador (BH),1,263.41,07/16/2020,263.41
271,28308,Urban Elegance Hotel,Recife (PE),1,312.83,08/13/2020,312.83
271,28309,Horizon Cliff Hotel,Florianopolis (SC),2,313.02,08/20/2020,626.04
271,28313,Azure Waves Resort,Aracaju (SE),2,208.04,09/17/2020,416.08
271,28316,Royal Orchid,Natal (RN),3,242.88,10/08/2020,728.64
271,28317,Harbor View Hotel,Sao Paulo (SP),3,139.1,10/15/2020,417.3
271,28319,Oceanview Inn,Salvador (BH),4,263.41,10/29/2020,1053.64
271,28320,The Majestic Tower,Sao Paulo (SP),4,139.1,11/05/2020,556.4
271,28324,Urban Elegance Hotel,Recife (PE),2,312.83,12/03/2020,625.66
271,28325,Grand Palace Hotel,Salvador (BH),4,263.41,12/10/2020,1053.64
271,28328,Tranquil Meadows Hotel,Brasilia (DF),3,247.62,12/31/2020,742.86
271,28337,Skyline Suites,Rio de Janeiro (RJ),2,165.99,03/04/2021,331.98
271,28339,Cityscape Hotel,Natal (RN),2,242.88,03/18/2021,485.76
271,28345,Evergreen Lodge,Campo Grande (MS),4,60.39,04/29/2021,241.56
271,28347,Velvet Sunset Inn,Aracaju (SE),2,208.04,05/13/2021,416.08
271,28350,Serenity Bay,Campo Grande (MS),3,60.39,06/03/2021,181.17
271,28355,Sunset Resort,Salvador (BH),3,263.41,07/08/2021,790.23
271,28357,Mountain Lodge,Rio de Janeiro (RJ),1,165.99,07/22/2021,165.99
271,28363,Grand Palace Hotel,Salvador (BH),3,263.41,09/02/2021,790.23
271,28364,Urban Elegance Hotel,Recife (PE),4,312.83,09/09/2021,1251.32
271,28365,Lakeside Manor,Recife (PE),4,312.83,09/16/2021,1251.32
271,28371,Lakeside Manor,Recife (PE),4,312.83,10/28/2021,1251.32
271,28372,Oceanview Inn,Salvador (BH),3,263.41,11/04/2021,790.23
271,28373,The Majestic Tower,Sao Paulo (SP),3,139.1,11/11/2021,417.3
271,28374,Azure Waves Resort,Aracaju (SE),2,208.04,11/18/2021,416.08
271,28379,Harbor View Hotel,Sao Paulo (SP),3,139.1,12/23/2021,417.3
271,28381,Grand Palace Hotel,Salvador (BH),2,263.41,01/06/2022,526.82
271,28382,Velvet Sunset Inn,Aracaju (SE),3,208.04,01/13/2022,624.12
271,28383,Golden Sands Hotel,Rio de Janeiro (RJ),4,165.99,01/20/2022,663.96
271,28389,Sunset Resort,Salvador (BH),3,263.41,03/03/2022,790.23
271,28391,Mountain Lodge,Rio de Janeiro (RJ),1,165.99,03/17/2022,165.99
271,28392,Seaside Retreat,Sao Paulo (SP),3,139.1,03/24/2022,417.3
271,28393,Mountain Lodge,Rio de Janeiro (RJ),2,165.99,03/31/2022,331.98
271,28395,Serenity Bay,Campo Grande (MS),1,60.39,04/14/2022,60.39
271,28397,Mountain Lodge,Rio de Janeiro (RJ),3,165.99,04/28/2022,497.97
271,28403,Crystal Cove Resort,Recife (PE),1,312.83,06/09/2022,312.83
271,28409,Velvet Sunset Inn,Aracaju (SE),4,208.04,07/21/2022,832.16
271,28410,Urban Elegance Hotel,Recife (PE),3,312.83,07/28/2022,938.49
271,28414,Regal Heights Hotel,Aracaju (SE),1,208.04,08/25/2022,208.04
271,28417,Lakeside Manor,Recife (PE),2,312.83,09/15/2022,625.66
271,28418,Golden Sands Hotel,Rio de Janeiro (RJ),4,165.99,09/22/2022,663.96
272,28420,Azure Waves Resort,Aracaju (SE),4,208.04,10/03/2019,832.16
272,28424,Sunset Resort,Salvador (BH),4,263.41,10/31/2019,1053.64
272,28425,Harbor View Hotel,Sao Paulo (SP),4,139.1,11/07/2019,556.4
272,28431,Urban Elegance Hotel,Recife (PE),2,312.83,12/19/2019,625.66
272,28440,Summit Heights Hotel,Campo Grande (MS),1,60.39,02/20/2020,60.39
272,28441,Grand Palace Hotel,Salvador (BH),4,263.41,02/27/2020,1053.64
272,28444,Mountain Lodge,Rio de Janeiro (RJ),2,165.99,03/19/2020,331.98
272,28445,The Majestic Tower,Sao Paulo (SP),3,139.1,03/26/2020,417.3
272,28451,Sunset Resort,Salvador (BH),4,263.41,05/07/2020,1053.64
272,28452,The Grand Horizon,Brasilia (DF),4,247.62,05/14/2020,990.48
272,28457,Velvet Sunset Inn,Aracaju (SE),1,208.04,06/18/2020,208.04
272,28458,Serenity Bay,Campo Grande (MS),1,60.39,06/25/2020,60.39
272,28464,Tranquil Meadows Hotel,Brasilia (DF),2,247.62,08/06/2020,495.24
272,28470,Azure Waves Resort,Aracaju (SE),3,208.04,09/17/2020,624.12
272,28473,Skyline Suites,Rio de Janeiro (RJ),4,165.99,10/08/2020,663.96
272,28482,Evergreen Lodge,Campo Grande (MS),2,60.39,12/10/2020,120.78
273,28484,The Majestic Tower,Sao Paulo (SP),2,139.1,10/03/2019,278.2
273,28485,Starlight Inn,Brasilia (DF),4,247.62,10/10/2019,990.48
273,28487,Evergreen Lodge,Campo Grande (MS),1,60.39,10/24/2019,60.39
273,28488,Mountain Lodge,Rio de Janeiro (RJ),3,165.99,10/31/2019,497.97
273,28490,Azure Waves Resort,Aracaju (SE),1,208.04,11/14/2019,208.04
273,28492,Aurora Bliss Hotel,Florianopolis (SC),3,313.02,11/28/2019,939.06
273,28498,Aurora Bliss Hotel,Florianopolis (SC),2,313.02,01/09/2020,626.04
273,28503,Oceanview Inn,Salvador (BH),4,263.41,02/13/2020,1053.64
273,28507,Velvet Sunset Inn,Aracaju (SE),3,208.04,03/12/2020,624.12
273,28515,Mountain Lodge,Rio de Janeiro (RJ),4,165.99,05/07/2020,663.96
273,28516,Cityscape Hotel,Natal (RN),2,242.88,05/14/2020,485.76
273,28519,Urban Elegance Hotel,Recife (PE),1,312.83,06/04/2020,312.83
273,28521,Serenity Bay,Campo Grande (MS),1,60.39,06/18/2020,60.39
273,28522,Mountain Lodge,Rio de Janeiro (RJ),2,165.99,06/25/2020,331.98
273,28527,Harbor View Hotel,Sao Paulo (SP),4,139.1,07/30/2020,556.4
273,28530,Evergreen Lodge,Campo Grande (MS),3,60.39,08/20/2020,181.17
273,28532,Velvet Sunset Inn,Aracaju (SE),1,208.04,09/03/2020,208.04
273,28542,Starlight Inn,Brasilia (DF),1,247.62,11/12/2020,247.62
273,28548,Grand Palace Hotel,Salvador (BH),1,263.41,12/24/2020,263.41
273,28553,Emerald Bay Resort,Natal (RN),3,242.88,01/28/2021,728.64
273,28554,Mountain Lodge,Rio de Janeiro (RJ),1,165.99,02/04/2021,165.99
273,28555,Serenity Bay,Campo Grande (MS),1,60.39,02/11/2021,60.39
273,28557,Sunset Resort,Salvador (BH),2,263.41,02/25/2021,526.82
273,28565,Regal Heights Hotel,Aracaju (SE),3,208.04,04/22/2021,624.12
273,28566,Grand Palace Hotel,Salvador (BH),1,263.41,04/29/2021,263.41
273,28567,Velvet Sunset Inn,Aracaju (SE),3,208.04,05/06/2021,624.12
273,28572,Cityscape Hotel,Natal (RN),2,242.88,06/10/2021,485.76
273,28574,Royal Orchid,Natal (RN),3,242.88,06/24/2021,728.64
273,28576,Grand Palace Hotel,Salvador (BH),2,263.41,07/08/2021,526.82
273,28579,Urban Elegance Hotel,Recife (PE),4,312.83,07/29/2021,1251.32
273,28582,The Sapphire Retreat,Florianopolis (SC),4,313.02,08/19/2021,1252.08
273,28588,The Grand Horizon,Brasilia (DF),4,247.62,09/30/2021,990.48
273,28591,Golden Sands Hotel,Rio de Janeiro (RJ),4,165.99,10/21/2021,663.96
273,28593,The Majestic Tower,Sao Paulo (SP),4,139.1,11/04/2021,556.4
273,28595,Golden Sands Hotel,Rio de Janeiro (RJ),3,165.99,11/18/2021,497.97
273,28605,Regal Heights Hotel,Aracaju (SE),4,208.04,01/27/2022,832.16
273,28606,Seaside Retreat,Sao Paulo (SP),1,139.1,02/03/2022,139.1
273,28608,Emerald Bay Resort,Natal (RN),3,242.88,02/17/2022,728.64
273,28609,The Grand Horizon,Brasilia (DF),2,247.62,02/24/2022,495.24
